ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,Toss_winner,toss_chosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,ball_speed
18.3," Sam Curran to Hooda, 2 runs, knocked away to deep mid-wicket ",1st Inns,38t,Punjab Kings,Lucknow Super Giants,"Punjab Kings (Playing XI): Atharva Taide, Shikhar Dhawan(c), Sikandar Raza, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Kagiso Rabada, Rahul Chahar, Gurnoor Brar, Arshdeep Singh","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Krunal Pandya, Nicholas Pooran(w), Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Avesh Khan, Yash Thakur","Punjab Kings Subs: Prabhsimran Singh, Mohit Rathee, Rishi Dhawan, Matthew Short, Harpreet Brar","Lucknow Super Giants Subs: Krishnappa Gowtham, Daniel Sams, Prerak Mankad, Amit Mishra, Mark Wood",IPL,2023,"Punjab Cricket Association IS Bindra Stadium,Mohali","Apr 28,2023",Punjab Kings have won the toss and have opted to field,Lucknow Super Giants won by 56 runs,Marcus Stoinis,PBKS,field,LSG,PBKS,Hooda, Sam Curran,2,0,undefined,undefined,mid-wicket,,
18.2,"Sam Curran to Stoinis, out Caught by Jitesh Sharma!! Oh sliced high, keeper calls for it and takes the catch. Full and outside off stump, Stoinis wanted to scoop over fine leg, Sam bowled wide of off to force the batter to fetch and Stoinis ended up slicing the ball high. What an outstanding innings from Stoinis - his highest score in IPL. Stoinis c Jitesh Sharma b Sam Curran 72(40) [4s-6 6s-5]",1st Inns,38t,Punjab Kings,Lucknow Super Giants,"Punjab Kings (Playing XI): Atharva Taide, Shikhar Dhawan(c), Sikandar Raza, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Kagiso Rabada, Rahul Chahar, Gurnoor Brar, Arshdeep Singh","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Krunal Pandya, Nicholas Pooran(w), Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Avesh Khan, Yash Thakur","Punjab Kings Subs: Prabhsimran Singh, Mohit Rathee, Rishi Dhawan, Matthew Short, Harpreet Brar","Lucknow Super Giants Subs: Krishnappa Gowtham, Daniel Sams, Prerak Mankad, Amit Mishra, Mark Wood",IPL,2023,"Punjab Cricket Association IS Bindra Stadium,Mohali","Apr 28,2023",Punjab Kings have won the toss and have opted to field,Lucknow Super Giants won by 56 runs,Marcus Stoinis,PBKS,field,LSG,PBKS,Stoinis,Sam Curran,out,out,Full,off side,keeper,,
18.1," Sam Curran to Stoinis, FOUR, full delivery, Stoinis easily lofts over mid-off and there is no one in the deep. This is now the highest score of the season, surpassing CSK's 235 vs KKR at the Eden ",1st Inns,38t,Punjab Kings,Lucknow Super Giants,"Punjab Kings (Playing XI): Atharva Taide, Shikhar Dhawan(c), Sikandar Raza, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Kagiso Rabada, Rahul Chahar, Gurnoor Brar, Arshdeep Singh","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Krunal Pandya, Nicholas Pooran(w), Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Avesh Khan, Yash Thakur","Punjab Kings Subs: Prabhsimran Singh, Mohit Rathee, Rishi Dhawan, Matthew Short, Harpreet Brar","Lucknow Super Giants Subs: Krishnappa Gowtham, Daniel Sams, Prerak Mankad, Amit Mishra, Mark Wood",IPL,2023,"Punjab Cricket Association IS Bindra Stadium,Mohali","Apr 28,2023",Punjab Kings have won the toss and have opted to field,Lucknow Super Giants won by 56 runs,Marcus Stoinis,PBKS,field,LSG,PBKS,Stoinis, Sam Curran,4,0,Full,undefined,mid-off,,
17.6,"Rabada to Pooran, SIX, short delivery down leg, poor ball to finish his spell and Pooran gets inside the line to help it away on its way for six over fine leg",1st Inns,38t,Punjab Kings,Lucknow Super Giants,"Punjab Kings (Playing XI): Atharva Taide, Shikhar Dhawan(c), Sikandar Raza, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Kagiso Rabada, Rahul Chahar, Gurnoor Brar, Arshdeep Singh","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Krunal Pandya, Nicholas Pooran(w), Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Avesh Khan, Yash Thakur","Punjab Kings Subs: Prabhsimran Singh, Mohit Rathee, Rishi Dhawan, Matthew Short, Harpreet Brar","Lucknow Super Giants Subs: Krishnappa Gowtham, Daniel Sams, Prerak Mankad, Amit Mishra, Mark Wood",IPL,2023,"Punjab Cricket Association IS Bindra Stadium,Mohali","Apr 28,2023",Punjab Kings have won the toss and have opted to field,Lucknow Super Giants won by 56 runs,Marcus Stoinis,PBKS,field,LSG,PBKS,Pooran,Rabada,6,0,Short,undefined,fine leg,,
17.5," Rabada to Pooran, no run, defended back to the bowler ",1st Inns,38t,Punjab Kings,Lucknow Super Giants,"Punjab Kings (Playing XI): Atharva Taide, Shikhar Dhawan(c), Sikandar Raza, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Kagiso Rabada, Rahul Chahar, Gurnoor Brar, Arshdeep Singh","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Krunal Pandya, Nicholas Pooran(w), Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Avesh Khan, Yash Thakur","Punjab Kings Subs: Prabhsimran Singh, Mohit Rathee, Rishi Dhawan, Matthew Short, Harpreet Brar","Lucknow Super Giants Subs: Krishnappa Gowtham, Daniel Sams, Prerak Mankad, Amit Mishra, Mark Wood",IPL,2023,"Punjab Cricket Association IS Bindra Stadium,Mohali","Apr 28,2023",Punjab Kings have won the toss and have opted to field,Lucknow Super Giants won by 56 runs,Marcus Stoinis,PBKS,field,LSG,PBKS,Pooran, Rabada,0,0,undefined,undefined,,defend,
17.4," Rabada to Pooran, FOUR, full delivery outside off stump, can't bowl there with mid-off in and Pooran plays a lovely lofted drive and it almost goes all the way ",1st Inns,38t,Punjab Kings,Lucknow Super Giants,"Punjab Kings (Playing XI): Atharva Taide, Shikhar Dhawan(c), Sikandar Raza, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Kagiso Rabada, Rahul Chahar, Gurnoor Brar, Arshdeep Singh","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Krunal Pandya, Nicholas Pooran(w), Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Avesh Khan, Yash Thakur","Punjab Kings Subs: Prabhsimran Singh, Mohit Rathee, Rishi Dhawan, Matthew Short, Harpreet Brar","Lucknow Super Giants Subs: Krishnappa Gowtham, Daniel Sams, Prerak Mankad, Amit Mishra, Mark Wood",IPL,2023,"Punjab Cricket Association IS Bindra Stadium,Mohali","Apr 28,2023",Punjab Kings have won the toss and have opted to field,Lucknow Super Giants won by 56 runs,Marcus Stoinis,PBKS,field,LSG,PBKS,Pooran, Rabada,4,0,Full,off side,mid-off,off drive,
17.3," Rabada to Pooran, 2 runs, yorker outside off stump, Pooran looks to dig it out, inside edge rolls to mid-wicket ",1st Inns,38t,Punjab Kings,Lucknow Super Giants,"Punjab Kings (Playing XI): Atharva Taide, Shikhar Dhawan(c), Sikandar Raza, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Kagiso Rabada, Rahul Chahar, Gurnoor Brar, Arshdeep Singh","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Krunal Pandya, Nicholas Pooran(w), Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Avesh Khan, Yash Thakur","Punjab Kings Subs: Prabhsimran Singh, Mohit Rathee, Rishi Dhawan, Matthew Short, Harpreet Brar","Lucknow Super Giants Subs: Krishnappa Gowtham, Daniel Sams, Prerak Mankad, Amit Mishra, Mark Wood",IPL,2023,"Punjab Cricket Association IS Bindra Stadium,Mohali","Apr 28,2023",Punjab Kings have won the toss and have opted to field,Lucknow Super Giants won by 56 runs,Marcus Stoinis,PBKS,field,LSG,PBKS,Pooran, Rabada,2,0,yorker,off side,mid-wicket,edge,
17.2," Rabada to Stoinis, 1 run, yorker, Stoinis digs it out to deep mid-wicket ",1st Inns,38t,Punjab Kings,Lucknow Super Giants,"Punjab Kings (Playing XI): Atharva Taide, Shikhar Dhawan(c), Sikandar Raza, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Kagiso Rabada, Rahul Chahar, Gurnoor Brar, Arshdeep Singh","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Krunal Pandya, Nicholas Pooran(w), Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Avesh Khan, Yash Thakur","Punjab Kings Subs: Prabhsimran Singh, Mohit Rathee, Rishi Dhawan, Matthew Short, Harpreet Brar","Lucknow Super Giants Subs: Krishnappa Gowtham, Daniel Sams, Prerak Mankad, Amit Mishra, Mark Wood",IPL,2023,"Punjab Cricket Association IS Bindra Stadium,Mohali","Apr 28,2023",Punjab Kings have won the toss and have opted to field,Lucknow Super Giants won by 56 runs,Marcus Stoinis,PBKS,field,LSG,PBKS,Stoinis, Rabada,1,0,yorker,undefined,mid-wicket,,
17.1," Rabada to Stoinis, SIX, full and down leg, Stoinis flicks and smashes it high and hard over backward square leg. This is flying all the way ",1st Inns,38t,Punjab Kings,Lucknow Super Giants,"Punjab Kings (Playing XI): Atharva Taide, Shikhar Dhawan(c), Sikandar Raza, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Kagiso Rabada, Rahul Chahar, Gurnoor Brar, Arshdeep Singh","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Krunal Pandya, Nicholas Pooran(w), Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Avesh Khan, Yash Thakur","Punjab Kings Subs: Prabhsimran Singh, Mohit Rathee, Rishi Dhawan, Matthew Short, Harpreet Brar","Lucknow Super Giants Subs: Krishnappa Gowtham, Daniel Sams, Prerak Mankad, Amit Mishra, Mark Wood",IPL,2023,"Punjab Cricket Association IS Bindra Stadium,Mohali","Apr 28,2023",Punjab Kings have won the toss and have opted to field,Lucknow Super Giants won by 56 runs,Marcus Stoinis,PBKS,field,LSG,PBKS,Stoinis, Rabada,6,0,Full,undefined,square leg,flick shot,
16.6,"Arshdeep Singh to Pooran, FOUR, now Arshdeep fires down leg, Pooran knows fine leg is in so he glances fine and gets four more. Arshdeep with a 4-fer and breaking middle stumps in his last game, today has been taken for 42 runs in 3 games with nothing working for him. This game is a great leveller",1st Inns,38t,Punjab Kings,Lucknow Super Giants,"Punjab Kings (Playing XI): Atharva Taide, Shikhar Dhawan(c), Sikandar Raza, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Kagiso Rabada, Rahul Chahar, Gurnoor Brar, Arshdeep Singh","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Krunal Pandya, Nicholas Pooran(w), Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Avesh Khan, Yash Thakur","Punjab Kings Subs: Prabhsimran Singh, Mohit Rathee, Rishi Dhawan, Matthew Short, Harpreet Brar","Lucknow Super Giants Subs: Krishnappa Gowtham, Daniel Sams, Prerak Mankad, Amit Mishra, Mark Wood",IPL,2023,"Punjab Cricket Association IS Bindra Stadium,Mohali","Apr 28,2023",Punjab Kings have won the toss and have opted to field,Lucknow Super Giants won by 56 runs,Marcus Stoinis,PBKS,field,LSG,PBKS,Pooran,Arshdeep Singh,4,0,undefined,undefined,fine leg,glance,
16.5," Arshdeep Singh to Pooran, FOUR, square drive. Batting like a dream at the moment, Nic Pooran. Full and wide outside off stump, Pooran hits past backward point and once it beat the fielder's dive it raced off ",1st Inns,38t,Punjab Kings,Lucknow Super Giants,"Punjab Kings (Playing XI): Atharva Taide, Shikhar Dhawan(c), Sikandar Raza, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Kagiso Rabada, Rahul Chahar, Gurnoor Brar, Arshdeep Singh","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Krunal Pandya, Nicholas Pooran(w), Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Avesh Khan, Yash Thakur","Punjab Kings Subs: Prabhsimran Singh, Mohit Rathee, Rishi Dhawan, Matthew Short, Harpreet Brar","Lucknow Super Giants Subs: Krishnappa Gowtham, Daniel Sams, Prerak Mankad, Amit Mishra, Mark Wood",IPL,2023,"Punjab Cricket Association IS Bindra Stadium,Mohali","Apr 28,2023",Punjab Kings have won the toss and have opted to field,Lucknow Super Giants won by 56 runs,Marcus Stoinis,PBKS,field,LSG,PBKS,Pooran, Arshdeep Singh,4,0,Full,wide,square,square drive,
16.4," Arshdeep Singh to Pooran, 2 runs, top edgeee, Prabhsimran runs to his right from short fine leg but he doesn't get there. Lucky that this evaded the fielder. Pooran was rushed on the pull shot ",1st Inns,38t,Punjab Kings,Lucknow Super Giants,"Punjab Kings (Playing XI): Atharva Taide, Shikhar Dhawan(c), Sikandar Raza, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Kagiso Rabada, Rahul Chahar, Gurnoor Brar, Arshdeep Singh","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Krunal Pandya, Nicholas Pooran(w), Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Avesh Khan, Yash Thakur","Punjab Kings Subs: Prabhsimran Singh, Mohit Rathee, Rishi Dhawan, Matthew Short, Harpreet Brar","Lucknow Super Giants Subs: Krishnappa Gowtham, Daniel Sams, Prerak Mankad, Amit Mishra, Mark Wood",IPL,2023,"Punjab Cricket Association IS Bindra Stadium,Mohali","Apr 28,2023",Punjab Kings have won the toss and have opted to field,Lucknow Super Giants won by 56 runs,Marcus Stoinis,PBKS,field,LSG,PBKS,Pooran, Arshdeep Singh,2,0,Short,undefined,short fine leg,edge,
