ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,Toss_winner,toss_chosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length
19.6," Sandeep Sharma to Narine, out Caught by Root!! 125.7kph, full and in the slot, Narine swings through the line but doesn't get the required elevation. Hits it straight down Root's throat at long-off. Narine c Root b Sandeep Sharma 6(5) [4s-1] ",1st Inns,56t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Jason Roy, Venkatesh Iyer, Nitish Rana(c), Andre Russell, Rinku Singh, Sunil Narine, Shardul Thakur, Anukul Roy, Harshit Rana, Varun Chakaravarthy","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Trent Boult, Sandeep Sharma, KM Asif, Yuzvendra Chahal","KKR impact subs: Suyash Sharma, Vaibhav Arora, N Jagadeesan, Umesh Yadav, Lockie Ferguson","RR impact subs: Donavon Ferreira, Devdutt Padikkal, Riyan Parag, Murugan Ashwin, Navdeep Saini",IPL,2023,"Eden Gardens,Kolkata","May 11,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 9 wkts,Yashasvi Jaiswal,RR,field,KKR,RR,Narine, Sandeep Sharma,out,out,Full
19.5," Sandeep Sharma to Anukul Roy, 1 run, very full outside off, Anukul Roy goes too hard and loses his balance as he drills along the ground to long-off ",1st Inns,56t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Jason Roy, Venkatesh Iyer, Nitish Rana(c), Andre Russell, Rinku Singh, Sunil Narine, Shardul Thakur, Anukul Roy, Harshit Rana, Varun Chakaravarthy","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Trent Boult, Sandeep Sharma, KM Asif, Yuzvendra Chahal","KKR impact subs: Suyash Sharma, Vaibhav Arora, N Jagadeesan, Umesh Yadav, Lockie Ferguson","RR impact subs: Donavon Ferreira, Devdutt Padikkal, Riyan Parag, Murugan Ashwin, Navdeep Saini",IPL,2023,"Eden Gardens,Kolkata","May 11,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 9 wkts,Yashasvi Jaiswal,RR,field,KKR,RR,Anukul Roy, Sandeep Sharma,1,0,Full
19.4," Sandeep Sharma to Narine, 1 run, full delivery around middle and off, swung away to deep mid-wicket ",1st Inns,56t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Jason Roy, Venkatesh Iyer, Nitish Rana(c), Andre Russell, Rinku Singh, Sunil Narine, Shardul Thakur, Anukul Roy, Harshit Rana, Varun Chakaravarthy","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Trent Boult, Sandeep Sharma, KM Asif, Yuzvendra Chahal","KKR impact subs: Suyash Sharma, Vaibhav Arora, N Jagadeesan, Umesh Yadav, Lockie Ferguson","RR impact subs: Donavon Ferreira, Devdutt Padikkal, Riyan Parag, Murugan Ashwin, Navdeep Saini",IPL,2023,"Eden Gardens,Kolkata","May 11,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 9 wkts,Yashasvi Jaiswal,RR,field,KKR,RR,Narine, Sandeep Sharma,1,0,Full
19.3," Sandeep Sharma to Narine, no run, 132.4kph, length ball, Narine heaves and he might have got an inside edge. Samson and Sandeep were certain that there was an edge. The umpire sends it upstairs to check if it was a clean catch. Firstly, UltraEdge confims the nick. Did Samson collect it cleanly? Looks like it went into the gloves on the half-volley. ""The ball has clearly bounced,"" says the TV umpire and rules it in favour of the batting side ",1st Inns,56t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Jason Roy, Venkatesh Iyer, Nitish Rana(c), Andre Russell, Rinku Singh, Sunil Narine, Shardul Thakur, Anukul Roy, Harshit Rana, Varun Chakaravarthy","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Trent Boult, Sandeep Sharma, KM Asif, Yuzvendra Chahal","KKR impact subs: Suyash Sharma, Vaibhav Arora, N Jagadeesan, Umesh Yadav, Lockie Ferguson","RR impact subs: Donavon Ferreira, Devdutt Padikkal, Riyan Parag, Murugan Ashwin, Navdeep Saini",IPL,2023,"Eden Gardens,Kolkata","May 11,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 9 wkts,Yashasvi Jaiswal,RR,field,KKR,RR,Narine, Sandeep Sharma,0,0,Good
19.2," Sandeep Sharma to Narine, FOUR, wide yorker and Narine squeezes it away through point. Decent contact, good placement and the ball runs away for four ",1st Inns,56t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Jason Roy, Venkatesh Iyer, Nitish Rana(c), Andre Russell, Rinku Singh, Sunil Narine, Shardul Thakur, Anukul Roy, Harshit Rana, Varun Chakaravarthy","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Trent Boult, Sandeep Sharma, KM Asif, Yuzvendra Chahal","KKR impact subs: Suyash Sharma, Vaibhav Arora, N Jagadeesan, Umesh Yadav, Lockie Ferguson","RR impact subs: Donavon Ferreira, Devdutt Padikkal, Riyan Parag, Murugan Ashwin, Navdeep Saini",IPL,2023,"Eden Gardens,Kolkata","May 11,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 9 wkts,Yashasvi Jaiswal,RR,field,KKR,RR,Narine, Sandeep Sharma,4,0,yorker
19.1," Sandeep Sharma to Anukul Roy, 1 run, very full delivery, a shuffling Anukul Roy clears his front leg to drill it along the ground to long-on ",1st Inns,56t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Jason Roy, Venkatesh Iyer, Nitish Rana(c), Andre Russell, Rinku Singh, Sunil Narine, Shardul Thakur, Anukul Roy, Harshit Rana, Varun Chakaravarthy","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Trent Boult, Sandeep Sharma, KM Asif, Yuzvendra Chahal","KKR impact subs: Suyash Sharma, Vaibhav Arora, N Jagadeesan, Umesh Yadav, Lockie Ferguson","RR impact subs: Donavon Ferreira, Devdutt Padikkal, Riyan Parag, Murugan Ashwin, Navdeep Saini",IPL,2023,"Eden Gardens,Kolkata","May 11,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 9 wkts,Yashasvi Jaiswal,RR,field,KKR,RR,Anukul Roy, Sandeep Sharma,1,0,Full
18.6," Chahal to Anukul Roy, 1 run, legbreak from a short of length, stabbed to long-off. Excellent outing for Chahal - 4-0-25-4! ",1st Inns,56t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Jason Roy, Venkatesh Iyer, Nitish Rana(c), Andre Russell, Rinku Singh, Sunil Narine, Shardul Thakur, Anukul Roy, Harshit Rana, Varun Chakaravarthy","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Trent Boult, Sandeep Sharma, KM Asif, Yuzvendra Chahal","KKR impact subs: Suyash Sharma, Vaibhav Arora, N Jagadeesan, Umesh Yadav, Lockie Ferguson","RR impact subs: Donavon Ferreira, Devdutt Padikkal, Riyan Parag, Murugan Ashwin, Navdeep Saini",IPL,2023,"Eden Gardens,Kolkata","May 11,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 9 wkts,Yashasvi Jaiswal,RR,field,KKR,RR,Anukul Roy, Chahal,1,0,Short
18.5," Chahal to Narine, 1 run, 88.3kph, full delivery, flicked to deep mid-wicket ",1st Inns,56t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Jason Roy, Venkatesh Iyer, Nitish Rana(c), Andre Russell, Rinku Singh, Sunil Narine, Shardul Thakur, Anukul Roy, Harshit Rana, Varun Chakaravarthy","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Trent Boult, Sandeep Sharma, KM Asif, Yuzvendra Chahal","KKR impact subs: Suyash Sharma, Vaibhav Arora, N Jagadeesan, Umesh Yadav, Lockie Ferguson","RR impact subs: Donavon Ferreira, Devdutt Padikkal, Riyan Parag, Murugan Ashwin, Navdeep Saini",IPL,2023,"Eden Gardens,Kolkata","May 11,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 9 wkts,Yashasvi Jaiswal,RR,field,KKR,RR,Narine, Chahal,1,0,Full
18.4," Chahal to Rinku Singh, out Caught by Root!! Wicket number four for Chahal! And he punches the air in delight. 89.3kph, flighted delivery, Rinku Singh skips down the track and gets too close to the pitch of the ball. Goes hard on the loft and it comes off the lower part of the bat. Root, at long-off, doesn't err. Rinku Singh c Root b Chahal 16(18) [6s-1] ",1st Inns,56t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Jason Roy, Venkatesh Iyer, Nitish Rana(c), Andre Russell, Rinku Singh, Sunil Narine, Shardul Thakur, Anukul Roy, Harshit Rana, Varun Chakaravarthy","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Trent Boult, Sandeep Sharma, KM Asif, Yuzvendra Chahal","KKR impact subs: Suyash Sharma, Vaibhav Arora, N Jagadeesan, Umesh Yadav, Lockie Ferguson","RR impact subs: Donavon Ferreira, Devdutt Padikkal, Riyan Parag, Murugan Ashwin, Navdeep Saini",IPL,2023,"Eden Gardens,Kolkata","May 11,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 9 wkts,Yashasvi Jaiswal,RR,field,KKR,RR,Rinku Singh, Chahal,out,out,undefined
18.3," Chahal to Rinku Singh, no run, 88.9kph, quicker and shorter wide of off, cut hard but Rinku Singh can't find the gap through the covers ",1st Inns,56t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Jason Roy, Venkatesh Iyer, Nitish Rana(c), Andre Russell, Rinku Singh, Sunil Narine, Shardul Thakur, Anukul Roy, Harshit Rana, Varun Chakaravarthy","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Trent Boult, Sandeep Sharma, KM Asif, Yuzvendra Chahal","KKR impact subs: Suyash Sharma, Vaibhav Arora, N Jagadeesan, Umesh Yadav, Lockie Ferguson","RR impact subs: Donavon Ferreira, Devdutt Padikkal, Riyan Parag, Murugan Ashwin, Navdeep Saini",IPL,2023,"Eden Gardens,Kolkata","May 11,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 9 wkts,Yashasvi Jaiswal,RR,field,KKR,RR,Rinku Singh, Chahal,0,0,Short
