ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,Toss_winner,toss_chosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,ball_speed
19.6," Boult to Shahrukh Khan, 2 runs, in the blockhole, bunted towards wide long-on and the batsmen come back for the second ",1st Inns,66t,Punjab Kings,Rajasthan Royals,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Atharva Taide, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Harpreet Brar, Rahul Chahar, Kagiso Rabada, Arshdeep Singh","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Adam Zampa, Trent Boult, Navdeep Saini, Sandeep Sharma, Yuzvendra Chahal","PBKS Impact Subs: Nathan Ellis, Sikandar Raza, Rishi Dhawan, Mohit Rathee, Matthew Short.","RR Impact Subs: Dhruv Jurel, Donovan Ferreira, Akash Vasisht, Kuldeep Sen, Murugan Ashwin.",IPL,2023,"Himachal Pradesh Cricket Association Stadium,Dharamsala","May 19,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 4 wkts,Devdutt Padikkal,RR,field,PBKS,RR,Shahrukh Khan, Boult,2,0,undefined,wide,long-on,defend,
19.5," Boult to Shahrukh Khan, FOUR, good ball but it's still four! Almost in the blockhole, Shahrukh Khan clears his front leg to flick and gets an inside edge that goes between his legs before running away to fine leg for four ",1st Inns,66t,Punjab Kings,Rajasthan Royals,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Atharva Taide, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Harpreet Brar, Rahul Chahar, Kagiso Rabada, Arshdeep Singh","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Adam Zampa, Trent Boult, Navdeep Saini, Sandeep Sharma, Yuzvendra Chahal","PBKS Impact Subs: Nathan Ellis, Sikandar Raza, Rishi Dhawan, Mohit Rathee, Matthew Short.","RR Impact Subs: Dhruv Jurel, Donovan Ferreira, Akash Vasisht, Kuldeep Sen, Murugan Ashwin.",IPL,2023,"Himachal Pradesh Cricket Association Stadium,Dharamsala","May 19,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 4 wkts,Devdutt Padikkal,RR,field,PBKS,RR,Shahrukh Khan, Boult,4,0,Good,undefined,fine leg,edge,
19.4," Boult to Shahrukh Khan, SIX, 112kph, shortened length, Shahrukh Khan walks down the pitch, fetches it from outside off and pummels it over cow corner with a ferocious pull shot ",1st Inns,66t,Punjab Kings,Rajasthan Royals,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Atharva Taide, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Harpreet Brar, Rahul Chahar, Kagiso Rabada, Arshdeep Singh","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Adam Zampa, Trent Boult, Navdeep Saini, Sandeep Sharma, Yuzvendra Chahal","PBKS Impact Subs: Nathan Ellis, Sikandar Raza, Rishi Dhawan, Mohit Rathee, Matthew Short.","RR Impact Subs: Dhruv Jurel, Donovan Ferreira, Akash Vasisht, Kuldeep Sen, Murugan Ashwin.",IPL,2023,"Himachal Pradesh Cricket Association Stadium,Dharamsala","May 19,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 4 wkts,Devdutt Padikkal,RR,field,PBKS,RR,Shahrukh Khan, Boult,6,0,Short,off side,down the pitch,pull shot,112
19.3," Boult to Shahrukh Khan, 2 runs, Chahal puts one down now! 135.2kph, full on the pads, Shahrukh Khan flicks off the inner half. Chahal dives to his right at short fine leg but spills it ",1st Inns,66t,Punjab Kings,Rajasthan Royals,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Atharva Taide, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Harpreet Brar, Rahul Chahar, Kagiso Rabada, Arshdeep Singh","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Adam Zampa, Trent Boult, Navdeep Saini, Sandeep Sharma, Yuzvendra Chahal","PBKS Impact Subs: Nathan Ellis, Sikandar Raza, Rishi Dhawan, Mohit Rathee, Matthew Short.","RR Impact Subs: Dhruv Jurel, Donovan Ferreira, Akash Vasisht, Kuldeep Sen, Murugan Ashwin.",IPL,2023,"Himachal Pradesh Cricket Association Stadium,Dharamsala","May 19,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 4 wkts,Devdutt Padikkal,RR,field,PBKS,RR,Shahrukh Khan, Boult,2,0,Full,stump line,short fine leg,flick shot,135.2
19.2," Boult to Shahrukh Khan, no run, 132.3kph, Shahrukh Khan shuffles across a long way and Boult bowls a yorker. Just past the leg-stump and that's not been wided. Shahrukh Khan signals 'T'. Shahrukh was standing outside off even before the ball was delivered. ""It's a fair delivery,"" says the TV umpire ",1st Inns,66t,Punjab Kings,Rajasthan Royals,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Atharva Taide, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Harpreet Brar, Rahul Chahar, Kagiso Rabada, Arshdeep Singh","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Adam Zampa, Trent Boult, Navdeep Saini, Sandeep Sharma, Yuzvendra Chahal","PBKS Impact Subs: Nathan Ellis, Sikandar Raza, Rishi Dhawan, Mohit Rathee, Matthew Short.","RR Impact Subs: Dhruv Jurel, Donovan Ferreira, Akash Vasisht, Kuldeep Sen, Murugan Ashwin.",IPL,2023,"Himachal Pradesh Cricket Association Stadium,Dharamsala","May 19,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 4 wkts,Devdutt Padikkal,RR,field,PBKS,RR,Shahrukh Khan, Boult,0,0,yorker,wide,,,132.3
19.1," Boult to Shahrukh Khan, FOUR, four to start the final over! 132.9kph, low full toss, Shahrukh Khan somehow gets under it and bunts it away through mid-wicket ",1st Inns,66t,Punjab Kings,Rajasthan Royals,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Atharva Taide, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Harpreet Brar, Rahul Chahar, Kagiso Rabada, Arshdeep Singh","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Adam Zampa, Trent Boult, Navdeep Saini, Sandeep Sharma, Yuzvendra Chahal","PBKS Impact Subs: Nathan Ellis, Sikandar Raza, Rishi Dhawan, Mohit Rathee, Matthew Short.","RR Impact Subs: Dhruv Jurel, Donovan Ferreira, Akash Vasisht, Kuldeep Sen, Murugan Ashwin.",IPL,2023,"Himachal Pradesh Cricket Association Stadium,Dharamsala","May 19,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 4 wkts,Devdutt Padikkal,RR,field,PBKS,RR,Shahrukh Khan, Boult,4,0,Full,undefined,mid-wicket,,132.9
18.6," Chahal to Sam Curran, FOUR, dropped and four! 86.9kph, fullish on the pads, Sam Curran flicks it over square leg. Ferreira, the sub fielder, runs in and makes a mess of it. Wasn't very tough but he failed to hold onto it. To make matters worse, he's let the ball go away for four. 28 runs off the over! ",1st Inns,66t,Punjab Kings,Rajasthan Royals,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Atharva Taide, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Harpreet Brar, Rahul Chahar, Kagiso Rabada, Arshdeep Singh","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Adam Zampa, Trent Boult, Navdeep Saini, Sandeep Sharma, Yuzvendra Chahal","PBKS Impact Subs: Nathan Ellis, Sikandar Raza, Rishi Dhawan, Mohit Rathee, Matthew Short.","RR Impact Subs: Dhruv Jurel, Donovan Ferreira, Akash Vasisht, Kuldeep Sen, Murugan Ashwin.",IPL,2023,"Himachal Pradesh Cricket Association Stadium,Dharamsala","May 19,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 4 wkts,Devdutt Padikkal,RR,field,PBKS,RR,Sam Curran, Chahal,4,0,Full,stump line,square leg,flick shot,86.9
18.5," Chahal to Sam Curran, SIX, another six! 81.3kph, flighted ball but he ends up bowling it in the slot. Sam Curran shuffles, gets low and slog-sweeps over deep mid-wicket. Fifty partnership! ",1st Inns,66t,Punjab Kings,Rajasthan Royals,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Atharva Taide, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Harpreet Brar, Rahul Chahar, Kagiso Rabada, Arshdeep Singh","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Adam Zampa, Trent Boult, Navdeep Saini, Sandeep Sharma, Yuzvendra Chahal","PBKS Impact Subs: Nathan Ellis, Sikandar Raza, Rishi Dhawan, Mohit Rathee, Matthew Short.","RR Impact Subs: Dhruv Jurel, Donovan Ferreira, Akash Vasisht, Kuldeep Sen, Murugan Ashwin.",IPL,2023,"Himachal Pradesh Cricket Association Stadium,Dharamsala","May 19,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 4 wkts,Devdutt Padikkal,RR,field,PBKS,RR,Sam Curran, Chahal,6,0,Slot,undefined,mid-wicket,slog shot,81.3
18.4," Chahal to Sam Curran, SIX, stand and deliver! Trifle short from Chahal at 94.9kph, Sam Curran picks the length early, rocks back and flat-bats it downtown. Butchered! ",1st Inns,66t,Punjab Kings,Rajasthan Royals,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Atharva Taide, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Harpreet Brar, Rahul Chahar, Kagiso Rabada, Arshdeep Singh","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Adam Zampa, Trent Boult, Navdeep Saini, Sandeep Sharma, Yuzvendra Chahal","PBKS Impact Subs: Nathan Ellis, Sikandar Raza, Rishi Dhawan, Mohit Rathee, Matthew Short.","RR Impact Subs: Dhruv Jurel, Donovan Ferreira, Akash Vasisht, Kuldeep Sen, Murugan Ashwin.",IPL,2023,"Himachal Pradesh Cricket Association Stadium,Dharamsala","May 19,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 4 wkts,Devdutt Padikkal,RR,field,PBKS,RR,Sam Curran, Chahal,6,0,Short,undefined,,,94.9
18.3," Chahal to Shahrukh Khan, 1 run, swings hard to go over mid-wicket and gets an inside edge onto his pad. The ball rolls towards point and the batters take the single ",1st Inns,66t,Punjab Kings,Rajasthan Royals,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Atharva Taide, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Harpreet Brar, Rahul Chahar, Kagiso Rabada, Arshdeep Singh","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Adam Zampa, Trent Boult, Navdeep Saini, Sandeep Sharma, Yuzvendra Chahal","PBKS Impact Subs: Nathan Ellis, Sikandar Raza, Rishi Dhawan, Mohit Rathee, Matthew Short.","RR Impact Subs: Dhruv Jurel, Donovan Ferreira, Akash Vasisht, Kuldeep Sen, Murugan Ashwin.",IPL,2023,"Himachal Pradesh Cricket Association Stadium,Dharamsala","May 19,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 4 wkts,Devdutt Padikkal,RR,field,PBKS,RR,Shahrukh Khan, Chahal,1,0,undefined,undefined,mid-wicket,edge,
18.3," Chahal to Shahrukh Khan, wide, tossed up and bowled wider, spins away and Shahrukh Khan shoulders arms for it to be wided ",1st Inns,66t,Punjab Kings,Rajasthan Royals,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Atharva Taide, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Harpreet Brar, Rahul Chahar, Kagiso Rabada, Arshdeep Singh","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Adam Zampa, Trent Boult, Navdeep Saini, Sandeep Sharma, Yuzvendra Chahal","PBKS Impact Subs: Nathan Ellis, Sikandar Raza, Rishi Dhawan, Mohit Rathee, Matthew Short.","RR Impact Subs: Dhruv Jurel, Donovan Ferreira, Akash Vasisht, Kuldeep Sen, Murugan Ashwin.",IPL,2023,"Himachal Pradesh Cricket Association Stadium,Dharamsala","May 19,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 4 wkts,Devdutt Padikkal,RR,field,PBKS,RR,Shahrukh Khan, Chahal,wide,1,Full toss,wide,,wide,
18.2," Chahal to Shahrukh Khan, SIX, sixer! Full and drifting in on middle, Shahrukh Khan gets down on one leg and nails the slogsweep dispatching it over deep mid-wicket for an 87m six ",1st Inns,66t,Punjab Kings,Rajasthan Royals,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Atharva Taide, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Harpreet Brar, Rahul Chahar, Kagiso Rabada, Arshdeep Singh","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Adam Zampa, Trent Boult, Navdeep Saini, Sandeep Sharma, Yuzvendra Chahal","PBKS Impact Subs: Nathan Ellis, Sikandar Raza, Rishi Dhawan, Mohit Rathee, Matthew Short.","RR Impact Subs: Dhruv Jurel, Donovan Ferreira, Akash Vasisht, Kuldeep Sen, Murugan Ashwin.",IPL,2023,"Himachal Pradesh Cricket Association Stadium,Dharamsala","May 19,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 4 wkts,Devdutt Padikkal,RR,field,PBKS,RR,Shahrukh Khan, Chahal,6,0,Full,stump line,mid-wicket,slog shot,
18.1," Chahal to Shahrukh Khan, FOUR, 92kph, quick and flat, Shahrukh Khan rocks back and pulls it over mid-wicket for a one-bounce four. Split the gap between long-on and deep mid-wicket. Good start to the over for Punjab ",1st Inns,66t,Punjab Kings,Rajasthan Royals,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Atharva Taide, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Harpreet Brar, Rahul Chahar, Kagiso Rabada, Arshdeep Singh","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Adam Zampa, Trent Boult, Navdeep Saini, Sandeep Sharma, Yuzvendra Chahal","PBKS Impact Subs: Nathan Ellis, Sikandar Raza, Rishi Dhawan, Mohit Rathee, Matthew Short.","RR Impact Subs: Dhruv Jurel, Donovan Ferreira, Akash Vasisht, Kuldeep Sen, Murugan Ashwin.",IPL,2023,"Himachal Pradesh Cricket Association Stadium,Dharamsala","May 19,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 4 wkts,Devdutt Padikkal,RR,field,PBKS,RR,Shahrukh Khan, Chahal,4,0,Good,undefined,mid-wicket,pull shot,92
17.6," Navdeep Saini to Shahrukh Khan, 1 run, another one in the blockhole, Shahrukh Khan can only squeeze it to long-on. Navdeep Saini finishes with 3/40! ",1st Inns,66t,Punjab Kings,Rajasthan Royals,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Atharva Taide, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Harpreet Brar, Rahul Chahar, Kagiso Rabada, Arshdeep Singh","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Adam Zampa, Trent Boult, Navdeep Saini, Sandeep Sharma, Yuzvendra Chahal","PBKS Impact Subs: Nathan Ellis, Sikandar Raza, Rishi Dhawan, Mohit Rathee, Matthew Short.","RR Impact Subs: Dhruv Jurel, Donovan Ferreira, Akash Vasisht, Kuldeep Sen, Murugan Ashwin.",IPL,2023,"Himachal Pradesh Cricket Association Stadium,Dharamsala","May 19,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 4 wkts,Devdutt Padikkal,RR,field,PBKS,RR,Shahrukh Khan, Navdeep Saini,1,0,undefined,undefined,long-on,defend,
17.5," Navdeep Saini to Sam Curran, 1 run, 124.2kph, length ball, tucked through mid-wicket ",1st Inns,66t,Punjab Kings,Rajasthan Royals,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Atharva Taide, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Harpreet Brar, Rahul Chahar, Kagiso Rabada, Arshdeep Singh","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Adam Zampa, Trent Boult, Navdeep Saini, Sandeep Sharma, Yuzvendra Chahal","PBKS Impact Subs: Nathan Ellis, Sikandar Raza, Rishi Dhawan, Mohit Rathee, Matthew Short.","RR Impact Subs: Dhruv Jurel, Donovan Ferreira, Akash Vasisht, Kuldeep Sen, Murugan Ashwin.",IPL,2023,"Himachal Pradesh Cricket Association Stadium,Dharamsala","May 19,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 4 wkts,Devdutt Padikkal,RR,field,PBKS,RR,Sam Curran, Navdeep Saini,1,0,Good,undefined,mid-wicket,,124.2
17.4," Navdeep Saini to Sam Curran, no run, full and angled in, driven hard after backing away but hit straight back at the bowler ",1st Inns,66t,Punjab Kings,Rajasthan Royals,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Atharva Taide, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Harpreet Brar, Rahul Chahar, Kagiso Rabada, Arshdeep Singh","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Adam Zampa, Trent Boult, Navdeep Saini, Sandeep Sharma, Yuzvendra Chahal","PBKS Impact Subs: Nathan Ellis, Sikandar Raza, Rishi Dhawan, Mohit Rathee, Matthew Short.","RR Impact Subs: Dhruv Jurel, Donovan Ferreira, Akash Vasisht, Kuldeep Sen, Murugan Ashwin.",IPL,2023,"Himachal Pradesh Cricket Association Stadium,Dharamsala","May 19,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 4 wkts,Devdutt Padikkal,RR,field,PBKS,RR,Sam Curran, Navdeep Saini,0,0,Full,undefined,straight,straight drive,
17.3," Navdeep Saini to Sam Curran, FOUR, uses the bowler's bounce nicely! Short delivery, Sam Curran crouches and superbly elevates it over the keeper's head. It was the slower ball and Curran made superb contact ",1st Inns,66t,Punjab Kings,Rajasthan Royals,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Atharva Taide, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Harpreet Brar, Rahul Chahar, Kagiso Rabada, Arshdeep Singh","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Adam Zampa, Trent Boult, Navdeep Saini, Sandeep Sharma, Yuzvendra Chahal","PBKS Impact Subs: Nathan Ellis, Sikandar Raza, Rishi Dhawan, Mohit Rathee, Matthew Short.","RR Impact Subs: Dhruv Jurel, Donovan Ferreira, Akash Vasisht, Kuldeep Sen, Murugan Ashwin.",IPL,2023,"Himachal Pradesh Cricket Association Stadium,Dharamsala","May 19,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 4 wkts,Devdutt Padikkal,RR,field,PBKS,RR,Sam Curran, Navdeep Saini,4,0,Short,undefined,keeper,,
17.2," Navdeep Saini to Shahrukh Khan, 1 run, 145.6kph, yorker, jammed to long-on ",1st Inns,66t,Punjab Kings,Rajasthan Royals,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Atharva Taide, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Harpreet Brar, Rahul Chahar, Kagiso Rabada, Arshdeep Singh","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Adam Zampa, Trent Boult, Navdeep Saini, Sandeep Sharma, Yuzvendra Chahal","PBKS Impact Subs: Nathan Ellis, Sikandar Raza, Rishi Dhawan, Mohit Rathee, Matthew Short.","RR Impact Subs: Dhruv Jurel, Donovan Ferreira, Akash Vasisht, Kuldeep Sen, Murugan Ashwin.",IPL,2023,"Himachal Pradesh Cricket Association Stadium,Dharamsala","May 19,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 4 wkts,Devdutt Padikkal,RR,field,PBKS,RR,Shahrukh Khan, Navdeep Saini,1,0,yorker,undefined,long-on,,145.6
17.1," Navdeep Saini to Sam Curran, 1 run, 117.2kph, fullish delivery outside off from round the wicket, Sam Curran swings and drags it over mid-wicket. Just a single ",1st Inns,66t,Punjab Kings,Rajasthan Royals,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Atharva Taide, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Harpreet Brar, Rahul Chahar, Kagiso Rabada, Arshdeep Singh","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Adam Zampa, Trent Boult, Navdeep Saini, Sandeep Sharma, Yuzvendra Chahal","PBKS Impact Subs: Nathan Ellis, Sikandar Raza, Rishi Dhawan, Mohit Rathee, Matthew Short.","RR Impact Subs: Dhruv Jurel, Donovan Ferreira, Akash Vasisht, Kuldeep Sen, Murugan Ashwin.",IPL,2023,"Himachal Pradesh Cricket Association Stadium,Dharamsala","May 19,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 4 wkts,Devdutt Padikkal,RR,field,PBKS,RR,Sam Curran, Navdeep Saini,1,0,Full,off side,mid-wicket,,117.2
16.6," Zampa to Sam Curran, 1 run, short of length, pulled to deep mid-wicket. Zampa - 1/26! ",1st Inns,66t,Punjab Kings,Rajasthan Royals,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Atharva Taide, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Harpreet Brar, Rahul Chahar, Kagiso Rabada, Arshdeep Singh","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Adam Zampa, Trent Boult, Navdeep Saini, Sandeep Sharma, Yuzvendra Chahal","PBKS Impact Subs: Nathan Ellis, Sikandar Raza, Rishi Dhawan, Mohit Rathee, Matthew Short.","RR Impact Subs: Dhruv Jurel, Donovan Ferreira, Akash Vasisht, Kuldeep Sen, Murugan Ashwin.",IPL,2023,"Himachal Pradesh Cricket Association Stadium,Dharamsala","May 19,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 4 wkts,Devdutt Padikkal,RR,field,PBKS,RR,Sam Curran, Zampa,1,0,Short,undefined,mid-wicket,pull shot,
16.5," Zampa to Shahrukh Khan, 1 run, jogs down to hammer through mid-wicket and gets an inside edge onto his pad. The ball rolls to cover. It was bowled quicker and shorter by Zampa ",1st Inns,66t,Punjab Kings,Rajasthan Royals,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Atharva Taide, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Harpreet Brar, Rahul Chahar, Kagiso Rabada, Arshdeep Singh","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Adam Zampa, Trent Boult, Navdeep Saini, Sandeep Sharma, Yuzvendra Chahal","PBKS Impact Subs: Nathan Ellis, Sikandar Raza, Rishi Dhawan, Mohit Rathee, Matthew Short.","RR Impact Subs: Dhruv Jurel, Donovan Ferreira, Akash Vasisht, Kuldeep Sen, Murugan Ashwin.",IPL,2023,"Himachal Pradesh Cricket Association Stadium,Dharamsala","May 19,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 4 wkts,Devdutt Padikkal,RR,field,PBKS,RR,Shahrukh Khan, Zampa,1,0,Short,undefined,mid-wicket,edge,
16.4," Zampa to Shahrukh Khan, FOUR, 90.6kph, Shahrukh Khan shapes up for a mighty heave and gets an inside edge that eludes the sticks and the keeper to run away to fine leg for four ",1st Inns,66t,Punjab Kings,Rajasthan Royals,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Atharva Taide, Liam Livingstone, Sam Curran, Jitesh Sharma(w), Shahrukh Khan, Harpreet Brar, Rahul Chahar, Kagiso Rabada, Arshdeep Singh","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Adam Zampa, Trent Boult, Navdeep Saini, Sandeep Sharma, Yuzvendra Chahal","PBKS Impact Subs: Nathan Ellis, Sikandar Raza, Rishi Dhawan, Mohit Rathee, Matthew Short.","RR Impact Subs: Dhruv Jurel, Donovan Ferreira, Akash Vasisht, Kuldeep Sen, Murugan Ashwin.",IPL,2023,"Himachal Pradesh Cricket Association Stadium,Dharamsala","May 19,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 4 wkts,Devdutt Padikkal,RR,field,PBKS,RR,Shahrukh Khan, Zampa,4,0,undefined,stump line,keeper,edge,90.6
