ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,Toss_winner,toss_chosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length
19.6," Yash Thakur to Miller, 1 run, good yorker length delivery on the stumps, Miller finds long-on and they are happy with one ",1st Inns,51s,Gujarat Titans,Lucknow Super Giants,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohit Sharma, Noor Ahmad, Mohammed Shami","Lucknow Super Giants (Playing XI): Quinton de Kock(w), Kyle Mayers, Deepak Hooda, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Swapnil Singh, Yash Thakur, Ravi Bishnoi, Mohsin Khan, Avesh Khan","GT Impact subs: Alzarri Joseph, Dasun Shanaka, KS Bharat, Shivam Mavi, Jayant Yadav.","LSG Impact subs: Ayush Badoni, Amit Mishra, Daniel Sams, Yudhvir Singh, Prerak Mankad.",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 07,2023",Lucknow Super Giants have won the toss and have opted to field,Gujarat Titans won by 56 runs,Shubman Gill,LSG,field,GT,LSG,Miller, Yash Thakur,1,0,Good
19.5," Yash Thakur to Miller, FOUR, slower short ball on the stumps, Miller waits and pulls wide of deep mid-wicket, the fielder dived but in vain ",1st Inns,51s,Gujarat Titans,Lucknow Super Giants,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohit Sharma, Noor Ahmad, Mohammed Shami","Lucknow Super Giants (Playing XI): Quinton de Kock(w), Kyle Mayers, Deepak Hooda, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Swapnil Singh, Yash Thakur, Ravi Bishnoi, Mohsin Khan, Avesh Khan","GT Impact subs: Alzarri Joseph, Dasun Shanaka, KS Bharat, Shivam Mavi, Jayant Yadav.","LSG Impact subs: Ayush Badoni, Amit Mishra, Daniel Sams, Yudhvir Singh, Prerak Mankad.",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 07,2023",Lucknow Super Giants have won the toss and have opted to field,Gujarat Titans won by 56 runs,Shubman Gill,LSG,field,GT,LSG,Miller, Yash Thakur,4,0,Short
19.4," Yash Thakur to Shubman Gill, 1 run, back of a length outside off, Shubman Gill pulls to long-on and it's just a single ",1st Inns,51s,Gujarat Titans,Lucknow Super Giants,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohit Sharma, Noor Ahmad, Mohammed Shami","Lucknow Super Giants (Playing XI): Quinton de Kock(w), Kyle Mayers, Deepak Hooda, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Swapnil Singh, Yash Thakur, Ravi Bishnoi, Mohsin Khan, Avesh Khan","GT Impact subs: Alzarri Joseph, Dasun Shanaka, KS Bharat, Shivam Mavi, Jayant Yadav.","LSG Impact subs: Ayush Badoni, Amit Mishra, Daniel Sams, Yudhvir Singh, Prerak Mankad.",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 07,2023",Lucknow Super Giants have won the toss and have opted to field,Gujarat Titans won by 56 runs,Shubman Gill,LSG,field,GT,LSG,Shubman Gill, Yash Thakur,1,0,Back of Length
19.3," Yash Thakur to Shubman Gill, no run, slower ball on a length outside off, Shubman Gill flat-bats and hits it back to Yash Thakur ",1st Inns,51s,Gujarat Titans,Lucknow Super Giants,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohit Sharma, Noor Ahmad, Mohammed Shami","Lucknow Super Giants (Playing XI): Quinton de Kock(w), Kyle Mayers, Deepak Hooda, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Swapnil Singh, Yash Thakur, Ravi Bishnoi, Mohsin Khan, Avesh Khan","GT Impact subs: Alzarri Joseph, Dasun Shanaka, KS Bharat, Shivam Mavi, Jayant Yadav.","LSG Impact subs: Ayush Badoni, Amit Mishra, Daniel Sams, Yudhvir Singh, Prerak Mankad.",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 07,2023",Lucknow Super Giants have won the toss and have opted to field,Gujarat Titans won by 56 runs,Shubman Gill,LSG,field,GT,LSG,Shubman Gill, Yash Thakur,0,0,Good
19.2," Yash Thakur to Shubman Gill, 2 runs, full and wide outside off, Shubman Gill drives wide of cover-point and comes back for the second ",1st Inns,51s,Gujarat Titans,Lucknow Super Giants,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohit Sharma, Noor Ahmad, Mohammed Shami","Lucknow Super Giants (Playing XI): Quinton de Kock(w), Kyle Mayers, Deepak Hooda, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Swapnil Singh, Yash Thakur, Ravi Bishnoi, Mohsin Khan, Avesh Khan","GT Impact subs: Alzarri Joseph, Dasun Shanaka, KS Bharat, Shivam Mavi, Jayant Yadav.","LSG Impact subs: Ayush Badoni, Amit Mishra, Daniel Sams, Yudhvir Singh, Prerak Mankad.",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 07,2023",Lucknow Super Giants have won the toss and have opted to field,Gujarat Titans won by 56 runs,Shubman Gill,LSG,field,GT,LSG,Shubman Gill, Yash Thakur,2,0,Full
19.1," Yash Thakur to Shubman Gill, SIX, half-volley outside off, slot-ball and Shubman Gill stays deep, lofts straight down the ground and clears the fence easily ",1st Inns,51s,Gujarat Titans,Lucknow Super Giants,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohit Sharma, Noor Ahmad, Mohammed Shami","Lucknow Super Giants (Playing XI): Quinton de Kock(w), Kyle Mayers, Deepak Hooda, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Swapnil Singh, Yash Thakur, Ravi Bishnoi, Mohsin Khan, Avesh Khan","GT Impact subs: Alzarri Joseph, Dasun Shanaka, KS Bharat, Shivam Mavi, Jayant Yadav.","LSG Impact subs: Ayush Badoni, Amit Mishra, Daniel Sams, Yudhvir Singh, Prerak Mankad.",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 07,2023",Lucknow Super Giants have won the toss and have opted to field,Gujarat Titans won by 56 runs,Shubman Gill,LSG,field,GT,LSG,Shubman Gill, Yash Thakur,6,0,Slot
18.6," Avesh Khan to Miller, no run, a good change-up, the slower ball outside off, across Miller who swings and misses ",1st Inns,51s,Gujarat Titans,Lucknow Super Giants,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohit Sharma, Noor Ahmad, Mohammed Shami","Lucknow Super Giants (Playing XI): Quinton de Kock(w), Kyle Mayers, Deepak Hooda, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Swapnil Singh, Yash Thakur, Ravi Bishnoi, Mohsin Khan, Avesh Khan","GT Impact subs: Alzarri Joseph, Dasun Shanaka, KS Bharat, Shivam Mavi, Jayant Yadav.","LSG Impact subs: Ayush Badoni, Amit Mishra, Daniel Sams, Yudhvir Singh, Prerak Mankad.",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 07,2023",Lucknow Super Giants have won the toss and have opted to field,Gujarat Titans won by 56 runs,Shubman Gill,LSG,field,GT,LSG,Miller, Avesh Khan,0,0,Good
18.5," Avesh Khan to Miller, 2 runs, full and wide outside off, Miller slices it over backward point, comes back for the second ",1st Inns,51s,Gujarat Titans,Lucknow Super Giants,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohit Sharma, Noor Ahmad, Mohammed Shami","Lucknow Super Giants (Playing XI): Quinton de Kock(w), Kyle Mayers, Deepak Hooda, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Swapnil Singh, Yash Thakur, Ravi Bishnoi, Mohsin Khan, Avesh Khan","GT Impact subs: Alzarri Joseph, Dasun Shanaka, KS Bharat, Shivam Mavi, Jayant Yadav.","LSG Impact subs: Ayush Badoni, Amit Mishra, Daniel Sams, Yudhvir Singh, Prerak Mankad.",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 07,2023",Lucknow Super Giants have won the toss and have opted to field,Gujarat Titans won by 56 runs,Shubman Gill,LSG,field,GT,LSG,Miller, Avesh Khan,2,0,Full
18.4," Avesh Khan to Miller, SIX, full and in the slot outside off, Miller uses his long levers and launches it over long-on, did not hold back and puts it away ",1st Inns,51s,Gujarat Titans,Lucknow Super Giants,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohit Sharma, Noor Ahmad, Mohammed Shami","Lucknow Super Giants (Playing XI): Quinton de Kock(w), Kyle Mayers, Deepak Hooda, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Swapnil Singh, Yash Thakur, Ravi Bishnoi, Mohsin Khan, Avesh Khan","GT Impact subs: Alzarri Joseph, Dasun Shanaka, KS Bharat, Shivam Mavi, Jayant Yadav.","LSG Impact subs: Ayush Badoni, Amit Mishra, Daniel Sams, Yudhvir Singh, Prerak Mankad.",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 07,2023",Lucknow Super Giants have won the toss and have opted to field,Gujarat Titans won by 56 runs,Shubman Gill,LSG,field,GT,LSG,Miller, Avesh Khan,6,0,Full
18.3," Avesh Khan to Shubman Gill, 1 run, slower ball off-cutter outside off, Shubman Gill pulls to deep mid-wicket ",1st Inns,51s,Gujarat Titans,Lucknow Super Giants,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohit Sharma, Noor Ahmad, Mohammed Shami","Lucknow Super Giants (Playing XI): Quinton de Kock(w), Kyle Mayers, Deepak Hooda, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Swapnil Singh, Yash Thakur, Ravi Bishnoi, Mohsin Khan, Avesh Khan","GT Impact subs: Alzarri Joseph, Dasun Shanaka, KS Bharat, Shivam Mavi, Jayant Yadav.","LSG Impact subs: Ayush Badoni, Amit Mishra, Daniel Sams, Yudhvir Singh, Prerak Mankad.",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 07,2023",Lucknow Super Giants have won the toss and have opted to field,Gujarat Titans won by 56 runs,Shubman Gill,LSG,field,GT,LSG,Shubman Gill, Avesh Khan,1,0,undefined
