ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,Toss_winner,toss_chosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name
19.6,"Pathirana to Padikkal, 3 runs, fullish outside the leg-stump and Padikkal lofts with one hand coming off, goes over backward square leg in the circle, Dube tracks back but can't prevent the third. Dhoni is livid and just stares him down. RR end on 202",1st Inns,37t,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana, Akash Singh","Rajasthan Royals Subs: Donavon Ferreira, Murugan Ashwin, Riyan Parag, KM Asif, Kuldip Yadav","Chennai Super Kings Subs: Ambati Rayudu, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Sawai Mansingh Stadium,Jaipur","Apr 27,2023",Rajasthan Royals have won the toss and have opted to bat,Rajasthan Royals won by 32 runs,Yashasvi Jaiswal,RR,bat,RR,CSK,Padikkal,Pathirana,3,0,Full,undefined,square leg,
19.5,"Pathirana to Padikkal, FOUR, Padikkal shuffles across outside the leg-stump and Pathirana follows with a slower length delivery, glanced and beats fine-leg on the dive to his left. Highest score on this ground in IPL history screams KP on air",1st Inns,37t,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana, Akash Singh","Rajasthan Royals Subs: Donavon Ferreira, Murugan Ashwin, Riyan Parag, KM Asif, Kuldip Yadav","Chennai Super Kings Subs: Ambati Rayudu, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Sawai Mansingh Stadium,Jaipur","Apr 27,2023",Rajasthan Royals have won the toss and have opted to bat,Rajasthan Royals won by 32 runs,Yashasvi Jaiswal,RR,bat,RR,CSK,Padikkal,Pathirana,4,0,Good,undefined,,glance
19.4," Pathirana to Ashwin, 1 run, a low full-toss on off, Ashwin drives and the thick outside-edge runs fine to third man ",1st Inns,37t,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana, Akash Singh","Rajasthan Royals Subs: Donavon Ferreira, Murugan Ashwin, Riyan Parag, KM Asif, Kuldip Yadav","Chennai Super Kings Subs: Ambati Rayudu, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Sawai Mansingh Stadium,Jaipur","Apr 27,2023",Rajasthan Royals have won the toss and have opted to bat,Rajasthan Royals won by 32 runs,Yashasvi Jaiswal,RR,bat,RR,CSK,Ashwin, Pathirana,1,0,Full toss,off side,third man,edge
19.4," Pathirana to Padikkal, wide, out Dhruv Jurel Run Out!! A low full-toss outside the leg-stump, Padikkal flicks and misses, Dhoni dives to his right and stops it, in one motion he gets up and flicks it back to hit direct, Dhruv Jurel is caught short. Terrific from Dhoni. Dhruv Jurel run out (Dhoni) 34(15) [4s-3 6s-2] ",1st Inns,37t,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana, Akash Singh","Rajasthan Royals Subs: Donavon Ferreira, Murugan Ashwin, Riyan Parag, KM Asif, Kuldip Yadav","Chennai Super Kings Subs: Ambati Rayudu, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Sawai Mansingh Stadium,Jaipur","Apr 27,2023",Rajasthan Royals have won the toss and have opted to bat,Rajasthan Royals won by 32 runs,Yashasvi Jaiswal,RR,bat,RR,CSK,Padikkal, Pathirana,wide,1,Full toss,wide,,wide
19.3," Pathirana to Dhruv Jurel, 1 run, fullish outside off, Dhruv Jurel surprisingly pushes it to sweeper cover ",1st Inns,37t,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana, Akash Singh","Rajasthan Royals Subs: Donavon Ferreira, Murugan Ashwin, Riyan Parag, KM Asif, Kuldip Yadav","Chennai Super Kings Subs: Ambati Rayudu, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Sawai Mansingh Stadium,Jaipur","Apr 27,2023",Rajasthan Royals have won the toss and have opted to bat,Rajasthan Royals won by 32 runs,Yashasvi Jaiswal,RR,bat,RR,CSK,Dhruv Jurel, Pathirana,1,0,Full,off side,sweeper,push shot
19.2," Pathirana to Dhruv Jurel, FOUR, thick outside-edge flies over short third man. Full just outside off, Dhruv Jurel swings across the line and the outside-edge helps, was the pace-off delivery too ",1st Inns,37t,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana, Akash Singh","Rajasthan Royals Subs: Donavon Ferreira, Murugan Ashwin, Riyan Parag, KM Asif, Kuldip Yadav","Chennai Super Kings Subs: Ambati Rayudu, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Sawai Mansingh Stadium,Jaipur","Apr 27,2023",Rajasthan Royals have won the toss and have opted to bat,Rajasthan Royals won by 32 runs,Yashasvi Jaiswal,RR,bat,RR,CSK,Dhruv Jurel, Pathirana,4,0,Short,off side,short third man,edge
19.1," Pathirana to Dhruv Jurel, SIX, poor delivery. A low full-toss sliding down leg, easy for Dhruv Jurel who helps it over fine-leg ",1st Inns,37t,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana, Akash Singh","Rajasthan Royals Subs: Donavon Ferreira, Murugan Ashwin, Riyan Parag, KM Asif, Kuldip Yadav","Chennai Super Kings Subs: Ambati Rayudu, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Sawai Mansingh Stadium,Jaipur","Apr 27,2023",Rajasthan Royals have won the toss and have opted to bat,Rajasthan Royals won by 32 runs,Yashasvi Jaiswal,RR,bat,RR,CSK,Dhruv Jurel, Pathirana,6,0,Full toss,undefined,,
18.6," Tushar Deshpande to Dhruv Jurel, 1 run, full and wide outside off, Dhruv Jurel drives to deep cover for one ",1st Inns,37t,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana, Akash Singh","Rajasthan Royals Subs: Donavon Ferreira, Murugan Ashwin, Riyan Parag, KM Asif, Kuldip Yadav","Chennai Super Kings Subs: Ambati Rayudu, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Sawai Mansingh Stadium,Jaipur","Apr 27,2023",Rajasthan Royals have won the toss and have opted to bat,Rajasthan Royals won by 32 runs,Yashasvi Jaiswal,RR,bat,RR,CSK,Dhruv Jurel, Tushar Deshpande,1,0,Full,wide,deep cover,drive
18.5," Tushar Deshpande to Dhruv Jurel, SIX, and all the way. The slower ball on a fuller length outside off, in the slot and Dhruv Jurel has smashed that way over long-on ",1st Inns,37t,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana, Akash Singh","Rajasthan Royals Subs: Donavon Ferreira, Murugan Ashwin, Riyan Parag, KM Asif, Kuldip Yadav","Chennai Super Kings Subs: Ambati Rayudu, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Sawai Mansingh Stadium,Jaipur","Apr 27,2023",Rajasthan Royals have won the toss and have opted to bat,Rajasthan Royals won by 32 runs,Yashasvi Jaiswal,RR,bat,RR,CSK,Dhruv Jurel, Tushar Deshpande,6,0,Full,off side,long-on,
18.4," Tushar Deshpande to Dhruv Jurel, FOUR, drilled straight down the ground. Tushar Deshpande misses the yorker, a half-volley outside off and pumped down the ground by Dhruv Jurel ",1st Inns,37t,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana, Akash Singh","Rajasthan Royals Subs: Donavon Ferreira, Murugan Ashwin, Riyan Parag, KM Asif, Kuldip Yadav","Chennai Super Kings Subs: Ambati Rayudu, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Sawai Mansingh Stadium,Jaipur","Apr 27,2023",Rajasthan Royals have won the toss and have opted to bat,Rajasthan Royals won by 32 runs,Yashasvi Jaiswal,RR,bat,RR,CSK,Dhruv Jurel, Tushar Deshpande,4,0,yorker,off side,straight,beaten
18.3," Tushar Deshpande to Padikkal, 1 run, slower ball fullish outside off, Padikkal drives and the thick inside-edge runs to fine-leg ",1st Inns,37t,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana, Akash Singh","Rajasthan Royals Subs: Donavon Ferreira, Murugan Ashwin, Riyan Parag, KM Asif, Kuldip Yadav","Chennai Super Kings Subs: Ambati Rayudu, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Sawai Mansingh Stadium,Jaipur","Apr 27,2023",Rajasthan Royals have won the toss and have opted to bat,Rajasthan Royals won by 32 runs,Yashasvi Jaiswal,RR,bat,RR,CSK,Padikkal, Tushar Deshpande,1,0,Full,off side,,edge
18.2," Tushar Deshpande to Padikkal, no run, fine delivery, the wide yorker outside off, just inside the line and Padikkal can't carve it away, reviews to lose it ",1st Inns,37t,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana, Akash Singh","Rajasthan Royals Subs: Donavon Ferreira, Murugan Ashwin, Riyan Parag, KM Asif, Kuldip Yadav","Chennai Super Kings Subs: Ambati Rayudu, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Sawai Mansingh Stadium,Jaipur","Apr 27,2023",Rajasthan Royals have won the toss and have opted to bat,Rajasthan Royals won by 32 runs,Yashasvi Jaiswal,RR,bat,RR,CSK,Padikkal, Tushar Deshpande,0,0,yorker,wide,,
18.1," Tushar Deshpande to Padikkal, FOUR, nice from Padikkal. He shuffles across way outside off and then scoops the ball from there over short fine-leg ",1st Inns,37t,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana, Akash Singh","Rajasthan Royals Subs: Donavon Ferreira, Murugan Ashwin, Riyan Parag, KM Asif, Kuldip Yadav","Chennai Super Kings Subs: Ambati Rayudu, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Sawai Mansingh Stadium,Jaipur","Apr 27,2023",Rajasthan Royals have won the toss and have opted to bat,Rajasthan Royals won by 32 runs,Yashasvi Jaiswal,RR,bat,RR,CSK,Padikkal, Tushar Deshpande,4,0,Short,off side,short fine,
17.6," Pathirana to Padikkal, 1 run, yorker length on the stumps, dug out to cover for one as Padikkal retains the strike with that run ",1st Inns,37t,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana, Akash Singh","Rajasthan Royals Subs: Donavon Ferreira, Murugan Ashwin, Riyan Parag, KM Asif, Kuldip Yadav","Chennai Super Kings Subs: Ambati Rayudu, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Sawai Mansingh Stadium,Jaipur","Apr 27,2023",Rajasthan Royals have won the toss and have opted to bat,Rajasthan Royals won by 32 runs,Yashasvi Jaiswal,RR,bat,RR,CSK,Padikkal, Pathirana,1,0,yorker,stump line,cover,
17.5," Pathirana to Padikkal, FOUR, more luck for Padikkal. Now a thick inside-edge as the yorker is heading to off-stump, the inside-edge beats fine-leg to his left. Pathirana can only smile wryly ",1st Inns,37t,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana, Akash Singh","Rajasthan Royals Subs: Donavon Ferreira, Murugan Ashwin, Riyan Parag, KM Asif, Kuldip Yadav","Chennai Super Kings Subs: Ambati Rayudu, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Sawai Mansingh Stadium,Jaipur","Apr 27,2023",Rajasthan Royals have won the toss and have opted to bat,Rajasthan Royals won by 32 runs,Yashasvi Jaiswal,RR,bat,RR,CSK,Padikkal, Pathirana,4,0,yorker,off side,,edge
17.4," Pathirana to Padikkal, FOUR, 149.9kph, searing full delivery on the stumps, Padikkal gets lucky as he drives and the thick outside-edge runs away fine to the third man fence ",1st Inns,37t,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana, Akash Singh","Rajasthan Royals Subs: Donavon Ferreira, Murugan Ashwin, Riyan Parag, KM Asif, Kuldip Yadav","Chennai Super Kings Subs: Ambati Rayudu, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Sawai Mansingh Stadium,Jaipur","Apr 27,2023",Rajasthan Royals have won the toss and have opted to bat,Rajasthan Royals won by 32 runs,Yashasvi Jaiswal,RR,bat,RR,CSK,Padikkal, Pathirana,4,0,Full,stump line,third man,edge
17.3," Pathirana to Dhruv Jurel, 1 run, full and wide outside off, Dhruv Jurel reaches for it and carves over backward point for one ",1st Inns,37t,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana, Akash Singh","Rajasthan Royals Subs: Donavon Ferreira, Murugan Ashwin, Riyan Parag, KM Asif, Kuldip Yadav","Chennai Super Kings Subs: Ambati Rayudu, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Sawai Mansingh Stadium,Jaipur","Apr 27,2023",Rajasthan Royals have won the toss and have opted to bat,Rajasthan Royals won by 32 runs,Yashasvi Jaiswal,RR,bat,RR,CSK,Dhruv Jurel, Pathirana,1,0,Full,wide,backward point,
17.2," Pathirana to Dhruv Jurel, 2 runs, 146.9kph, the attempted yorker on the stumps is a low full-toss, punched past Pathirana, mid-off dives to his right to half-stop ",1st Inns,37t,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana, Akash Singh","Rajasthan Royals Subs: Donavon Ferreira, Murugan Ashwin, Riyan Parag, KM Asif, Kuldip Yadav","Chennai Super Kings Subs: Ambati Rayudu, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Sawai Mansingh Stadium,Jaipur","Apr 27,2023",Rajasthan Royals have won the toss and have opted to bat,Rajasthan Royals won by 32 runs,Yashasvi Jaiswal,RR,bat,RR,CSK,Dhruv Jurel, Pathirana,2,0,yorker,stump line,mid-off,
17.1," Pathirana to Padikkal, 1 run, 145.7kph, full on the stumps, pushed to mid-off for one ",1st Inns,37t,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana, Akash Singh","Rajasthan Royals Subs: Donavon Ferreira, Murugan Ashwin, Riyan Parag, KM Asif, Kuldip Yadav","Chennai Super Kings Subs: Ambati Rayudu, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Sawai Mansingh Stadium,Jaipur","Apr 27,2023",Rajasthan Royals have won the toss and have opted to bat,Rajasthan Royals won by 32 runs,Yashasvi Jaiswal,RR,bat,RR,CSK,Padikkal, Pathirana,1,0,Full,stump line,mid-off,push shot
16.6," Theekshana to Padikkal, 1 run, the flicker on a good length outside the leg-stump, Padikkal flicks and gets a thin inside-edge onto the pad, rolls to short fine-leg ",1st Inns,37t,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana, Akash Singh","Rajasthan Royals Subs: Donavon Ferreira, Murugan Ashwin, Riyan Parag, KM Asif, Kuldip Yadav","Chennai Super Kings Subs: Ambati Rayudu, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Sawai Mansingh Stadium,Jaipur","Apr 27,2023",Rajasthan Royals have won the toss and have opted to bat,Rajasthan Royals won by 32 runs,Yashasvi Jaiswal,RR,bat,RR,CSK,Padikkal, Theekshana,1,0,Good,undefined,short fine,edge
16.5," Theekshana to Dhruv Jurel, 1 run, the flicker is full outside off, eased to long-off off the front foot ",1st Inns,37t,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana, Akash Singh","Rajasthan Royals Subs: Donavon Ferreira, Murugan Ashwin, Riyan Parag, KM Asif, Kuldip Yadav","Chennai Super Kings Subs: Ambati Rayudu, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Sawai Mansingh Stadium,Jaipur","Apr 27,2023",Rajasthan Royals have won the toss and have opted to bat,Rajasthan Royals won by 32 runs,Yashasvi Jaiswal,RR,bat,RR,CSK,Dhruv Jurel, Theekshana,1,0,Full,off side,long-off,flick shot
16.4," Theekshana to Padikkal, leg byes, 1 run, back to the flicker, pitches outside the leg-stump and raps Padikkal on the pad, they take a legbye ",1st Inns,37t,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana, Akash Singh","Rajasthan Royals Subs: Donavon Ferreira, Murugan Ashwin, Riyan Parag, KM Asif, Kuldip Yadav","Chennai Super Kings Subs: Ambati Rayudu, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Sawai Mansingh Stadium,Jaipur","Apr 27,2023",Rajasthan Royals have won the toss and have opted to bat,Rajasthan Royals won by 32 runs,Yashasvi Jaiswal,RR,bat,RR,CSK,Padikkal, Theekshana,byes,1,undefined,stump line,,flick shot
