ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,Toss_winner,toss_chosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line
18.2," Mishra to Abdul Samad, 1 run, tossed up, Samad inside halves his slog tamely towards square leg ",1st Inns,10t,Lucknow Super Giants,Sunrisers Hyderabad,"Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Nicholas Pooran(w), Romario Shepherd, Krunal Pandya, Amit Mishra, Yash Thakur, Jaydev Unadkat, Ravi Bishnoi","Sunrisers Hyderabad (Playing XI): Mayank Agarwal, Anmolpreet Singh(w), Rahul Tripathi, Aiden Markram(c), Harry Brook, Washington Sundar, Abdul Samad, Bhuvneshwar Kumar, T Natarajan, Umran Malik, Adil Rashid","Lucknow Super Giants Subs: Ayush Badoni, Swapnil Singh, Daniel Sams, Prerak Mankad, Avesh Khan","Sunrisers Hyderabad Subs: Heinrich Klaasen, Fazalhaq Farooqi, Mayank Markande, Mayank Dagar, Marco Jansen",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","Apr 07,2023",Sunrisers Hyderabad have won the toss and have opted to bat,Lucknow Super Giants won by 5 wkts,Krunal Pandya,SRH,bat,SRH,LSG,Abdul Samad, Mishra,1,0,Full toss,undefined
18.1," Mishra to Washington Sundar, 1 run, tossed up and slightly wider, driven towards long-on ",1st Inns,10t,Lucknow Super Giants,Sunrisers Hyderabad,"Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Nicholas Pooran(w), Romario Shepherd, Krunal Pandya, Amit Mishra, Yash Thakur, Jaydev Unadkat, Ravi Bishnoi","Sunrisers Hyderabad (Playing XI): Mayank Agarwal, Anmolpreet Singh(w), Rahul Tripathi, Aiden Markram(c), Harry Brook, Washington Sundar, Abdul Samad, Bhuvneshwar Kumar, T Natarajan, Umran Malik, Adil Rashid","Lucknow Super Giants Subs: Ayush Badoni, Swapnil Singh, Daniel Sams, Prerak Mankad, Avesh Khan","Sunrisers Hyderabad Subs: Heinrich Klaasen, Fazalhaq Farooqi, Mayank Markande, Mayank Dagar, Marco Jansen",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","Apr 07,2023",Sunrisers Hyderabad have won the toss and have opted to bat,Lucknow Super Giants won by 5 wkts,Krunal Pandya,SRH,bat,SRH,LSG,Washington Sundar, Mishra,1,0,Full toss,wide
17.6," Yash Thakur to Abdul Samad, 2 runs, good length and doesn't rise as much, Samad went for a heave and inside edged it towards fine leg. Mayers cuts it off and the batters take a couple ",1st Inns,10t,Lucknow Super Giants,Sunrisers Hyderabad,"Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Nicholas Pooran(w), Romario Shepherd, Krunal Pandya, Amit Mishra, Yash Thakur, Jaydev Unadkat, Ravi Bishnoi","Sunrisers Hyderabad (Playing XI): Mayank Agarwal, Anmolpreet Singh(w), Rahul Tripathi, Aiden Markram(c), Harry Brook, Washington Sundar, Abdul Samad, Bhuvneshwar Kumar, T Natarajan, Umran Malik, Adil Rashid","Lucknow Super Giants Subs: Ayush Badoni, Swapnil Singh, Daniel Sams, Prerak Mankad, Avesh Khan","Sunrisers Hyderabad Subs: Heinrich Klaasen, Fazalhaq Farooqi, Mayank Markande, Mayank Dagar, Marco Jansen",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","Apr 07,2023",Sunrisers Hyderabad have won the toss and have opted to bat,Lucknow Super Giants won by 5 wkts,Krunal Pandya,SRH,bat,SRH,LSG,Abdul Samad, Yash Thakur,2,0,Good,undefined
17.5," Yash Thakur to Washington Sundar, 1 run, another slower delivery. Sundar thought of the slog but decides to gently push it towards wide long-on for a single ",1st Inns,10t,Lucknow Super Giants,Sunrisers Hyderabad,"Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Nicholas Pooran(w), Romario Shepherd, Krunal Pandya, Amit Mishra, Yash Thakur, Jaydev Unadkat, Ravi Bishnoi","Sunrisers Hyderabad (Playing XI): Mayank Agarwal, Anmolpreet Singh(w), Rahul Tripathi, Aiden Markram(c), Harry Brook, Washington Sundar, Abdul Samad, Bhuvneshwar Kumar, T Natarajan, Umran Malik, Adil Rashid","Lucknow Super Giants Subs: Ayush Badoni, Swapnil Singh, Daniel Sams, Prerak Mankad, Avesh Khan","Sunrisers Hyderabad Subs: Heinrich Klaasen, Fazalhaq Farooqi, Mayank Markande, Mayank Dagar, Marco Jansen",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","Apr 07,2023",Sunrisers Hyderabad have won the toss and have opted to bat,Lucknow Super Giants won by 5 wkts,Krunal Pandya,SRH,bat,SRH,LSG,Washington Sundar, Yash Thakur,1,0,undefined,wide
17.4," Yash Thakur to Abdul Samad, 1 run, good length cutter outside off, pushed towards the sweeper ",1st Inns,10t,Lucknow Super Giants,Sunrisers Hyderabad,"Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Nicholas Pooran(w), Romario Shepherd, Krunal Pandya, Amit Mishra, Yash Thakur, Jaydev Unadkat, Ravi Bishnoi","Sunrisers Hyderabad (Playing XI): Mayank Agarwal, Anmolpreet Singh(w), Rahul Tripathi, Aiden Markram(c), Harry Brook, Washington Sundar, Abdul Samad, Bhuvneshwar Kumar, T Natarajan, Umran Malik, Adil Rashid","Lucknow Super Giants Subs: Ayush Badoni, Swapnil Singh, Daniel Sams, Prerak Mankad, Avesh Khan","Sunrisers Hyderabad Subs: Heinrich Klaasen, Fazalhaq Farooqi, Mayank Markande, Mayank Dagar, Marco Jansen",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","Apr 07,2023",Sunrisers Hyderabad have won the toss and have opted to bat,Lucknow Super Giants won by 5 wkts,Krunal Pandya,SRH,bat,SRH,LSG,Abdul Samad, Yash Thakur,1,0,Good,off side
17.3," Yash Thakur to Abdul Samad, FOUR, banged in short at regulation pace, Abdul Samad plays a first ball pull between deep square leg and deep mid-wicket. Starts with a boundary!! ",1st Inns,10t,Lucknow Super Giants,Sunrisers Hyderabad,"Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Nicholas Pooran(w), Romario Shepherd, Krunal Pandya, Amit Mishra, Yash Thakur, Jaydev Unadkat, Ravi Bishnoi","Sunrisers Hyderabad (Playing XI): Mayank Agarwal, Anmolpreet Singh(w), Rahul Tripathi, Aiden Markram(c), Harry Brook, Washington Sundar, Abdul Samad, Bhuvneshwar Kumar, T Natarajan, Umran Malik, Adil Rashid","Lucknow Super Giants Subs: Ayush Badoni, Swapnil Singh, Daniel Sams, Prerak Mankad, Avesh Khan","Sunrisers Hyderabad Subs: Heinrich Klaasen, Fazalhaq Farooqi, Mayank Markande, Mayank Dagar, Marco Jansen",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","Apr 07,2023",Sunrisers Hyderabad have won the toss and have opted to bat,Lucknow Super Giants won by 5 wkts,Krunal Pandya,SRH,bat,SRH,LSG,Abdul Samad, Yash Thakur,4,0,Short,undefined
17.2," Yash Thakur to Tripathi, out Caught by Mishra!! Banged in short but no pace on this surface and comes gently outside off. Tripathi tries to ramp it over short third but the lace of pace means he gets a very meak connection. Amit Mishra is the fielder in the circle who quickly shuffles to his left and takes a diving catch. Who said T20 was a young man's game? Tripathi c Mishra b Yash Thakur 35(41) [4s-4] ",1st Inns,10t,Lucknow Super Giants,Sunrisers Hyderabad,"Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Nicholas Pooran(w), Romario Shepherd, Krunal Pandya, Amit Mishra, Yash Thakur, Jaydev Unadkat, Ravi Bishnoi","Sunrisers Hyderabad (Playing XI): Mayank Agarwal, Anmolpreet Singh(w), Rahul Tripathi, Aiden Markram(c), Harry Brook, Washington Sundar, Abdul Samad, Bhuvneshwar Kumar, T Natarajan, Umran Malik, Adil Rashid","Lucknow Super Giants Subs: Ayush Badoni, Swapnil Singh, Daniel Sams, Prerak Mankad, Avesh Khan","Sunrisers Hyderabad Subs: Heinrich Klaasen, Fazalhaq Farooqi, Mayank Markande, Mayank Dagar, Marco Jansen",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","Apr 07,2023",Sunrisers Hyderabad have won the toss and have opted to bat,Lucknow Super Giants won by 5 wkts,Krunal Pandya,SRH,bat,SRH,LSG,Tripathi, Yash Thakur,out,out,Short,off side
17.1," Yash Thakur to Tripathi, 2 runs, gentle length ball, keeps low. Pulled to the left of deep square leg for a couple of runs ",1st Inns,10t,Lucknow Super Giants,Sunrisers Hyderabad,"Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Nicholas Pooran(w), Romario Shepherd, Krunal Pandya, Amit Mishra, Yash Thakur, Jaydev Unadkat, Ravi Bishnoi","Sunrisers Hyderabad (Playing XI): Mayank Agarwal, Anmolpreet Singh(w), Rahul Tripathi, Aiden Markram(c), Harry Brook, Washington Sundar, Abdul Samad, Bhuvneshwar Kumar, T Natarajan, Umran Malik, Adil Rashid","Lucknow Super Giants Subs: Ayush Badoni, Swapnil Singh, Daniel Sams, Prerak Mankad, Avesh Khan","Sunrisers Hyderabad Subs: Heinrich Klaasen, Fazalhaq Farooqi, Mayank Markande, Mayank Dagar, Marco Jansen",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","Apr 07,2023",Sunrisers Hyderabad have won the toss and have opted to bat,Lucknow Super Giants won by 5 wkts,Krunal Pandya,SRH,bat,SRH,LSG,Tripathi, Yash Thakur,2,0,Good,undefined
16.6," Mishra to Tripathi, byes, 1 run, tossed up outside off again, Tripathi goes for a big slog towards the leg side and misses. Keeper Pooran has a fumble and the batters steal the bye ",1st Inns,10t,Lucknow Super Giants,Sunrisers Hyderabad,"Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Nicholas Pooran(w), Romario Shepherd, Krunal Pandya, Amit Mishra, Yash Thakur, Jaydev Unadkat, Ravi Bishnoi","Sunrisers Hyderabad (Playing XI): Mayank Agarwal, Anmolpreet Singh(w), Rahul Tripathi, Aiden Markram(c), Harry Brook, Washington Sundar, Abdul Samad, Bhuvneshwar Kumar, T Natarajan, Umran Malik, Adil Rashid","Lucknow Super Giants Subs: Ayush Badoni, Swapnil Singh, Daniel Sams, Prerak Mankad, Avesh Khan","Sunrisers Hyderabad Subs: Heinrich Klaasen, Fazalhaq Farooqi, Mayank Markande, Mayank Dagar, Marco Jansen",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","Apr 07,2023",Sunrisers Hyderabad have won the toss and have opted to bat,Lucknow Super Giants won by 5 wkts,Krunal Pandya,SRH,bat,SRH,LSG,Tripathi, Mishra,byes,1,Full toss,off side
16.5," Mishra to Tripathi, FOUR, you need innovation like this to score on this track!! Tripathi anticipates the wide tossed up delivery and plays a reverse sweep over the infield, over backward point for a boundary!! ",1st Inns,10t,Lucknow Super Giants,Sunrisers Hyderabad,"Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Nicholas Pooran(w), Romario Shepherd, Krunal Pandya, Amit Mishra, Yash Thakur, Jaydev Unadkat, Ravi Bishnoi","Sunrisers Hyderabad (Playing XI): Mayank Agarwal, Anmolpreet Singh(w), Rahul Tripathi, Aiden Markram(c), Harry Brook, Washington Sundar, Abdul Samad, Bhuvneshwar Kumar, T Natarajan, Umran Malik, Adil Rashid","Lucknow Super Giants Subs: Ayush Badoni, Swapnil Singh, Daniel Sams, Prerak Mankad, Avesh Khan","Sunrisers Hyderabad Subs: Heinrich Klaasen, Fazalhaq Farooqi, Mayank Markande, Mayank Dagar, Marco Jansen",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","Apr 07,2023",Sunrisers Hyderabad have won the toss and have opted to bat,Lucknow Super Giants won by 5 wkts,Krunal Pandya,SRH,bat,SRH,LSG,Tripathi, Mishra,4,0,Full toss,wide
16.4," Mishra to Washington Sundar, 1 run, googly onto middle, tucked towards deep square leg. Tripathi wanted a second run but Sundar sent him back ",1st Inns,10t,Lucknow Super Giants,Sunrisers Hyderabad,"Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Nicholas Pooran(w), Romario Shepherd, Krunal Pandya, Amit Mishra, Yash Thakur, Jaydev Unadkat, Ravi Bishnoi","Sunrisers Hyderabad (Playing XI): Mayank Agarwal, Anmolpreet Singh(w), Rahul Tripathi, Aiden Markram(c), Harry Brook, Washington Sundar, Abdul Samad, Bhuvneshwar Kumar, T Natarajan, Umran Malik, Adil Rashid","Lucknow Super Giants Subs: Ayush Badoni, Swapnil Singh, Daniel Sams, Prerak Mankad, Avesh Khan","Sunrisers Hyderabad Subs: Heinrich Klaasen, Fazalhaq Farooqi, Mayank Markande, Mayank Dagar, Marco Jansen",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","Apr 07,2023",Sunrisers Hyderabad have won the toss and have opted to bat,Lucknow Super Giants won by 5 wkts,Krunal Pandya,SRH,bat,SRH,LSG,Washington Sundar, Mishra,1,0,undefined,undefined
