ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,Toss_winner,toss_chosen,batting_team,bowling_team,Batsman,Bowler
18.3," Kuldeep Yadav to Russell, no run, short delivery, Russell mishits on the bounce to long-on, no run taken and looks like he's cracked his bat. Calls for a new willow ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Russell, Kuldeep Yadav
18.2," Kuldeep Yadav to Chakaravarthy, 1 run, full delivery, Varun drives to long-on and crowd cheers as Russell will be back on strike ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Chakaravarthy, Kuldeep Yadav
18.1," Kuldeep Yadav to Chakaravarthy, no run, googly outside off stump, Varun leans forward and defends ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Chakaravarthy, Kuldeep Yadav
17.6," Nortje to Russell, no run, smart short delivery to make Russell duck and deny him strike next over with a single ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Russell, Nortje
17.5," Nortje to Russell, no run, gun leg-side yorker, Russell digs it out onto his pad and lucky for him that it missed the poles ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Russell, Nortje
17.4," Nortje to Russell, no run, how did he dig it out that far? Yorker targetting the left boot, Russell brings the bat down hard, scoops and it lands in front of deep mid-wicket ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Russell, Nortje
17.4," Nortje to Russell, wide, fired down leg ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Russell, Nortje
17.3," Nortje to Russell, no run, low full toss, mistimed to deep mid-wicket, this time he rightly denies the single and keeps strike ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Russell, Nortje
17.2," Nortje to Russell, FOUR, wild swing, big outside edge and it flies over short third man. Full delivery outside off stump, Russell goes hard, was a slot ball and he manages to get four ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Russell, Nortje
17.1," Nortje to Russell, no run, oh dear, Russell has smashed this straight onto Nortje's shin/ankle. Yikes! That is bone, that will be painful. Nortje is in pain. Salt runs to him and calls the physio. Hope this is not too serious and forces him out for a few days. DC need Nortje. Some strapping done and he is good to carry on! Thankfully! ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Russell, Nortje
16.6," Mukesh Kumar to Chakaravarthy, no run, short of length again, inside edge onto thigh pad ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Chakaravarthy, Mukesh Kumar
16.6," Mukesh Kumar to Chakaravarthy, wide, goes short of length to Varun but fires down leg. That run gives the 100 on the board for KKR ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Chakaravarthy, Mukesh Kumar
16.5," Mukesh Kumar to Russell, 1 run, that is the fifth leg stump yorker from Mukesh Kumar nailed this over. Wow. Russell gently digs it out to long-on ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Russell, Mukesh Kumar
16.4," Mukesh Kumar to Russell, no run, he's hit a low full toss straight to short fine leg. Can you believe it! But what control from Mukesh Kumar. Why did they even drop him! ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Russell, Mukesh Kumar
16.3," Mukesh Kumar to Russell, no run, yet another leg-side toe-crusher, Russell digs it out and can do nothing more ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Russell, Mukesh Kumar
16.3," Mukesh Kumar to Russell, wide, goes for the leg side yorker again, but fires down leg ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Russell, Mukesh Kumar
16.2," Mukesh Kumar to Russell, no run, very good yorker and cramped for room too, Russell swings and misses. Hits the pad ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Russell, Mukesh Kumar
16.1," Mukesh Kumar to Russell, no run, yorker, inside edge onto pad for Russell ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Russell, Mukesh Kumar
15.6," Nortje to Chakaravarthy, no run, oh why short Nortje? Could have gone for the poles, Varun backs away and manages to put bat on ball ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Chakaravarthy, Nortje
15.6," Nortje to Chakaravarthy, wide, short and down leg, wide but Varun will not like that. He would want this over to end with no further damage ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Chakaravarthy, Nortje
15.5," Nortje to Chakaravarthy, no run, oh wanted to clean up this over with a fast yorker, Varun manages to dig it out ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Chakaravarthy, Nortje
