ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,Toss_winner,toss_chosen,batting_team,bowling_team,Batsman,Bowler
11.1," Ishant to Narine, no run, short of a length outside off, Narine steers it to backward point ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Narine, Ishant
11.1," Ishant to Roy, 2 wides, slower one by Ishant down the leg-side, and the keeper fails to stop it, couple of wides ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Roy, Ishant
10.6," Axar to Narine, FOUR, deft touch! Rocks back in the crease and guides this flatter delivery past the fielder at short third man. The KKR batters are getting off the mark with boundaries, but are not able to kick on ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Narine, Axar
10.5," Axar to Narine, no run, slower through the air on middle and leg, Narine nudges it to short fine leg ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Narine, Axar
10.4," Axar to Narine, no run, short ball outside off, punched to cover by Narine ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Narine, Axar
10.3," Axar to Narine, no run, quicker delivery on middle and leg, nudged o mid-wicket ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Narine, Axar
10.2," Axar to Rinku Singh, out Caught by Lalit Yadav!! Five down! Tossed up delivery on middle and leg, Rinku Singh sweeps it uppishly and holes out to Lalit Yadav at deep square leg. KKR keep sinking further as they have lost half their side. Not the easiest of pitches to bat on, and the Delhi bowlers are making sure to take wickets at regular intervals. Rinku Singh c Lalit Yadav b Axar 6(8) [4s-1] ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Rinku Singh, Axar
10.1," Axar to Rinku Singh, no run, flatter and quicker on off, Rinku Singh knocks this back to Axar ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Rinku Singh, Axar
9.6," Kuldeep Yadav to Rinku Singh, 1 run, a lot slower through the air, Rinku Singh works this through mid-wicket with soft hands ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Rinku Singh, Kuldeep Yadav
9.5," Kuldeep Yadav to Roy, 1 run, Kuldeep Yadav goes full and Roy sweeps this hard to deep backward square leg ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Roy, Kuldeep Yadav
9.4," Kuldeep Yadav to Rinku Singh, 1 run, shorter delivery outside off, Rinku Singh rocks back and cuts this through cover-point for a single ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Rinku Singh, Kuldeep Yadav
9.3," Kuldeep Yadav to Roy, 1 run, walks down the wicket and works this floated delivery through mid-wicket for a single ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Roy, Kuldeep Yadav
9.2," Kuldeep Yadav to Roy, SIX, smoked over the bowler! Roy dances down the wicket and launches it right over Kuldeep Yadav's head for half-a-dozen. 91 metre maximum by the England opener ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Roy, Kuldeep Yadav
9.1," Kuldeep Yadav to Roy, no run, floated on middle and leg, Roy reverse sweeps this to backward point ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Roy, Kuldeep Yadav
8.6," Axar to Rinku Singh, no run, quicker one outside off, was pitched up, Rinku Singh steers it to short third man ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Rinku Singh, Axar
8.5," Axar to Rinku Singh, no run, touch shorter around middle and leg, Rinku Singh clips it towards mid-wicket with a closed bat face ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Rinku Singh, Axar
8.4," Axar to Rinku Singh, FOUR, flatter one around off, Rinku Singh goes down on his knee and reverse sweeps this through square third man to get off the mark with a rollicking boundary ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Rinku Singh, Axar
8.3," Axar to Rinku Singh, no run, on a length around off, Rinku Singh plays it off the front foot, pushes it back to the bowler ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Rinku Singh, Axar
8.2," Axar to Mandeep, out Bowled!! Mandeep's poor run continues. Got a chance to feature in the playing XI, but he has failed to chip in with a significant contribution once again. Shuffles across in the crease to play the scoop, but misses it altogether. Was fired in quick by Axar and the stumps have been rattled. KKR - 50/4. Looks like they'll need an Impact sub (batter) if wickets continue to tumble in the same manner. Mandeep b Axar 12(11) [6s-1] ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Mandeep, Axar
8.1," Axar to Roy, 1 run, fraction short on middle and leg, Roy swipes it into the on-side ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Roy, Axar
7.6," Mitchell Marsh to Roy, 1 run, dropped by Marsh! That could have been the fourth wicket down. Was a shorter delivery and Roy tried to swipe it across the line. Gets outfoxed due to the lack of pace as the ball grips into the wicket. A top edge is induced towards mid-wicket where Marsh sprints across, gets his hands to it, but can't latch on to it ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Roy, Mitchell Marsh
7.5," Mitchell Marsh to Mandeep, 1 run, short of a length outside off, Mandeep slices this through cover-point for one ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Mandeep, Mitchell Marsh
7.4," Mitchell Marsh to Mandeep, no run, on a length around off, Mandeep steers it towards point with soft hands. Wanted a single, but was sent back ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Mandeep, Mitchell Marsh
7.3," Mitchell Marsh to Mandeep, SIX, much needed for KKR! Loosener on leg, Mandeep flicks this over fine leg for half-a-dozen. Cleared the fielder near the boundary with ease ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Mandeep, Mitchell Marsh
7.2," Mitchell Marsh to Roy, 1 run, slower delivery around off, Roy tries to drag it through the on-side, gets an inside edge towards mid-wicket ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Roy, Mitchell Marsh
7.2," Mitchell Marsh to Roy, wide, down the leg-side, Roy fails to make contact on his glance ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Roy, Mitchell Marsh
7.1," Mitchell Marsh to Roy, no run, touch fuller around off, Roy drives it back at Marsh ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Roy, Mitchell Marsh
6.6," Axar to Mandeep, 2 runs, full and straight on middle and leg, Mandeep clips it towards square leg. Mandeep calls for two, but a better and accurate throw at the bowler's end could have put Roy in trouble. He was way outside the crease, as the throw was a wayward one ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Mandeep, Axar
6.5," Axar to Roy, 1 run, takes a forward stride and drives this along the turf to long-off ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Roy, Axar
6.4," Axar to Roy, no run, flatter one around off, Roy goes for a reverse sweep, gets hit on the pads. Appeal for an lbw, but the impact was outside off ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Roy, Axar
6.3," Axar to Mandeep, 1 run, sharp grip, turn and bounce, Mandeep watchfully nudges this towards the leg-side ",1st Inns,28t,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, Anrich Nortje, Ishant Sharma, Mukesh Kumar","Kolkata Knight Riders (Playing XI): Jason Roy, Litton Das(w), Venkatesh Iyer, Nitish Rana(c), Mandeep Singh, Andre Russell, Rinku Singh, Sunil Narine, Kulwant Khejroliya, Umesh Yadav, Varun Chakaravarthy",,,IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 20,2023",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Ishant Sharma,DC,field,KKR,DC,Mandeep, Axar
