ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,Toss_winner,toss_chosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name
19.6," Harshal Patel to Tilak Varma, SIX, Tilak Varma ends on a high. The slower ball full on the stumps, Tilak Varma gets forward and helicopters the flick, just clears long-on and that is a fine end to MI's innings ",1st Inns,5th,Royal Challengers Bangalore,Mumbai Indians,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Michael Bracewell, Shahbaz Ahmed, Dinesh Karthik(w), Karn Sharma, Harshal Patel, Akash Deep, Reece Topley, Mohammed Siraj","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Suryakumar Yadav, Cameron Green, Tilak Varma, Tim David, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jofra Archer, Arshad Khan","Royal Challengers Bangalore subs: Anuj Rawat, Suyash Prabhudessai, Mahipal Lomror, Sonu Yadav, David Willey.","Mumbai Indians Subs: Jason Behrendorff, Vishnu Vinod, Shams Mulani, Sandeep Warrier, Ramandeep Singh.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 02,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Faf du Plessis,RCB,field,MI,RCB,Tilak Varma, Harshal Patel,6,0,Full,stump line,long-on,flick shot
19.5," Harshal Patel to Arshad Khan, 1 run, another low full-toss on the stumps, Arshad Khan only find deep mid-wicket with a flick. Was another ball begging to be hit ",1st Inns,5th,Royal Challengers Bangalore,Mumbai Indians,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Michael Bracewell, Shahbaz Ahmed, Dinesh Karthik(w), Karn Sharma, Harshal Patel, Akash Deep, Reece Topley, Mohammed Siraj","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Suryakumar Yadav, Cameron Green, Tilak Varma, Tim David, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jofra Archer, Arshad Khan","Royal Challengers Bangalore subs: Anuj Rawat, Suyash Prabhudessai, Mahipal Lomror, Sonu Yadav, David Willey.","Mumbai Indians Subs: Jason Behrendorff, Vishnu Vinod, Shams Mulani, Sandeep Warrier, Ramandeep Singh.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 02,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Faf du Plessis,RCB,field,MI,RCB,Arshad Khan, Harshal Patel,1,0,Full toss,stump line,mid-wicket,flick shot
19.5," Harshal Patel to Tilak Varma, no ball, 1 run, over the waist no-ball as the full-toss slips out, Tilak Varma is surprised and can only find cover. RCB have reviewed this - but will lose it, as it is over the waist and clearly over ",1st Inns,5th,Royal Challengers Bangalore,Mumbai Indians,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Michael Bracewell, Shahbaz Ahmed, Dinesh Karthik(w), Karn Sharma, Harshal Patel, Akash Deep, Reece Topley, Mohammed Siraj","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Suryakumar Yadav, Cameron Green, Tilak Varma, Tim David, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jofra Archer, Arshad Khan","Royal Challengers Bangalore subs: Anuj Rawat, Suyash Prabhudessai, Mahipal Lomror, Sonu Yadav, David Willey.","Mumbai Indians Subs: Jason Behrendorff, Vishnu Vinod, Shams Mulani, Sandeep Warrier, Ramandeep Singh.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 02,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Faf du Plessis,RCB,field,MI,RCB,Tilak Varma, Harshal Patel,no ball,1,Full toss,undefined,cover,
19.4," Harshal Patel to Tilak Varma, FOUR, slower short ball at Tilak Varma who does well to control the pull, places it through square leg and beats Bracewell to his right from deep backward square leg ",1st Inns,5th,Royal Challengers Bangalore,Mumbai Indians,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Michael Bracewell, Shahbaz Ahmed, Dinesh Karthik(w), Karn Sharma, Harshal Patel, Akash Deep, Reece Topley, Mohammed Siraj","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Suryakumar Yadav, Cameron Green, Tilak Varma, Tim David, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jofra Archer, Arshad Khan","Royal Challengers Bangalore subs: Anuj Rawat, Suyash Prabhudessai, Mahipal Lomror, Sonu Yadav, David Willey.","Mumbai Indians Subs: Jason Behrendorff, Vishnu Vinod, Shams Mulani, Sandeep Warrier, Ramandeep Singh.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 02,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Faf du Plessis,RCB,field,MI,RCB,Tilak Varma, Harshal Patel,4,0,Short,undefined,square leg,pull shot
19.3," Harshal Patel to Arshad Khan, 1 run, a low full-toss outside off, Arshad Khan drags it to long-on and gives Tilak Varma the strike ",1st Inns,5th,Royal Challengers Bangalore,Mumbai Indians,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Michael Bracewell, Shahbaz Ahmed, Dinesh Karthik(w), Karn Sharma, Harshal Patel, Akash Deep, Reece Topley, Mohammed Siraj","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Suryakumar Yadav, Cameron Green, Tilak Varma, Tim David, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jofra Archer, Arshad Khan","Royal Challengers Bangalore subs: Anuj Rawat, Suyash Prabhudessai, Mahipal Lomror, Sonu Yadav, David Willey.","Mumbai Indians Subs: Jason Behrendorff, Vishnu Vinod, Shams Mulani, Sandeep Warrier, Ramandeep Singh.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 02,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Faf du Plessis,RCB,field,MI,RCB,Arshad Khan, Harshal Patel,1,0,Full toss,off side,long-on,
19.2," Harshal Patel to Arshad Khan, SIX, Arshad Khan can strike them. He stands back and hammers the back of a length delivery just outside off flat over deep mid-wicket. A powerful biff that one. Even Faf is left with his mouth open ""ooohing"" in admiration ",1st Inns,5th,Royal Challengers Bangalore,Mumbai Indians,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Michael Bracewell, Shahbaz Ahmed, Dinesh Karthik(w), Karn Sharma, Harshal Patel, Akash Deep, Reece Topley, Mohammed Siraj","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Suryakumar Yadav, Cameron Green, Tilak Varma, Tim David, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jofra Archer, Arshad Khan","Royal Challengers Bangalore subs: Anuj Rawat, Suyash Prabhudessai, Mahipal Lomror, Sonu Yadav, David Willey.","Mumbai Indians Subs: Jason Behrendorff, Vishnu Vinod, Shams Mulani, Sandeep Warrier, Ramandeep Singh.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 02,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Faf du Plessis,RCB,field,MI,RCB,Arshad Khan, Harshal Patel,6,0,Back of Length,off side,mid-wicket,
19.1," Harshal Patel to Arshad Khan, 2 runs, full on the pads, flicked away wide of deep mid-wicket and they take two. 150 comes up ",1st Inns,5th,Royal Challengers Bangalore,Mumbai Indians,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Michael Bracewell, Shahbaz Ahmed, Dinesh Karthik(w), Karn Sharma, Harshal Patel, Akash Deep, Reece Topley, Mohammed Siraj","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Suryakumar Yadav, Cameron Green, Tilak Varma, Tim David, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jofra Archer, Arshad Khan","Royal Challengers Bangalore subs: Anuj Rawat, Suyash Prabhudessai, Mahipal Lomror, Sonu Yadav, David Willey.","Mumbai Indians Subs: Jason Behrendorff, Vishnu Vinod, Shams Mulani, Sandeep Warrier, Ramandeep Singh.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 02,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Faf du Plessis,RCB,field,MI,RCB,Arshad Khan, Harshal Patel,2,0,Full,stump line,mid-wicket,flick shot
18.6," Siraj to Tilak Varma, no run, finally gets one right. Full and inside the tramline on the off-side, Tilak Varma reaches for it and can't lay bat on ball on the drive ",1st Inns,5th,Royal Challengers Bangalore,Mumbai Indians,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Michael Bracewell, Shahbaz Ahmed, Dinesh Karthik(w), Karn Sharma, Harshal Patel, Akash Deep, Reece Topley, Mohammed Siraj","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Suryakumar Yadav, Cameron Green, Tilak Varma, Tim David, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jofra Archer, Arshad Khan","Royal Challengers Bangalore subs: Anuj Rawat, Suyash Prabhudessai, Mahipal Lomror, Sonu Yadav, David Willey.","Mumbai Indians Subs: Jason Behrendorff, Vishnu Vinod, Shams Mulani, Sandeep Warrier, Ramandeep Singh.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 02,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Faf du Plessis,RCB,field,MI,RCB,Tilak Varma, Siraj,0,0,Full,undefined,off-side,drive
18.5," Siraj to Tilak Varma, FOUR, Tilak Varma is turning it on. Deep square leg was in, this is a length delivery on the stumps, dragged wide of that man and into the gap, was more of a thick inside-edge ",1st Inns,5th,Royal Challengers Bangalore,Mumbai Indians,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Michael Bracewell, Shahbaz Ahmed, Dinesh Karthik(w), Karn Sharma, Harshal Patel, Akash Deep, Reece Topley, Mohammed Siraj","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Suryakumar Yadav, Cameron Green, Tilak Varma, Tim David, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jofra Archer, Arshad Khan","Royal Challengers Bangalore subs: Anuj Rawat, Suyash Prabhudessai, Mahipal Lomror, Sonu Yadav, David Willey.","Mumbai Indians Subs: Jason Behrendorff, Vishnu Vinod, Shams Mulani, Sandeep Warrier, Ramandeep Singh.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 02,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Faf du Plessis,RCB,field,MI,RCB,Tilak Varma, Siraj,4,0,Good,stump line,Deep square,edge
18.5," Siraj to Tilak Varma, wide, back to wides. The wide outside off line misses its radar again ",1st Inns,5th,Royal Challengers Bangalore,Mumbai Indians,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Michael Bracewell, Shahbaz Ahmed, Dinesh Karthik(w), Karn Sharma, Harshal Patel, Akash Deep, Reece Topley, Mohammed Siraj","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Suryakumar Yadav, Cameron Green, Tilak Varma, Tim David, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jofra Archer, Arshad Khan","Royal Challengers Bangalore subs: Anuj Rawat, Suyash Prabhudessai, Mahipal Lomror, Sonu Yadav, David Willey.","Mumbai Indians Subs: Jason Behrendorff, Vishnu Vinod, Shams Mulani, Sandeep Warrier, Ramandeep Singh.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 02,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Faf du Plessis,RCB,field,MI,RCB,Tilak Varma, Siraj,wide,1,undefined,wide,,wide
18.4," Siraj to Tilak Varma, FOUR, nice. Mid-off was up and Tilak Varma comes down the track, gets outside the leg-stump and lofts the length delivery with a straight bat wide of mid-off ",1st Inns,5th,Royal Challengers Bangalore,Mumbai Indians,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Michael Bracewell, Shahbaz Ahmed, Dinesh Karthik(w), Karn Sharma, Harshal Patel, Akash Deep, Reece Topley, Mohammed Siraj","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Suryakumar Yadav, Cameron Green, Tilak Varma, Tim David, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jofra Archer, Arshad Khan","Royal Challengers Bangalore subs: Anuj Rawat, Suyash Prabhudessai, Mahipal Lomror, Sonu Yadav, David Willey.","Mumbai Indians Subs: Jason Behrendorff, Vishnu Vinod, Shams Mulani, Sandeep Warrier, Ramandeep Singh.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 02,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Faf du Plessis,RCB,field,MI,RCB,Tilak Varma, Siraj,4,0,Good,wide,Mid-off,
18.3," Siraj to Tilak Varma, 2 runs, fullish just outside off, Tilak Varma heaves wide of Kohli at long-on and comes back for the second ",1st Inns,5th,Royal Challengers Bangalore,Mumbai Indians,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Michael Bracewell, Shahbaz Ahmed, Dinesh Karthik(w), Karn Sharma, Harshal Patel, Akash Deep, Reece Topley, Mohammed Siraj","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Suryakumar Yadav, Cameron Green, Tilak Varma, Tim David, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jofra Archer, Arshad Khan","Royal Challengers Bangalore subs: Anuj Rawat, Suyash Prabhudessai, Mahipal Lomror, Sonu Yadav, David Willey.","Mumbai Indians Subs: Jason Behrendorff, Vishnu Vinod, Shams Mulani, Sandeep Warrier, Ramandeep Singh.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 02,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Faf du Plessis,RCB,field,MI,RCB,Tilak Varma, Siraj,2,0,Full,off side,long-on,
18.3," Siraj to Tilak Varma, wide, way outside off and that's four in a row ",1st Inns,5th,Royal Challengers Bangalore,Mumbai Indians,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Michael Bracewell, Shahbaz Ahmed, Dinesh Karthik(w), Karn Sharma, Harshal Patel, Akash Deep, Reece Topley, Mohammed Siraj","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Suryakumar Yadav, Cameron Green, Tilak Varma, Tim David, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jofra Archer, Arshad Khan","Royal Challengers Bangalore subs: Anuj Rawat, Suyash Prabhudessai, Mahipal Lomror, Sonu Yadav, David Willey.","Mumbai Indians Subs: Jason Behrendorff, Vishnu Vinod, Shams Mulani, Sandeep Warrier, Ramandeep Singh.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 02,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Faf du Plessis,RCB,field,MI,RCB,Tilak Varma, Siraj,wide,1,undefined,wide,,wide
18.3," Siraj to Tilak Varma, wide, hat-trick of wides. Dug in short outside off, too short and Tilak Varma misses the slash ",1st Inns,5th,Royal Challengers Bangalore,Mumbai Indians,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Michael Bracewell, Shahbaz Ahmed, Dinesh Karthik(w), Karn Sharma, Harshal Patel, Akash Deep, Reece Topley, Mohammed Siraj","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Suryakumar Yadav, Cameron Green, Tilak Varma, Tim David, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jofra Archer, Arshad Khan","Royal Challengers Bangalore subs: Anuj Rawat, Suyash Prabhudessai, Mahipal Lomror, Sonu Yadav, David Willey.","Mumbai Indians Subs: Jason Behrendorff, Vishnu Vinod, Shams Mulani, Sandeep Warrier, Ramandeep Singh.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 02,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Faf du Plessis,RCB,field,MI,RCB,Tilak Varma, Siraj,wide,1,Short,wide,,wide
18.3," Siraj to Tilak Varma, wide, another wide. Siraj gets this wide line outside off way wrong ",1st Inns,5th,Royal Challengers Bangalore,Mumbai Indians,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Michael Bracewell, Shahbaz Ahmed, Dinesh Karthik(w), Karn Sharma, Harshal Patel, Akash Deep, Reece Topley, Mohammed Siraj","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Suryakumar Yadav, Cameron Green, Tilak Varma, Tim David, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jofra Archer, Arshad Khan","Royal Challengers Bangalore subs: Anuj Rawat, Suyash Prabhudessai, Mahipal Lomror, Sonu Yadav, David Willey.","Mumbai Indians Subs: Jason Behrendorff, Vishnu Vinod, Shams Mulani, Sandeep Warrier, Ramandeep Singh.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 02,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Faf du Plessis,RCB,field,MI,RCB,Tilak Varma, Siraj,wide,1,undefined,wide,,wide
18.3," Siraj to Tilak Varma, wide, short and wide outside off, Tilak Varma reaches for it to slash and misses, wide called. Was wide too ",1st Inns,5th,Royal Challengers Bangalore,Mumbai Indians,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Michael Bracewell, Shahbaz Ahmed, Dinesh Karthik(w), Karn Sharma, Harshal Patel, Akash Deep, Reece Topley, Mohammed Siraj","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Suryakumar Yadav, Cameron Green, Tilak Varma, Tim David, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jofra Archer, Arshad Khan","Royal Challengers Bangalore subs: Anuj Rawat, Suyash Prabhudessai, Mahipal Lomror, Sonu Yadav, David Willey.","Mumbai Indians Subs: Jason Behrendorff, Vishnu Vinod, Shams Mulani, Sandeep Warrier, Ramandeep Singh.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 02,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Faf du Plessis,RCB,field,MI,RCB,Tilak Varma, Siraj,wide,1,Short,wide,,wide
18.2," Siraj to Arshad Khan, 1 run, full outside off, Arshad Khan drives to deep point and turns the strike over ",1st Inns,5th,Royal Challengers Bangalore,Mumbai Indians,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Michael Bracewell, Shahbaz Ahmed, Dinesh Karthik(w), Karn Sharma, Harshal Patel, Akash Deep, Reece Topley, Mohammed Siraj","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Suryakumar Yadav, Cameron Green, Tilak Varma, Tim David, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jofra Archer, Arshad Khan","Royal Challengers Bangalore subs: Anuj Rawat, Suyash Prabhudessai, Mahipal Lomror, Sonu Yadav, David Willey.","Mumbai Indians Subs: Jason Behrendorff, Vishnu Vinod, Shams Mulani, Sandeep Warrier, Ramandeep Singh.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 02,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Faf du Plessis,RCB,field,MI,RCB,Arshad Khan, Siraj,1,0,Full,off side,deep point,drive
