ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match
10.3," Marco Jansen to Sai Sudharsan, no ball, SIX, that's an innovative shot from Sai Sudharsan! He shuffles across his stumps and the length allows him to get under it. He scoops it and clears the fine leg fence. Marco Jansen has overstepped, Free Hit coming up... ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
10.2," Marco Jansen to Shubman Gill, 1 run, Shubman Gill makes room and Marco Jansen follows him. Punched to mid-off for a brisk single ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
10.1," Marco Jansen to Shubman Gill, no run, Shubman Gill makes room and tries to manufacture a shot through the off-side. But, he is cramped for room and punches it to covers ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
9.6," Markande to Sai Sudharsan, FOUR, the 100-run stand comes up between these two! That was a close shave. Shorter in length, Sai Sudharsan goes for a cut but doesn't have control on his stroke. It just evades the leaping fielder to his left. That was too close for comfort ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
9.5," Markande to Shubman Gill, 1 run, on a length on leg, tucked around the corner for a run ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
9.4," Markande to Sai Sudharsan, 1 run, slower through the air, Sai Sudharsan kneels down and mistimes his sweep shot but it falls well short of deep square leg ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
9.3," Markande to Sai Sudharsan, no run, quicker in pace and on a length outside off, Sai Sudharsan cuts it with the spin but Markram at covers dives like a goalkeeper to his right to stop it, good effort ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
9.2," Markande to Shubman Gill, 1 run, loopy full ball around the boots, knocked down to long-on to rotate strike ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
9.1," Markande to Sai Sudharsan, 1 run, the googly from Markande on a length, Sai Sudharsan goes back and tucks it against the spin to square leg ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
8.6," Fazalhaq Farooqi to Sai Sudharsan, 1 run, on a length outside off, turned to deep mid-wicket to keep strike. A decent over from Fazalhaq Farooqi in the context of the game ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
8.5," Fazalhaq Farooqi to Shubman Gill, 1 run, back of a length ball, Shubman Gill fetches it from outside off and plays a controlled pull to deep mid-wicket ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
8.4," Fazalhaq Farooqi to Shubman Gill, 2 runs, an off-pace ball, shaping in, Shubman Gill tucks it through mid-wicket and some good running between the wickets allows the batters to come back for the second ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
8.3," Fazalhaq Farooqi to Sai Sudharsan, 1 run, skiddy good length ball outside off, Sai Sudharsan punches it towards deep point. The fielder is quick to get to the ball to his right and denies the second run ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
8.2," Fazalhaq Farooqi to Shubman Gill, 1 run, back of a length ball outside off, Shubman Gill punches it to sweeper cover ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
8.1," Fazalhaq Farooqi to Shubman Gill, no run, Fazalhaq Farooqi bowls a shortish ball from round the wicket, Shubman Gill sways away from the line to evade it ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
7.6," Markande to Shubman Gill, 1 run, loopy full ball on off, knocked down to long-on ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
7.5," Markande to Shubman Gill, no run, full ball on off, eased to extra cover ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
7.4," Markande to Sai Sudharsan, 1 run, tossed up ball on middle, Sai Sudharsan goes back and turns it to deep mid-wicket ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
7.3," Markande to Shubman Gill, 1 run, full ball outside off, driven to sweeper cover ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
7.2," Markande to Shubman Gill, FOUR, the runs keep flowing! Shorter in length and on leg stump, Shubman Gill pulls it through square leg, another boundary results ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
7.1,"Markande to Shubman Gill, FOUR, Fifty for Shubman Gill, this is his 5th one this season! On a length on off, Shubman Gill cuts it expertly past backward point to find the fence. He raises his bat and gets a huge round of applause from the crowd, has been sublime so far",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
6.6," Markram to Shubman Gill, 1 run, full ball drifting towards the boots, clipped to deep mid-wicket to keep strike ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
6.5," Markram to Shubman Gill, FOUR, another half-tracker and Shubman Gill is not missing out on those! He rocks back and swipes it through square leg. Bisects the two fielders in the deep to perfection ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
6.4," Markram to Shubman Gill, FOUR, poor ball and punished! A dragdown on middle and leg, Shubman Gill pulls it through backward square leg, can't afford to bowl these ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
