ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,Toss_winner,toss_chosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line
19.6,"Akash Madhwal to Stoinis, SIX, Stoinis finishes on a high. And has Tim David done some damage to himself as he went for the catch at long-off. He is lying flat on his back surrounded by a few MI mates. David seems to have landed awkwardly on his back and jammed his head on to the turf. Coming back to the ball: It was full on the stumps, Stoinis makes room and lofts, one hand comes off and David on the leap over his head, stretching gets a right hand to it, but it goes over. Full marks to the effort but it is LSG and Stoinis who end big",1st Inns,63r,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), Deepak Hooda, Prerak Mankad, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Swapnil Singh, Mohsin Khan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Nehal Wadhera, Tim David, Hrithik Shokeen, Chris Jordan, Piyush Chawla, Jason Behrendorff, Akash Madhwal","LSG impact subs: Kyle Mayers, Yash Thakur, Krishnappa Gowtham, Daniel Sams, Yudhvir Singh Charak","MI impact subs: Ramandeep Singh , Vishnu Vinod, Tristan Stubbs, Kumar Kartikeya, Raghav Goyal",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 16,2023",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 5 runs,Marcus Stoinis,MI,field,LSG,MI,Stoinis,Akash Madhwal,6,0,Full,stump line
19.5," Akash Madhwal to Pooran, 1 run, full and wide outside off, Pooran slices the loft and Jordan at sweeper cover diving forward can't hang on. Will go down as a drop You would have expected Jordan to gobble that most days but tonight is not the night ",1st Inns,63r,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), Deepak Hooda, Prerak Mankad, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Swapnil Singh, Mohsin Khan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Nehal Wadhera, Tim David, Hrithik Shokeen, Chris Jordan, Piyush Chawla, Jason Behrendorff, Akash Madhwal","LSG impact subs: Kyle Mayers, Yash Thakur, Krishnappa Gowtham, Daniel Sams, Yudhvir Singh Charak","MI impact subs: Ramandeep Singh , Vishnu Vinod, Tristan Stubbs, Kumar Kartikeya, Raghav Goyal",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 16,2023",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 5 runs,Marcus Stoinis,MI,field,LSG,MI,Pooran, Akash Madhwal,1,0,Full,wide
19.5," Akash Madhwal to Pooran, wide, another wide. Another yorker length delivery misses the spot, outside the leg-stump and a wide. Rohit shakes his head ",1st Inns,63r,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), Deepak Hooda, Prerak Mankad, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Swapnil Singh, Mohsin Khan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Nehal Wadhera, Tim David, Hrithik Shokeen, Chris Jordan, Piyush Chawla, Jason Behrendorff, Akash Madhwal","LSG impact subs: Kyle Mayers, Yash Thakur, Krishnappa Gowtham, Daniel Sams, Yudhvir Singh Charak","MI impact subs: Ramandeep Singh , Vishnu Vinod, Tristan Stubbs, Kumar Kartikeya, Raghav Goyal",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 16,2023",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 5 runs,Marcus Stoinis,MI,field,LSG,MI,Pooran, Akash Madhwal,wide,1,yorker,wide
19.4," Akash Madhwal to Pooran, FOUR, handy boundary this. Full and Akash Madhwal misses the yorker length, on leg-stump, Pooran swings it to the deep backward square leg fence, beating the fielder ",1st Inns,63r,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), Deepak Hooda, Prerak Mankad, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Swapnil Singh, Mohsin Khan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Nehal Wadhera, Tim David, Hrithik Shokeen, Chris Jordan, Piyush Chawla, Jason Behrendorff, Akash Madhwal","LSG impact subs: Kyle Mayers, Yash Thakur, Krishnappa Gowtham, Daniel Sams, Yudhvir Singh Charak","MI impact subs: Ramandeep Singh , Vishnu Vinod, Tristan Stubbs, Kumar Kartikeya, Raghav Goyal",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 16,2023",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 5 runs,Marcus Stoinis,MI,field,LSG,MI,Pooran, Akash Madhwal,4,0,Full,leg side
19.3," Akash Madhwal to Stoinis, 1 run, a low full-toss on the stumps, Stoinis makes room outside the leg-stump and mistimes the loft to long-off ",1st Inns,63r,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), Deepak Hooda, Prerak Mankad, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Swapnil Singh, Mohsin Khan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Nehal Wadhera, Tim David, Hrithik Shokeen, Chris Jordan, Piyush Chawla, Jason Behrendorff, Akash Madhwal","LSG impact subs: Kyle Mayers, Yash Thakur, Krishnappa Gowtham, Daniel Sams, Yudhvir Singh Charak","MI impact subs: Ramandeep Singh , Vishnu Vinod, Tristan Stubbs, Kumar Kartikeya, Raghav Goyal",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 16,2023",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 5 runs,Marcus Stoinis,MI,field,LSG,MI,Stoinis, Akash Madhwal,1,0,Full toss,stump line
19.2," Akash Madhwal to Pooran, leg byes, 1 run, full and down leg-stump, Pooran flicks and misses, flicks the pad and Ishan Kishan dives to his right to catch but they take a legbye ",1st Inns,63r,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), Deepak Hooda, Prerak Mankad, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Swapnil Singh, Mohsin Khan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Nehal Wadhera, Tim David, Hrithik Shokeen, Chris Jordan, Piyush Chawla, Jason Behrendorff, Akash Madhwal","LSG impact subs: Kyle Mayers, Yash Thakur, Krishnappa Gowtham, Daniel Sams, Yudhvir Singh Charak","MI impact subs: Ramandeep Singh , Vishnu Vinod, Tristan Stubbs, Kumar Kartikeya, Raghav Goyal",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 16,2023",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 5 runs,Marcus Stoinis,MI,field,LSG,MI,Pooran, Akash Madhwal,byes,1,Full,undefined
19.2," Akash Madhwal to Pooran, wide, full and down leg, Pooran shuffles across outside off but misses the flick, called a wide ",1st Inns,63r,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), Deepak Hooda, Prerak Mankad, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Swapnil Singh, Mohsin Khan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Nehal Wadhera, Tim David, Hrithik Shokeen, Chris Jordan, Piyush Chawla, Jason Behrendorff, Akash Madhwal","LSG impact subs: Kyle Mayers, Yash Thakur, Krishnappa Gowtham, Daniel Sams, Yudhvir Singh Charak","MI impact subs: Ramandeep Singh , Vishnu Vinod, Tristan Stubbs, Kumar Kartikeya, Raghav Goyal",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 16,2023",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 5 runs,Marcus Stoinis,MI,field,LSG,MI,Pooran, Akash Madhwal,wide,1,Full,wide
19.1," Akash Madhwal to Pooran, no run, a low full-toss outside off, Pooran drives and misses ",1st Inns,63r,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), Deepak Hooda, Prerak Mankad, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Swapnil Singh, Mohsin Khan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Nehal Wadhera, Tim David, Hrithik Shokeen, Chris Jordan, Piyush Chawla, Jason Behrendorff, Akash Madhwal","LSG impact subs: Kyle Mayers, Yash Thakur, Krishnappa Gowtham, Daniel Sams, Yudhvir Singh Charak","MI impact subs: Ramandeep Singh , Vishnu Vinod, Tristan Stubbs, Kumar Kartikeya, Raghav Goyal",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 16,2023",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 5 runs,Marcus Stoinis,MI,field,LSG,MI,Pooran, Akash Madhwal,0,0,Full toss,off side
18.6,"Behrendorff to Stoinis, no run, Behrendorff finishes well. Wide slower ball outside off, Stoinis swings and misses. Stoinis reviews for a wide but this is well inside the line",1st Inns,63r,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), Deepak Hooda, Prerak Mankad, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Swapnil Singh, Mohsin Khan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Nehal Wadhera, Tim David, Hrithik Shokeen, Chris Jordan, Piyush Chawla, Jason Behrendorff, Akash Madhwal","LSG impact subs: Kyle Mayers, Yash Thakur, Krishnappa Gowtham, Daniel Sams, Yudhvir Singh Charak","MI impact subs: Ramandeep Singh , Vishnu Vinod, Tristan Stubbs, Kumar Kartikeya, Raghav Goyal",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 16,2023",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 5 runs,Marcus Stoinis,MI,field,LSG,MI,Stoinis,Behrendorff,0,0,undefined,wide
18.5," Behrendorff to Stoinis, SIX, this is sensational stuff. A short ball on the stumps, dug in, Stoinis picks the length and pulls over deep square leg, over the short boundary. Rohit wears a worried look ",1st Inns,63r,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), Deepak Hooda, Prerak Mankad, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Swapnil Singh, Mohsin Khan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Nehal Wadhera, Tim David, Hrithik Shokeen, Chris Jordan, Piyush Chawla, Jason Behrendorff, Akash Madhwal","LSG impact subs: Kyle Mayers, Yash Thakur, Krishnappa Gowtham, Daniel Sams, Yudhvir Singh Charak","MI impact subs: Ramandeep Singh , Vishnu Vinod, Tristan Stubbs, Kumar Kartikeya, Raghav Goyal",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 16,2023",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 5 runs,Marcus Stoinis,MI,field,LSG,MI,Stoinis, Behrendorff,6,0,Short,stump line
18.4," Behrendorff to Stoinis, SIX, one-handed six over long-off. Behrendorff misses the slower ball and floats a low full-toss outside off, Stoinis is deceived but goes through with the loft, one hand comes off but the ball sails over long-off ",1st Inns,63r,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), Deepak Hooda, Prerak Mankad, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Swapnil Singh, Mohsin Khan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Nehal Wadhera, Tim David, Hrithik Shokeen, Chris Jordan, Piyush Chawla, Jason Behrendorff, Akash Madhwal","LSG impact subs: Kyle Mayers, Yash Thakur, Krishnappa Gowtham, Daniel Sams, Yudhvir Singh Charak","MI impact subs: Ramandeep Singh , Vishnu Vinod, Tristan Stubbs, Kumar Kartikeya, Raghav Goyal",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 16,2023",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 5 runs,Marcus Stoinis,MI,field,LSG,MI,Stoinis, Behrendorff,6,0,Full toss,off side
18.3," Behrendorff to Pooran, leg byes, 1 run, another slower ball but drifts down leg, Pooran flicks and misses, takes a legbye, not even an appeal for LBW ",1st Inns,63r,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), Deepak Hooda, Prerak Mankad, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Swapnil Singh, Mohsin Khan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Nehal Wadhera, Tim David, Hrithik Shokeen, Chris Jordan, Piyush Chawla, Jason Behrendorff, Akash Madhwal","LSG impact subs: Kyle Mayers, Yash Thakur, Krishnappa Gowtham, Daniel Sams, Yudhvir Singh Charak","MI impact subs: Ramandeep Singh , Vishnu Vinod, Tristan Stubbs, Kumar Kartikeya, Raghav Goyal",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 16,2023",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 5 runs,Marcus Stoinis,MI,field,LSG,MI,Pooran, Behrendorff,byes,1,undefined,undefined
18.2," Behrendorff to Stoinis, 1 run, slower ball on a fuller length outside off from round the wicket, Stoinis drags the drive to long-on ",1st Inns,63r,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), Deepak Hooda, Prerak Mankad, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Swapnil Singh, Mohsin Khan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Nehal Wadhera, Tim David, Hrithik Shokeen, Chris Jordan, Piyush Chawla, Jason Behrendorff, Akash Madhwal","LSG impact subs: Kyle Mayers, Yash Thakur, Krishnappa Gowtham, Daniel Sams, Yudhvir Singh Charak","MI impact subs: Ramandeep Singh , Vishnu Vinod, Tristan Stubbs, Kumar Kartikeya, Raghav Goyal",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 16,2023",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 5 runs,Marcus Stoinis,MI,field,LSG,MI,Stoinis, Behrendorff,1,0,Full,off side
18.1," Behrendorff to Pooran, 1 run, slower ball cutter on the stumps, flicked to deep mid-wicket ",1st Inns,63r,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), Deepak Hooda, Prerak Mankad, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Swapnil Singh, Mohsin Khan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Nehal Wadhera, Tim David, Hrithik Shokeen, Chris Jordan, Piyush Chawla, Jason Behrendorff, Akash Madhwal","LSG impact subs: Kyle Mayers, Yash Thakur, Krishnappa Gowtham, Daniel Sams, Yudhvir Singh Charak","MI impact subs: Ramandeep Singh , Vishnu Vinod, Tristan Stubbs, Kumar Kartikeya, Raghav Goyal",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 16,2023",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 5 runs,Marcus Stoinis,MI,field,LSG,MI,Pooran, Behrendorff,1,0,undefined,stump line
17.6," Jordan to Stoinis, FOUR, 24 off the over. This is a poor delivery, short fine-leg was inside and this is a slower ball off-cutter angling into the hips, whipped wide of the fielder and Jordan can only shake his head. Could well be the over that decides the contest ",1st Inns,63r,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), Deepak Hooda, Prerak Mankad, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Swapnil Singh, Mohsin Khan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Nehal Wadhera, Tim David, Hrithik Shokeen, Chris Jordan, Piyush Chawla, Jason Behrendorff, Akash Madhwal","LSG impact subs: Kyle Mayers, Yash Thakur, Krishnappa Gowtham, Daniel Sams, Yudhvir Singh Charak","MI impact subs: Ramandeep Singh , Vishnu Vinod, Tristan Stubbs, Kumar Kartikeya, Raghav Goyal",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 16,2023",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 5 runs,Marcus Stoinis,MI,field,LSG,MI,Stoinis, Jordan,4,0,Short,stump line
17.5," Jordan to Stoinis, SIX, Jordan can only smile wryly as Stoinis pumps him over long-on. A low full-toss on the stumps, easy for Stoinis who just holds his pose and times the loft ",1st Inns,63r,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), Deepak Hooda, Prerak Mankad, Krunal Pandya(c), Marcus Stoinis, Nicholas Pooran, Ayush Badoni, Naveen-ul-Haq, Ravi Bishnoi, Swapnil Singh, Mohsin Khan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Nehal Wadhera, Tim David, Hrithik Shokeen, Chris Jordan, Piyush Chawla, Jason Behrendorff, Akash Madhwal","LSG impact subs: Kyle Mayers, Yash Thakur, Krishnappa Gowtham, Daniel Sams, Yudhvir Singh Charak","MI impact subs: Ramandeep Singh , Vishnu Vinod, Tristan Stubbs, Kumar Kartikeya, Raghav Goyal",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 16,2023",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 5 runs,Marcus Stoinis,MI,field,LSG,MI,Stoinis, Jordan,6,0,Full toss,stump line
