ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,Toss_winner,toss_chosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,ball_speed,out_type
19.6," Nortje to Shahbaz Ahmed, 2 runs, full on middle and leg, Shahbaz inside halves his heave towards deep square leg. A fumble first there and there not a clean pick-up by Porel allows RCB to end their innings with two runs. ",1st Inns,20t,Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Wayne Parnell, Mohammed Siraj, Vijaykumar Vyshak","Delhi Capitals (Playing XI): David Warner(c), Mitchell Marsh, Yash Dhull, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Royal Challengers Bangalore Subs: Suyash Prabhudessai, David Willey, Akash Deep, Karn Sharma, Anuj Rawat","Delhi Capitals Subs: Prithvi Shaw, Mukesh Kumar, Praveen Dubey, Sarfaraz Khan, Chetan Sakariya",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2023",Delhi Capitals have won the toss and have opted to field,Royal Challengers Bangalore won by 23 runs,Virat Kohli,DC,field,RCB,DC,Shahbaz Ahmed, Nortje,2,0,Full,stump line,deep square,,,
19.6," Nortje to Shahbaz Ahmed, wide, full and chasing Shahbaz as he backed away. Goes too wide on leg side ",1st Inns,20t,Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Wayne Parnell, Mohammed Siraj, Vijaykumar Vyshak","Delhi Capitals (Playing XI): David Warner(c), Mitchell Marsh, Yash Dhull, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Royal Challengers Bangalore Subs: Suyash Prabhudessai, David Willey, Akash Deep, Karn Sharma, Anuj Rawat","Delhi Capitals Subs: Prithvi Shaw, Mukesh Kumar, Praveen Dubey, Sarfaraz Khan, Chetan Sakariya",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2023",Delhi Capitals have won the toss and have opted to field,Royal Challengers Bangalore won by 23 runs,Virat Kohli,DC,field,RCB,DC,Shahbaz Ahmed, Nortje,wide,1,Full,wide,,wide,,
19.5," Nortje to Anuj Rawat, 1 run, low full toss on the pads, turned towards fine leg. Anuj Rawat literally walks to the non-striker's end, doesn't run ",1st Inns,20t,Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Wayne Parnell, Mohammed Siraj, Vijaykumar Vyshak","Delhi Capitals (Playing XI): David Warner(c), Mitchell Marsh, Yash Dhull, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Royal Challengers Bangalore Subs: Suyash Prabhudessai, David Willey, Akash Deep, Karn Sharma, Anuj Rawat","Delhi Capitals Subs: Prithvi Shaw, Mukesh Kumar, Praveen Dubey, Sarfaraz Khan, Chetan Sakariya",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2023",Delhi Capitals have won the toss and have opted to field,Royal Challengers Bangalore won by 23 runs,Virat Kohli,DC,field,RCB,DC,Anuj Rawat, Nortje,1,0,Full,stump line,fine leg,,,
19.4," Nortje to Shahbaz Ahmed, byes, 1 run, superb execution of the yorker again, goes between Shahbaz's legs and the keeper with a slight fumble to allow the RCB players to sneak across ",1st Inns,20t,Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Wayne Parnell, Mohammed Siraj, Vijaykumar Vyshak","Delhi Capitals (Playing XI): David Warner(c), Mitchell Marsh, Yash Dhull, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Royal Challengers Bangalore Subs: Suyash Prabhudessai, David Willey, Akash Deep, Karn Sharma, Anuj Rawat","Delhi Capitals Subs: Prithvi Shaw, Mukesh Kumar, Praveen Dubey, Sarfaraz Khan, Chetan Sakariya",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2023",Delhi Capitals have won the toss and have opted to field,Royal Challengers Bangalore won by 23 runs,Virat Kohli,DC,field,RCB,DC,Shahbaz Ahmed, Nortje,byes,1,yorker,undefined,keeper,cut shot,,
19.3," Nortje to Anuj Rawat, leg byes, 1 run, lovely yorker from round the wicket, 149 clicks, Off the boots to the leg side for a leg bye ",1st Inns,20t,Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Wayne Parnell, Mohammed Siraj, Vijaykumar Vyshak","Delhi Capitals (Playing XI): David Warner(c), Mitchell Marsh, Yash Dhull, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Royal Challengers Bangalore Subs: Suyash Prabhudessai, David Willey, Akash Deep, Karn Sharma, Anuj Rawat","Delhi Capitals Subs: Prithvi Shaw, Mukesh Kumar, Praveen Dubey, Sarfaraz Khan, Chetan Sakariya",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2023",Delhi Capitals have won the toss and have opted to field,Royal Challengers Bangalore won by 23 runs,Virat Kohli,DC,field,RCB,DC,Anuj Rawat, Nortje,byes,1,yorker,undefined,,,,
19.2," Nortje to Shahbaz Ahmed, 1 run, slower length ball, slammed into the pitch and towards long-on again ",1st Inns,20t,Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Wayne Parnell, Mohammed Siraj, Vijaykumar Vyshak","Delhi Capitals (Playing XI): David Warner(c), Mitchell Marsh, Yash Dhull, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Royal Challengers Bangalore Subs: Suyash Prabhudessai, David Willey, Akash Deep, Karn Sharma, Anuj Rawat","Delhi Capitals Subs: Prithvi Shaw, Mukesh Kumar, Praveen Dubey, Sarfaraz Khan, Chetan Sakariya",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2023",Delhi Capitals have won the toss and have opted to field,Royal Challengers Bangalore won by 23 runs,Virat Kohli,DC,field,RCB,DC,Shahbaz Ahmed, Nortje,1,0,Good,undefined,long-on,,,
19.1," Nortje to Anuj Rawat, 1 run, blockhole delivery, pushed towards long-on ",1st Inns,20t,Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Wayne Parnell, Mohammed Siraj, Vijaykumar Vyshak","Delhi Capitals (Playing XI): David Warner(c), Mitchell Marsh, Yash Dhull, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Royal Challengers Bangalore Subs: Suyash Prabhudessai, David Willey, Akash Deep, Karn Sharma, Anuj Rawat","Delhi Capitals Subs: Prithvi Shaw, Mukesh Kumar, Praveen Dubey, Sarfaraz Khan, Chetan Sakariya",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2023",Delhi Capitals have won the toss and have opted to field,Royal Challengers Bangalore won by 23 runs,Virat Kohli,DC,field,RCB,DC,Anuj Rawat, Nortje,1,0,undefined,undefined,long-on,defend,,
18.6," Mustafizur to Anuj Rawat, 1 run, nice yorker outside off, Rawat digs it into the pitch and towards long-on ",1st Inns,20t,Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Wayne Parnell, Mohammed Siraj, Vijaykumar Vyshak","Delhi Capitals (Playing XI): David Warner(c), Mitchell Marsh, Yash Dhull, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Royal Challengers Bangalore Subs: Suyash Prabhudessai, David Willey, Akash Deep, Karn Sharma, Anuj Rawat","Delhi Capitals Subs: Prithvi Shaw, Mukesh Kumar, Praveen Dubey, Sarfaraz Khan, Chetan Sakariya",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2023",Delhi Capitals have won the toss and have opted to field,Royal Challengers Bangalore won by 23 runs,Virat Kohli,DC,field,RCB,DC,Anuj Rawat, Mustafizur,1,0,yorker,off side,long-on,,,
18.5," Mustafizur to Shahbaz Ahmed, 1 run, blockhole delivery, heaved towards deep mid-wicket ",1st Inns,20t,Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Wayne Parnell, Mohammed Siraj, Vijaykumar Vyshak","Delhi Capitals (Playing XI): David Warner(c), Mitchell Marsh, Yash Dhull, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Royal Challengers Bangalore Subs: Suyash Prabhudessai, David Willey, Akash Deep, Karn Sharma, Anuj Rawat","Delhi Capitals Subs: Prithvi Shaw, Mukesh Kumar, Praveen Dubey, Sarfaraz Khan, Chetan Sakariya",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2023",Delhi Capitals have won the toss and have opted to field,Royal Challengers Bangalore won by 23 runs,Virat Kohli,DC,field,RCB,DC,Shahbaz Ahmed, Mustafizur,1,0,undefined,undefined,mid-wicket,defend,,
18.4," Mustafizur to Shahbaz Ahmed, FOUR, once again a low full toss, this was at the stumps and Shahbaz Ahmed shuffles in to sweep it through a vacant square leg for a boundary... ",1st Inns,20t,Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Wayne Parnell, Mohammed Siraj, Vijaykumar Vyshak","Delhi Capitals (Playing XI): David Warner(c), Mitchell Marsh, Yash Dhull, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Royal Challengers Bangalore Subs: Suyash Prabhudessai, David Willey, Akash Deep, Karn Sharma, Anuj Rawat","Delhi Capitals Subs: Prithvi Shaw, Mukesh Kumar, Praveen Dubey, Sarfaraz Khan, Chetan Sakariya",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2023",Delhi Capitals have won the toss and have opted to field,Royal Challengers Bangalore won by 23 runs,Virat Kohli,DC,field,RCB,DC,Shahbaz Ahmed, Mustafizur,4,0,Full,stump line,square leg,,,
18.3," Mustafizur to Anuj Rawat, 1 run, another low full toss, driven to long-on ",1st Inns,20t,Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Wayne Parnell, Mohammed Siraj, Vijaykumar Vyshak","Delhi Capitals (Playing XI): David Warner(c), Mitchell Marsh, Yash Dhull, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Royal Challengers Bangalore Subs: Suyash Prabhudessai, David Willey, Akash Deep, Karn Sharma, Anuj Rawat","Delhi Capitals Subs: Prithvi Shaw, Mukesh Kumar, Praveen Dubey, Sarfaraz Khan, Chetan Sakariya",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2023",Delhi Capitals have won the toss and have opted to field,Royal Challengers Bangalore won by 23 runs,Virat Kohli,DC,field,RCB,DC,Anuj Rawat, Mustafizur,1,0,Full,undefined,long-on,on drive,,
18.2," Mustafizur to Shahbaz Ahmed, 1 run, low full toss at the stumps, driven straight and long-on blocks it out ",1st Inns,20t,Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Wayne Parnell, Mohammed Siraj, Vijaykumar Vyshak","Delhi Capitals (Playing XI): David Warner(c), Mitchell Marsh, Yash Dhull, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Royal Challengers Bangalore Subs: Suyash Prabhudessai, David Willey, Akash Deep, Karn Sharma, Anuj Rawat","Delhi Capitals Subs: Prithvi Shaw, Mukesh Kumar, Praveen Dubey, Sarfaraz Khan, Chetan Sakariya",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2023",Delhi Capitals have won the toss and have opted to field,Royal Challengers Bangalore won by 23 runs,Virat Kohli,DC,field,RCB,DC,Shahbaz Ahmed, Mustafizur,1,0,Full,stump line,straight,defend,,
18.1," Mustafizur to Shahbaz Ahmed, FOUR, low full toss outside off, Shahbaz Ahmed shuffles in and drives in to the left of extra cover. Between the two deep fielders and four... ",1st Inns,20t,Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Wayne Parnell, Mohammed Siraj, Vijaykumar Vyshak","Delhi Capitals (Playing XI): David Warner(c), Mitchell Marsh, Yash Dhull, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Royal Challengers Bangalore Subs: Suyash Prabhudessai, David Willey, Akash Deep, Karn Sharma, Anuj Rawat","Delhi Capitals Subs: Prithvi Shaw, Mukesh Kumar, Praveen Dubey, Sarfaraz Khan, Chetan Sakariya",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2023",Delhi Capitals have won the toss and have opted to field,Royal Challengers Bangalore won by 23 runs,Virat Kohli,DC,field,RCB,DC,Shahbaz Ahmed, Mustafizur,4,0,Full,off side,extra cover,cover drive,,
17.6," Nortje to Anuj Rawat, FOUR, much needed, he really needed that shot!! This was a cutter onto middle, Rawat danced out and whacked it over mid-wicket into the big gap for a boundary ",1st Inns,20t,Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Wayne Parnell, Mohammed Siraj, Vijaykumar Vyshak","Delhi Capitals (Playing XI): David Warner(c), Mitchell Marsh, Yash Dhull, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Royal Challengers Bangalore Subs: Suyash Prabhudessai, David Willey, Akash Deep, Karn Sharma, Anuj Rawat","Delhi Capitals Subs: Prithvi Shaw, Mukesh Kumar, Praveen Dubey, Sarfaraz Khan, Chetan Sakariya",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2023",Delhi Capitals have won the toss and have opted to field,Royal Challengers Bangalore won by 23 runs,Virat Kohli,DC,field,RCB,DC,Anuj Rawat, Nortje,4,0,undefined,undefined,mid-wicket,cut shot,,
17.5," Nortje to Anuj Rawat, no run, nice surprise bouncer, left alone by Rawat thinking it will be too high. But the umpires are happy... ",1st Inns,20t,Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Wayne Parnell, Mohammed Siraj, Vijaykumar Vyshak","Delhi Capitals (Playing XI): David Warner(c), Mitchell Marsh, Yash Dhull, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Royal Challengers Bangalore Subs: Suyash Prabhudessai, David Willey, Akash Deep, Karn Sharma, Anuj Rawat","Delhi Capitals Subs: Prithvi Shaw, Mukesh Kumar, Praveen Dubey, Sarfaraz Khan, Chetan Sakariya",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2023",Delhi Capitals have won the toss and have opted to field,Royal Challengers Bangalore won by 23 runs,Virat Kohli,DC,field,RCB,DC,Anuj Rawat, Nortje,0,0,undefined,undefined,,,,
17.4," Nortje to Anuj Rawat, 2 runs, steaming in onto the pads, fended away behind square on the leg side for a couple of runs. ",1st Inns,20t,Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Wayne Parnell, Mohammed Siraj, Vijaykumar Vyshak","Delhi Capitals (Playing XI): David Warner(c), Mitchell Marsh, Yash Dhull, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Royal Challengers Bangalore Subs: Suyash Prabhudessai, David Willey, Akash Deep, Karn Sharma, Anuj Rawat","Delhi Capitals Subs: Prithvi Shaw, Mukesh Kumar, Praveen Dubey, Sarfaraz Khan, Chetan Sakariya",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2023",Delhi Capitals have won the toss and have opted to field,Royal Challengers Bangalore won by 23 runs,Virat Kohli,DC,field,RCB,DC,Anuj Rawat, Nortje,2,0,undefined,undefined,square,,,
17.3," Nortje to Anuj Rawat, no run, good length and angling in from round the wicket, lobs off the pads towards the keeper as Rawat misses the flick ",1st Inns,20t,Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Wayne Parnell, Mohammed Siraj, Vijaykumar Vyshak","Delhi Capitals (Playing XI): David Warner(c), Mitchell Marsh, Yash Dhull, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Royal Challengers Bangalore Subs: Suyash Prabhudessai, David Willey, Akash Deep, Karn Sharma, Anuj Rawat","Delhi Capitals Subs: Prithvi Shaw, Mukesh Kumar, Praveen Dubey, Sarfaraz Khan, Chetan Sakariya",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2023",Delhi Capitals have won the toss and have opted to field,Royal Challengers Bangalore won by 23 runs,Virat Kohli,DC,field,RCB,DC,Anuj Rawat, Nortje,0,0,Good,undefined,keeper,beaten,,
17.2," Nortje to Shahbaz Ahmed, leg byes, 1 run, on a length and skids onto the pads, deflects past the keeper to fine leg ",1st Inns,20t,Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Wayne Parnell, Mohammed Siraj, Vijaykumar Vyshak","Delhi Capitals (Playing XI): David Warner(c), Mitchell Marsh, Yash Dhull, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Royal Challengers Bangalore Subs: Suyash Prabhudessai, David Willey, Akash Deep, Karn Sharma, Anuj Rawat","Delhi Capitals Subs: Prithvi Shaw, Mukesh Kumar, Praveen Dubey, Sarfaraz Khan, Chetan Sakariya",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2023",Delhi Capitals have won the toss and have opted to field,Royal Challengers Bangalore won by 23 runs,Virat Kohli,DC,field,RCB,DC,Shahbaz Ahmed, Nortje,byes,1,Good,undefined,keeper,,,
17.1," Nortje to Anuj Rawat, 1 run, full and straight, Anuj Rawat dances out but gets a tame drive to mid-off for a single ",1st Inns,20t,Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Wayne Parnell, Mohammed Siraj, Vijaykumar Vyshak","Delhi Capitals (Playing XI): David Warner(c), Mitchell Marsh, Yash Dhull, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Royal Challengers Bangalore Subs: Suyash Prabhudessai, David Willey, Akash Deep, Karn Sharma, Anuj Rawat","Delhi Capitals Subs: Prithvi Shaw, Mukesh Kumar, Praveen Dubey, Sarfaraz Khan, Chetan Sakariya",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2023",Delhi Capitals have won the toss and have opted to field,Royal Challengers Bangalore won by 23 runs,Virat Kohli,DC,field,RCB,DC,Anuj Rawat, Nortje,1,0,Full,undefined,straight,straight drive,,
16.6," Kuldeep Yadav to Shahbaz Ahmed, FOUR, boundary after long!! This was tossed up, Shahbaz Ahmed shuffles in to take as a low full toss and sweeps it nicely behind square for four... ",1st Inns,20t,Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Wayne Parnell, Mohammed Siraj, Vijaykumar Vyshak","Delhi Capitals (Playing XI): David Warner(c), Mitchell Marsh, Yash Dhull, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Royal Challengers Bangalore Subs: Suyash Prabhudessai, David Willey, Akash Deep, Karn Sharma, Anuj Rawat","Delhi Capitals Subs: Prithvi Shaw, Mukesh Kumar, Praveen Dubey, Sarfaraz Khan, Chetan Sakariya",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2023",Delhi Capitals have won the toss and have opted to field,Royal Challengers Bangalore won by 23 runs,Virat Kohli,DC,field,RCB,DC,Shahbaz Ahmed, Kuldeep Yadav,4,0,Full toss,undefined,square,,,
16.5," Kuldeep Yadav to Anuj Rawat, 1 run, flat delivery, punched down to long-on ",1st Inns,20t,Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Wayne Parnell, Mohammed Siraj, Vijaykumar Vyshak","Delhi Capitals (Playing XI): David Warner(c), Mitchell Marsh, Yash Dhull, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Royal Challengers Bangalore Subs: Suyash Prabhudessai, David Willey, Akash Deep, Karn Sharma, Anuj Rawat","Delhi Capitals Subs: Prithvi Shaw, Mukesh Kumar, Praveen Dubey, Sarfaraz Khan, Chetan Sakariya",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2023",Delhi Capitals have won the toss and have opted to field,Royal Challengers Bangalore won by 23 runs,Virat Kohli,DC,field,RCB,DC,Anuj Rawat, Kuldeep Yadav,1,0,undefined,undefined,long-on,,,
16.4," Kuldeep Yadav to Shahbaz Ahmed, 1 run, flighted up and a bit wider, pushed towards covers gently for a single ",1st Inns,20t,Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Wayne Parnell, Mohammed Siraj, Vijaykumar Vyshak","Delhi Capitals (Playing XI): David Warner(c), Mitchell Marsh, Yash Dhull, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Royal Challengers Bangalore Subs: Suyash Prabhudessai, David Willey, Akash Deep, Karn Sharma, Anuj Rawat","Delhi Capitals Subs: Prithvi Shaw, Mukesh Kumar, Praveen Dubey, Sarfaraz Khan, Chetan Sakariya",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2023",Delhi Capitals have won the toss and have opted to field,Royal Challengers Bangalore won by 23 runs,Virat Kohli,DC,field,RCB,DC,Shahbaz Ahmed, Kuldeep Yadav,1,0,undefined,wide,covers,push shot,,
16.3," Kuldeep Yadav to Anuj Rawat, 1 run, short on off, cut square of the wicket for a single this time ",1st Inns,20t,Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Wayne Parnell, Mohammed Siraj, Vijaykumar Vyshak","Delhi Capitals (Playing XI): David Warner(c), Mitchell Marsh, Yash Dhull, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Royal Challengers Bangalore Subs: Suyash Prabhudessai, David Willey, Akash Deep, Karn Sharma, Anuj Rawat","Delhi Capitals Subs: Prithvi Shaw, Mukesh Kumar, Praveen Dubey, Sarfaraz Khan, Chetan Sakariya",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2023",Delhi Capitals have won the toss and have opted to field,Royal Challengers Bangalore won by 23 runs,Virat Kohli,DC,field,RCB,DC,Anuj Rawat, Kuldeep Yadav,1,0,Short,off side,square,cut shot,,
