ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,out_type,match_id
18.5," Chahal to Kuldeep Yadav, 1 run, drives the ball down to long-off as that was well doled up outside off ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Kuldeep Yadav, Chahal,1,0,undefined,off side,long-off,off drive,,202311
18.4," Chahal to Kuldeep Yadav, no run, preempts the reverse lap, misses. Kul being fooled by Cha. That was very well tossed up and turned a little as well ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Kuldeep Yadav, Chahal,0,0,Full toss,undefined,,beaten,,202311
18.3," Chahal to Kuldeep Yadav, no run, looks to heave it away but fails to beat the man at short fine ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Kuldeep Yadav, Chahal,0,0,Short,undefined,short fine,,,202311
18.2," Chahal to Abishek Porel, out Caught by Hetmyer!! Looks to flog one across the line and finds the man at deep mid. Simple take indeed. Didn't connect well at all. Was well looped up and Abishek Porel just couldn't time it. That came off the inner half of the bat and went straight to the fielder in the deep. Abishek Porel c Hetmyer b Chahal 7(9) [4s-1] ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Abishek Porel, Chahal,out,out,undefined,undefined,straight,,"Catch out , hetmyer",202311
18.1," Chahal to Warner, 1 run, dropped short, Warner walks across his sticks and pulls that wide of deep square for a single ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Warner, Chahal,1,0,Short,stump line,deep square,pull shot,,202311
17.6," Holder to Abishek Porel, FOUR, slower delivery, outside off, Abishek Porel gets under it and slams it over cover for a four. That was so well timed by Abishek Porel ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Abishek Porel, Holder,4,0,undefined,off side,cover,,,202311
17.5," Holder to Warner, 1 run, and he is all over the place as he flays that down to deep cover for a single. Was a fuller ball, Warner mistimes it ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Warner, Holder,1,0,Full,undefined,deep cover,,,202311
17.4," Holder to Warner, no run, charges out, meets the low full toss and flays it down to find the man at cover. They don't have an interest in taking the single ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Warner, Holder,0,0,Full,undefined,cover,,,202311
17.3," Holder to Abishek Porel, 1 run, fuller ball, right up there. Abishek Porel backs away and stabs it down into the off-side for a single ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Abishek Porel, Holder,1,0,Full,undefined,off-side,,,202311
17.2," Holder to Warner, 1 run, fuller delivery, shapes in and Warner clips the ball down to deep mid. They thought of a second but didn't risk it ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Warner, Holder,1,0,Full,undefined,,,,202311
17.1," Holder to Abishek Porel, leg byes, 1 run, looks to pull it and fails to time it. They get a single ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Abishek Porel, Holder,byes,1,undefined,undefined,,pull shot,,202311
16.6," Murugan Ashwin to Abishek Porel, 1 run, pokes the ball down into the off-side for a single as that was outside off ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Abishek Porel, Murugan Ashwin,1,0,undefined,off side,off-side,,,202311
16.5," Murugan Ashwin to Warner, 1 run, changes his stance to go for the switch hit but gets a huge leading edge as he tried to hit it too hard. The ball went straight up and they get a single ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Warner, Murugan Ashwin,1,0,undefined,undefined,straight,edge,,202311
16.5," Murugan Ashwin to Warner, no ball, that was a dragged down googly, the batter went back to loft it over cover but failed to time it. The man at cover - Jaiswal - went back to take it. He celebrated a little early as the third umpire later figured out that he was outside the ring and this one turns out to be a no-ball ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Warner, Murugan Ashwin,no ball,1,undefined,undefined,cover,,,202311
16.4," Murugan Ashwin to Warner, 2 runs, takes on the arm of the fielder on the on-side and gets a brace as the throw came in at the bowler's end. That was on the pads and Warner tucked it away to deep mid ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Warner, Murugan Ashwin,2,0,undefined,stump line,,,,202311
16.3," Murugan Ashwin to Warner, 2 runs, and hammers the pull away for a couple more. Little fumble allowed the second ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Warner, Murugan Ashwin,2,0,undefined,undefined,,pull shot,,202311
16.2,"Murugan Ashwin to Abishek Porel, 1 run, and another run. Singles shouldn't both RR at all. But Warner will be on strike",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Abishek Porel,Murugan Ashwin,1,0,undefined,undefined,,,,202311
16.1,"Murugan Ashwin to Warner, 3 runs, sits down, goes for the reverse hack and lofts the ball away wide of deep cover. The ball lands short of the deep fielder and they get a brace. That wasn't timed at all. Infact, they have come back for a triple",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Warner,Murugan Ashwin,3,0,Short,wide,deep cover,,,202311
15.6," Ashwin to Abishek Porel, no run, gets forward and pushes it back to the bowler ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Abishek Porel, Ashwin,0,0,undefined,undefined,,push shot,,202311
15.5," Ashwin to Abishek Porel, no run, and darts in from a length. Abishek Porel lunged forward to push at it and got an inside edge ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Abishek Porel, Ashwin,0,0,undefined,undefined,,edge,,202311
15.4," Ashwin to Abishek Porel, no run, gets forward and stabs the ball out into the off-side ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Abishek Porel, Ashwin,0,0,undefined,undefined,off-side,,,202311
15.3," Ashwin to Powell, out Caught by Hetmyer!! Dances down, the batter heaves it across the line and the man at deep mid takes it. The fielder misjudged it a little before recovering in time. Was very nicely doled up and the batter fell prey to the well floated up delivery. That should put the chase further into doldrums. Ashwin has managed to bargain another wicket. Powell c Hetmyer b Ashwin 2(2) ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Powell, Ashwin,out,out,undefined,undefined,,,"Catch out , hetmyer",202311
15.2," Ashwin to Warner, 1 run, drags one down to long-on for a single as that was tossed up outside off ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Warner, Ashwin,1,0,Full toss,off side,long-on,,,202311
