ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,Toss_winner,toss_chosen,batting_team,bowling_team,Batsman,Bowler,runs,extra
18.2,"T Natarajan to Manish Pandey, out Manish Pandey Run Out!! 1 run completed. More woe for DC. A terrific throw on the full, right on top of the stumps and Manish Pandey is gone. He pulls wide of deep square leg, Sundar fumbles initially, but recovers, takes aim and fires an accurate throw that does not ask anything of Klaasen, Pandey is a tad slow turning back for the second and a full-length dive is not enough. Manish Pandey run out (Washington Sundar/Klaasen) 34(27) [4s-2]",1st Inns,34t,Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Harry Brook, Aiden Markram(c), Mayank Agarwal, Heinrich Klaasen(w), Marco Jansen, Washington Sundar, Mayank Markande, Bhuvneshwar Kumar, T Natarajan, Umran Malik","Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Sarfaraz Khan, Axar Patel, Aman Hakim Khan, Ripal Patel, Anrich Nortje, Kuldeep Yadav, Ishant Sharma","Sunrisers Hyderabad subs: Nitish Reddy, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Rahul Tripathi","Delhi Capitals subs: Mukesh Kumar, Lalit Yadav, Praveen Dubey, Chetan Sakariya, Yash Dhull",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","Apr 24,2023",Delhi Capitals have won the toss and have opted to bat,Delhi Capitals won by 7 runs,Axar Patel,DC,bat,DC,SRH,Manish Pandey,T Natarajan,out,out
18.1," T Natarajan to Ripal Patel, 1 run, full on the stumps, Ripal Patel clears his front leg and heaves to deep mid-wicket ",1st Inns,34t,Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Harry Brook, Aiden Markram(c), Mayank Agarwal, Heinrich Klaasen(w), Marco Jansen, Washington Sundar, Mayank Markande, Bhuvneshwar Kumar, T Natarajan, Umran Malik","Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Sarfaraz Khan, Axar Patel, Aman Hakim Khan, Ripal Patel, Anrich Nortje, Kuldeep Yadav, Ishant Sharma","Sunrisers Hyderabad subs: Nitish Reddy, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Rahul Tripathi","Delhi Capitals subs: Mukesh Kumar, Lalit Yadav, Praveen Dubey, Chetan Sakariya, Yash Dhull",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","Apr 24,2023",Delhi Capitals have won the toss and have opted to bat,Delhi Capitals won by 7 runs,Axar Patel,DC,bat,DC,SRH,Ripal Patel, T Natarajan,1,0
17.6," Bhuvneshwar to Ripal Patel, 1 run, fullish on the stumps, driven to long-on ",1st Inns,34t,Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Harry Brook, Aiden Markram(c), Mayank Agarwal, Heinrich Klaasen(w), Marco Jansen, Washington Sundar, Mayank Markande, Bhuvneshwar Kumar, T Natarajan, Umran Malik","Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Sarfaraz Khan, Axar Patel, Aman Hakim Khan, Ripal Patel, Anrich Nortje, Kuldeep Yadav, Ishant Sharma","Sunrisers Hyderabad subs: Nitish Reddy, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Rahul Tripathi","Delhi Capitals subs: Mukesh Kumar, Lalit Yadav, Praveen Dubey, Chetan Sakariya, Yash Dhull",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","Apr 24,2023",Delhi Capitals have won the toss and have opted to bat,Delhi Capitals won by 7 runs,Axar Patel,DC,bat,DC,SRH,Ripal Patel, Bhuvneshwar,1,0
17.5," Bhuvneshwar to Axar, out Bowled!! Superb yorker and Bhuvneshwar cleans Axar up. Flicks the back boot and then falls on the stumps. Right up there and Axar missed the flick. The partnership is broken. Axar b Bhuvneshwar 34(34) [4s-4] ",1st Inns,34t,Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Harry Brook, Aiden Markram(c), Mayank Agarwal, Heinrich Klaasen(w), Marco Jansen, Washington Sundar, Mayank Markande, Bhuvneshwar Kumar, T Natarajan, Umran Malik","Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Sarfaraz Khan, Axar Patel, Aman Hakim Khan, Ripal Patel, Anrich Nortje, Kuldeep Yadav, Ishant Sharma","Sunrisers Hyderabad subs: Nitish Reddy, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Rahul Tripathi","Delhi Capitals subs: Mukesh Kumar, Lalit Yadav, Praveen Dubey, Chetan Sakariya, Yash Dhull",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","Apr 24,2023",Delhi Capitals have won the toss and have opted to bat,Delhi Capitals won by 7 runs,Axar Patel,DC,bat,DC,SRH,Axar, Bhuvneshwar,out,out
17.4," Bhuvneshwar to Manish Pandey, 1 run, leg-cutter on a length, slower and Manish Pandey swipes to long-on ",1st Inns,34t,Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Harry Brook, Aiden Markram(c), Mayank Agarwal, Heinrich Klaasen(w), Marco Jansen, Washington Sundar, Mayank Markande, Bhuvneshwar Kumar, T Natarajan, Umran Malik","Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Sarfaraz Khan, Axar Patel, Aman Hakim Khan, Ripal Patel, Anrich Nortje, Kuldeep Yadav, Ishant Sharma","Sunrisers Hyderabad subs: Nitish Reddy, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Rahul Tripathi","Delhi Capitals subs: Mukesh Kumar, Lalit Yadav, Praveen Dubey, Chetan Sakariya, Yash Dhull",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","Apr 24,2023",Delhi Capitals have won the toss and have opted to bat,Delhi Capitals won by 7 runs,Axar Patel,DC,bat,DC,SRH,Manish Pandey, Bhuvneshwar,1,0
17.3," Bhuvneshwar to Manish Pandey, no run, superb delivery, curves in and it's outside the leg-stump, Manish Pandey is nutmegged as he fails to get his feet and bat sorted in time ",1st Inns,34t,Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Harry Brook, Aiden Markram(c), Mayank Agarwal, Heinrich Klaasen(w), Marco Jansen, Washington Sundar, Mayank Markande, Bhuvneshwar Kumar, T Natarajan, Umran Malik","Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Sarfaraz Khan, Axar Patel, Aman Hakim Khan, Ripal Patel, Anrich Nortje, Kuldeep Yadav, Ishant Sharma","Sunrisers Hyderabad subs: Nitish Reddy, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Rahul Tripathi","Delhi Capitals subs: Mukesh Kumar, Lalit Yadav, Praveen Dubey, Chetan Sakariya, Yash Dhull",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","Apr 24,2023",Delhi Capitals have won the toss and have opted to bat,Delhi Capitals won by 7 runs,Axar Patel,DC,bat,DC,SRH,Manish Pandey, Bhuvneshwar,0,0
17.2," Bhuvneshwar to Axar, leg byes, 1 run, the lbw appeal is turned down and Axar is rubbing his left thigh. A short of length delivery on the stumps, Axar pulls and misses, too high and Rod Tucker turns it down. SRH don't review ",1st Inns,34t,Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Harry Brook, Aiden Markram(c), Mayank Agarwal, Heinrich Klaasen(w), Marco Jansen, Washington Sundar, Mayank Markande, Bhuvneshwar Kumar, T Natarajan, Umran Malik","Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Sarfaraz Khan, Axar Patel, Aman Hakim Khan, Ripal Patel, Anrich Nortje, Kuldeep Yadav, Ishant Sharma","Sunrisers Hyderabad subs: Nitish Reddy, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Rahul Tripathi","Delhi Capitals subs: Mukesh Kumar, Lalit Yadav, Praveen Dubey, Chetan Sakariya, Yash Dhull",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","Apr 24,2023",Delhi Capitals have won the toss and have opted to bat,Delhi Capitals won by 7 runs,Axar Patel,DC,bat,DC,SRH,Axar, Bhuvneshwar,byes,1
17.1," Bhuvneshwar to Manish Pandey, 1 run, leg-cutter outside off and off-pace, Manish Pandey makes room outside the leg-stump and then does well to reach to cut to backward point ",1st Inns,34t,Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Harry Brook, Aiden Markram(c), Mayank Agarwal, Heinrich Klaasen(w), Marco Jansen, Washington Sundar, Mayank Markande, Bhuvneshwar Kumar, T Natarajan, Umran Malik","Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Sarfaraz Khan, Axar Patel, Aman Hakim Khan, Ripal Patel, Anrich Nortje, Kuldeep Yadav, Ishant Sharma","Sunrisers Hyderabad subs: Nitish Reddy, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Rahul Tripathi","Delhi Capitals subs: Mukesh Kumar, Lalit Yadav, Praveen Dubey, Chetan Sakariya, Yash Dhull",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","Apr 24,2023",Delhi Capitals have won the toss and have opted to bat,Delhi Capitals won by 7 runs,Axar Patel,DC,bat,DC,SRH,Manish Pandey, Bhuvneshwar,1,0
16.6," Markande to Axar, 2 runs, on a length this googly on the stumps, Axar goes on the back foot and punches wide of long-off for a couple. 15 off the over ",1st Inns,34t,Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Harry Brook, Aiden Markram(c), Mayank Agarwal, Heinrich Klaasen(w), Marco Jansen, Washington Sundar, Mayank Markande, Bhuvneshwar Kumar, T Natarajan, Umran Malik","Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Sarfaraz Khan, Axar Patel, Aman Hakim Khan, Ripal Patel, Anrich Nortje, Kuldeep Yadav, Ishant Sharma","Sunrisers Hyderabad subs: Nitish Reddy, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Rahul Tripathi","Delhi Capitals subs: Mukesh Kumar, Lalit Yadav, Praveen Dubey, Chetan Sakariya, Yash Dhull",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","Apr 24,2023",Delhi Capitals have won the toss and have opted to bat,Delhi Capitals won by 7 runs,Axar Patel,DC,bat,DC,SRH,Axar, Markande,2,0
16.5," Markande to Axar, FOUR, a hat-trick of fours. Fraction short outside off, Axar cuts wide of deep cover, Jansen gets there but fails to push it back, should have done a little bit better ",1st Inns,34t,Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Harry Brook, Aiden Markram(c), Mayank Agarwal, Heinrich Klaasen(w), Marco Jansen, Washington Sundar, Mayank Markande, Bhuvneshwar Kumar, T Natarajan, Umran Malik","Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Sarfaraz Khan, Axar Patel, Aman Hakim Khan, Ripal Patel, Anrich Nortje, Kuldeep Yadav, Ishant Sharma","Sunrisers Hyderabad subs: Nitish Reddy, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Rahul Tripathi","Delhi Capitals subs: Mukesh Kumar, Lalit Yadav, Praveen Dubey, Chetan Sakariya, Yash Dhull",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","Apr 24,2023",Delhi Capitals have won the toss and have opted to bat,Delhi Capitals won by 7 runs,Axar Patel,DC,bat,DC,SRH,Axar, Markande,4,0
16.4," Markande to Axar, FOUR, consecutive fours. Axar comes down the track and does not get to the pitch of the googly, yet lofts straight down the ground and takes a four ",1st Inns,34t,Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Harry Brook, Aiden Markram(c), Mayank Agarwal, Heinrich Klaasen(w), Marco Jansen, Washington Sundar, Mayank Markande, Bhuvneshwar Kumar, T Natarajan, Umran Malik","Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Sarfaraz Khan, Axar Patel, Aman Hakim Khan, Ripal Patel, Anrich Nortje, Kuldeep Yadav, Ishant Sharma","Sunrisers Hyderabad subs: Nitish Reddy, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Rahul Tripathi","Delhi Capitals subs: Mukesh Kumar, Lalit Yadav, Praveen Dubey, Chetan Sakariya, Yash Dhull",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","Apr 24,2023",Delhi Capitals have won the toss and have opted to bat,Delhi Capitals won by 7 runs,Axar Patel,DC,bat,DC,SRH,Axar, Markande,4,0
16.3," Markande to Axar, FOUR, the off-side field is up and it is short and wide outside off, Axar cuts through point for four. Handy boundary ",1st Inns,34t,Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Harry Brook, Aiden Markram(c), Mayank Agarwal, Heinrich Klaasen(w), Marco Jansen, Washington Sundar, Mayank Markande, Bhuvneshwar Kumar, T Natarajan, Umran Malik","Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Sarfaraz Khan, Axar Patel, Aman Hakim Khan, Ripal Patel, Anrich Nortje, Kuldeep Yadav, Ishant Sharma","Sunrisers Hyderabad subs: Nitish Reddy, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Rahul Tripathi","Delhi Capitals subs: Mukesh Kumar, Lalit Yadav, Praveen Dubey, Chetan Sakariya, Yash Dhull",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","Apr 24,2023",Delhi Capitals have won the toss and have opted to bat,Delhi Capitals won by 7 runs,Axar Patel,DC,bat,DC,SRH,Axar, Markande,4,0
16.2," Markande to Axar, no run, lovely slower googly outside off, across Axar who slogs and misses and Axar has reviewed for a wide, it's within the reach says the third ump and it will be a fair delivery ",1st Inns,34t,Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Harry Brook, Aiden Markram(c), Mayank Agarwal, Heinrich Klaasen(w), Marco Jansen, Washington Sundar, Mayank Markande, Bhuvneshwar Kumar, T Natarajan, Umran Malik","Delhi Capitals (Playing XI): David Warner(c), Philip Salt(w), Mitchell Marsh, Manish Pandey, Sarfaraz Khan, Axar Patel, Aman Hakim Khan, Ripal Patel, Anrich Nortje, Kuldeep Yadav, Ishant Sharma","Sunrisers Hyderabad subs: Nitish Reddy, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Rahul Tripathi","Delhi Capitals subs: Mukesh Kumar, Lalit Yadav, Praveen Dubey, Chetan Sakariya, Yash Dhull",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","Apr 24,2023",Delhi Capitals have won the toss and have opted to bat,Delhi Capitals won by 7 runs,Axar Patel,DC,bat,DC,SRH,Axar, Markande,0,0
