ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match
10.4," Alzarri Joseph to Abishek Porel, SIX, Dayal takes the catch at third man but goes over the ropes! Short outside off, Porel slashes hard, it flies off a thick top-edge and Dayal's momentum takes him over ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
10.3," Alzarri Joseph to Abishek Porel, 2 runs, brilliant fielding from Little again! 146kph, back of a length on leg, and Porel glances it nice and fine. It's racing away on this lightning fast outfield, but Little somehow gets there after charging to his left and flicks it in ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
10.2," Alzarri Joseph to Sarfaraz Khan, 1 run, 147.3kph, full delivery speared in on off, Sarfaraz looks to swing down the ground but gets a thick inside edge to deep square leg ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
10.1," Alzarri Joseph to Sarfaraz Khan, no run, 147kph, back of a length on off, Sarfaraz pats it to backward point ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
9.6," Hardik Pandya to Sarfaraz Khan, 1 run, short of length into the body, Sarfaraz whips it to long leg ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
9.5," Hardik Pandya to Abishek Porel, 1 run, 139.7kph, short ball around the right shoulder, and it's well played by Porel who swivels across and pulls it to fine leg. Got on top of it nicely ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
9.4," Hardik Pandya to Sarfaraz Khan, 1 run, full on middle, Sarfaraz hangs back and flicks it through midwicket ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
9.3," Hardik Pandya to Sarfaraz Khan, FOUR, back of a length outside off, Sarfaraz cuts firmly and third man is quite fine. Once it beats backward point, it's four ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
9.2," Hardik Pandya to Sarfaraz Khan, no run, good length just outside off, defended to cover ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
9.1," Hardik Pandya to Abishek Porel, 1 run, back of a length outside off, steered through point ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
8.6,"Alzarri Joseph to Sarfaraz Khan, no run, nasty stuff from Joseph! Banged in short, smashes Sarfaraz on the helmet as he looks to pull and goes high in the air. Saha thinks there's bat on it. He charges forward for a catch and dives full stretch, but can't hold on. It came straight off the helmet though. The physio checks on Sarfaraz who's fine to continue. What an over!",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
8.5," Alzarri Joseph to Sarfaraz Khan, 2 runs, good length outside off, steered wide of third man ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
8.4," Alzarri Joseph to Abishek Porel, 1 run, almost a hattrick for Joseph! Length ball on middle, Porel looks to defend but it pops up in the air in front of mid-on. Lands just short of the fielder! ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
8.3,"Alzarri Joseph to Rossouw, out Caught by Rahul Tewatia!! A brute of a delivery and Rossouw is gone first ball! Umpires are checking for a fair catch but Tewatia looks confident! And the replay confirms that the catch is clean! Two in two for Joseph! Dug in short, climbs onto Rossouw as he looks to fend it off and pops up off the bat shoulder. And good awareness from Tewatia too as he's standing a few yards inside the circle at backward point. The ball is dying on him and he dives forward for a shap catch. Rossouw c Rahul Tewatia b Alzarri Joseph 0(1)",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
8.2," Alzarri Joseph to Warner, out Bowled!! Another batter chopping on! Nothing to do with the surface, just that the room wasn't there for him. Warner tries cutting a ball from off stump, gets cramped and drags it off a thick under-edge! Warner b Alzarri Joseph 37(32) [4s-7] ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
8.1," Alzarri Joseph to Warner, no run, 144.7kph, back of a length delivery on middle, Warner stays leg-side and steers it to point ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
7.6," Hardik Pandya to Warner, 1 run, short of length on off, Warner pulls to deep midwicket ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
7.5," Hardik Pandya to Sarfaraz Khan, 1 run, back of a length on off, Sarfaraz tucks it gently in front of long-on ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
7.4," Hardik Pandya to Sarfaraz Khan, no run, 137.1kph, back of a length just outside off, Sarfaraz blocks it from the crease ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
7.3," Hardik Pandya to Warner, 1 run, 136.9kph, back of a length delivery on leg, Warner tucks it to deep midwicket ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
7.2," Hardik Pandya to Sarfaraz Khan, 1 run, short of length into the body, no room for Sarfaraz to extend the arms and he has to settle for a short-arm pull to deep square leg ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
7.1," Hardik Pandya to Sarfaraz Khan, no run, short of length just outside off, Sarfaraz rides the bounce and fends it to point ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
6.6," Alzarri Joseph to Warner, 2 runs, straying down leg, Warner glances it fine and the ball is racing away towards the ropes! But Little does a brilliant job at fine leg! He charges across, dives and flicks it back to save two! ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
6.5," Alzarri Joseph to Warner, no run, fuller than a length on middle, upwards of 145kph, Warner defends down the pitch ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
6.4," Alzarri Joseph to Warner, FOUR, short of length delivery slanted across off, there's not much room available so instead of going hard, Warner waits on it and glides it over backward point. Superbly done! ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
6.4," Alzarri Joseph to Warner, wide, down the leg-side, Warner misses out ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
