ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match
19.6,"Shami to Nortje, FOUR, banged in short, Nortje advances, makes room and flat-bats it over mid-off! Lowest 1st innings total in IPL 2023",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
19.5," Shami to Nortje, no run, 140.2kph, short of length delivery that zips through to the keeper as Nortje slashes and misses ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
19.4," Shami to Axar, out Caught by Miller!! Doesn't get hold of this, and perishes! Full and wide at 142kph, Axar goes hard at it and slices it off the outside half. Miller takes it easily at sweeper cover. Axar c Miller b Shami 36(22) [4s-2 6s-3] ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
19.3," Shami to Axar, 2 runs, slower length ball on middle, Axar backs away and flat-bats it down the ground. Hasn't timed it well but has struck it very straight. Work for long-on to do, giving Axar enough time to get back for two ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
19.2," Shami to Axar, no run, pulls again but mistimes it to deep midwicket ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
19.1," Shami to Axar, SIX, one-handed six from Axar! Pant, who's in attendance, would be proud! Back of a length outside off, Axar reaches out, his bottom hand comes off but he pulls it over wide long-on ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
18.6," Rashid Khan to Axar, 1 run, slightly short on leg, Axar pulls hard through square leg and is happy with one! There was an easy two on offer with the fielder making a tumbling stop. But Axar wants to keep strike ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
18.5," Rashid Khan to Kuldeep Yadav, 1 run, dances down and lunges towards the ball after being nowhere near the pitch of it! Somehow knocks it down to long-off ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
18.4," Rashid Khan to Aman Hakim Khan, out Caught by Hardik Pandya!! Full around off, Aman looks to slog across the line but it's the leg-break from Rashid this time! It takes the leading edge and goes high in the air. Comfortably held by Pandya at extra cover! Aman Hakim Khan c Hardik Pandya b Rashid Khan 8(8) [6s-1] ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
18.3," Rashid Khan to Aman Hakim Khan, SIX, Aman finally makes good contact after a scratchy start! Googly on leg, he gets down low and nails the slog-sweep over midwicket ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
18.2," Rashid Khan to Aman Hakim Khan, no run, flat length ball turning away outside off, Aman pokes at it and steers to backward point ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
18.1," Rashid Khan to Axar, 1 run, flat leg-break turning in on off, Axar looks to sweep and mistimes it through midwicket ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
17.6," Joshua Little to Aman Hakim Khan, no run, full outside off, driven to cover ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
17.5," Joshua Little to Axar, 1 run, short of length into the body, Axar pulls to fine leg ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
17.4," Joshua Little to Axar, SIX, full in the slot outside off, and Axar strikes it clean over long-off! That single proves costly! Not a great delivery from Little as he misses his length and Axar - the form he's in - doesn't miss out ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
17.3," Joshua Little to Aman Hakim Khan, 1 run, nicely bowled. Aman backs away and Little follows him, giving no room. It's knocked wide of cover. Aman comes down looking for a single but is sent back. But they eventually get the single courtesy an overthrow. There might've been a chance to run him out with a direct hit, but what it's now done is bring Axar on strike. Pandya not happy about it ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
17.2," Joshua Little to Aman Hakim Khan, no run, banged in short, Aman backs away and tries to ramp it over the keeper. Misses it completely! ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
17.1," Joshua Little to Axar, 1 run, short of length on off, Axar pulls to long-on ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
16.6," Rashid Khan to Axar, 1 run, flat length ball spinning down leg, Axar tucks it behind square ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
16.5," Rashid Khan to Axar, no run, back of a length on middle, Axar punches it back to Rashid ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
16.4," Rashid Khan to Aman Hakim Khan, 1 run, miscued in the air, but falls safely in front of Little at long leg ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
16.3," Rashid Khan to Aman Hakim Khan, no run, googly outside off, doesn't look like Aman has picked it as he looks to drive through cover. It goes off a thick inside edge to midwicket ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
16.2,"Rashid Khan to Sarfaraz Khan, out Caught by Joshua Little!! Gone this time! He looks to sweep again, but only manages a thick top-edge. And Little recovers nicely after a slight misjudgement at long leg to complete the catch. Sarfaraz Khan c Joshua Little b Rashid Khan 30(34) [4s-2]",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
16.1," Rashid Khan to Sarfaraz Khan, FOUR, fetches this leg-break from well outside off and drags the slog-sweep over midwicket! Sarfaraz starts well after the timeout! ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
15.6," Joshua Little to Axar, no run, 136.9kph, back of a length just outside off, Axar steers it to backward point ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
15.5," Joshua Little to Sarfaraz Khan, 1 run, 138kph, good length across off, Sarfaraz swings hard and drags it off the inside half to deep midwicket ",DC Inns,7th,Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",IPL,2023,"Arun Jaitley Stadium,Delhi","Apr 04,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Sai Sudharsan
