ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,Toss_winner,toss_chosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line
19.6," Behrendorff to Rashid Khan, 2 runs, in the air and just short. Short and at the body, Rashid swings hard on his pull shot but gets it high on the bat, the ball skies towards deep mid-wicket and lands just in front of the diving fielder, easy brace ",1st Inns,35t,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Noor Ahmad, Mohit Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Nehal Wadhera, Kumar Kartikeya, Arjun Tendulkar, Riley Meredith, Piyush Chawla, Jason Behrendorff","Gujarat Titans subs: Joshua Little, Dasun Shanaka, Shivam Mavi, Ravisrinivasan Sai Kishore, Srikar Bharat","Mumbai Indians subs: Ramandeep Singh, Tilak Varma, Shams Mulani, Vishnu Vinod, Sandeep Warrier",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 25,2023",Mumbai Indians have won the toss and have opted to field,Gujarat Titans won by 55 runs,Abhinav Manohar,MI,field,GT,MI,Rashid Khan, Behrendorff,2,0,Short,undefined
19.5," Behrendorff to Miller, out Caught by Suryakumar Yadav!! No fifty for Miller. But he has done a superb job. It is the slower ball and it is working for Behrendorff. Knuckle ball and holds onto the surface, Miller is deceived by the lack of pace and is through the heave early, gets plenty of height and SKY runs in from deep mid-wicket to take a good catch. Miller walks off to a standing ovation. Miller c Suryakumar Yadav b Behrendorff 46(22) [4s-2 6s-4] ",1st Inns,35t,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Noor Ahmad, Mohit Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Nehal Wadhera, Kumar Kartikeya, Arjun Tendulkar, Riley Meredith, Piyush Chawla, Jason Behrendorff","Gujarat Titans subs: Joshua Little, Dasun Shanaka, Shivam Mavi, Ravisrinivasan Sai Kishore, Srikar Bharat","Mumbai Indians subs: Ramandeep Singh, Tilak Varma, Shams Mulani, Vishnu Vinod, Sandeep Warrier",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 25,2023",Mumbai Indians have won the toss and have opted to field,Gujarat Titans won by 55 runs,Abhinav Manohar,MI,field,GT,MI,Miller, Behrendorff,out,out,Good,undefined
19.4," Behrendorff to Miller, no run, knuckle ball and Miller did not pick it, he swings across the line and does not connect. Rare dot delivery.. ",1st Inns,35t,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Noor Ahmad, Mohit Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Nehal Wadhera, Kumar Kartikeya, Arjun Tendulkar, Riley Meredith, Piyush Chawla, Jason Behrendorff","Gujarat Titans subs: Joshua Little, Dasun Shanaka, Shivam Mavi, Ravisrinivasan Sai Kishore, Srikar Bharat","Mumbai Indians subs: Ramandeep Singh, Tilak Varma, Shams Mulani, Vishnu Vinod, Sandeep Warrier",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 25,2023",Mumbai Indians have won the toss and have opted to field,Gujarat Titans won by 55 runs,Abhinav Manohar,MI,field,GT,MI,Miller, Behrendorff,0,0,undefined,undefined
19.3," Behrendorff to Rahul Tewatia, 1 run, Tewatia's twists his ankle. Slower short of length delivery, Tewatia swivels and that's once the ankle twists, he gets it away to deep square leg and hobbles to the other end. The umpire checks on him and he will continue at the non-striker's end ",1st Inns,35t,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Noor Ahmad, Mohit Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Nehal Wadhera, Kumar Kartikeya, Arjun Tendulkar, Riley Meredith, Piyush Chawla, Jason Behrendorff","Gujarat Titans subs: Joshua Little, Dasun Shanaka, Shivam Mavi, Ravisrinivasan Sai Kishore, Srikar Bharat","Mumbai Indians subs: Ramandeep Singh, Tilak Varma, Shams Mulani, Vishnu Vinod, Sandeep Warrier",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 25,2023",Mumbai Indians have won the toss and have opted to field,Gujarat Titans won by 55 runs,Abhinav Manohar,MI,field,GT,MI,Rahul Tewatia, Behrendorff,1,0,Short,undefined
19.2," Behrendorff to Rahul Tewatia, SIX, 200 is up. Tewatia is dealing in sixes. Third one in four balls. He shuffles across, gets inside the line of the short of length delivery and pulls it over short fine, just clears the rope ",1st Inns,35t,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Noor Ahmad, Mohit Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Nehal Wadhera, Kumar Kartikeya, Arjun Tendulkar, Riley Meredith, Piyush Chawla, Jason Behrendorff","Gujarat Titans subs: Joshua Little, Dasun Shanaka, Shivam Mavi, Ravisrinivasan Sai Kishore, Srikar Bharat","Mumbai Indians subs: Ramandeep Singh, Tilak Varma, Shams Mulani, Vishnu Vinod, Sandeep Warrier",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 25,2023",Mumbai Indians have won the toss and have opted to field,Gujarat Titans won by 55 runs,Abhinav Manohar,MI,field,GT,MI,Rahul Tewatia, Behrendorff,6,0,Short,undefined
19.1," Behrendorff to Rahul Tewatia, SIX, this a gift and Tewatia ain't missing out. Full toss outside off, Tewatia could have smashed that anywhere, he selects wide long-on and has no problems getting it over the fence ",1st Inns,35t,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Noor Ahmad, Mohit Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Nehal Wadhera, Kumar Kartikeya, Arjun Tendulkar, Riley Meredith, Piyush Chawla, Jason Behrendorff","Gujarat Titans subs: Joshua Little, Dasun Shanaka, Shivam Mavi, Ravisrinivasan Sai Kishore, Srikar Bharat","Mumbai Indians subs: Ramandeep Singh, Tilak Varma, Shams Mulani, Vishnu Vinod, Sandeep Warrier",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 25,2023",Mumbai Indians have won the toss and have opted to field,Gujarat Titans won by 55 runs,Abhinav Manohar,MI,field,GT,MI,Rahul Tewatia, Behrendorff,6,0,Full,off side
19.1," Behrendorff to Rahul Tewatia, wide, MI lose a review. Full and slow down leg, Tewatia sets up for the sweep and does not connect, Behrendorff thinks there was a touch and decides to challenge umpire Anil Chaudhary's onfield decision ",1st Inns,35t,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Noor Ahmad, Mohit Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Nehal Wadhera, Kumar Kartikeya, Arjun Tendulkar, Riley Meredith, Piyush Chawla, Jason Behrendorff","Gujarat Titans subs: Joshua Little, Dasun Shanaka, Shivam Mavi, Ravisrinivasan Sai Kishore, Srikar Bharat","Mumbai Indians subs: Ramandeep Singh, Tilak Varma, Shams Mulani, Vishnu Vinod, Sandeep Warrier",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 25,2023",Mumbai Indians have won the toss and have opted to field,Gujarat Titans won by 55 runs,Abhinav Manohar,MI,field,GT,MI,Rahul Tewatia, Behrendorff,wide,1,Full,wide
18.6," Meredith to Miller, SIX, massive! Full and angled outside off, Miller had pre-made room to free his arms and he does not miss out, launches the loft over extra cover and gets plenty of distance ",1st Inns,35t,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Noor Ahmad, Mohit Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Nehal Wadhera, Kumar Kartikeya, Arjun Tendulkar, Riley Meredith, Piyush Chawla, Jason Behrendorff","Gujarat Titans subs: Joshua Little, Dasun Shanaka, Shivam Mavi, Ravisrinivasan Sai Kishore, Srikar Bharat","Mumbai Indians subs: Ramandeep Singh, Tilak Varma, Shams Mulani, Vishnu Vinod, Sandeep Warrier",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 25,2023",Mumbai Indians have won the toss and have opted to field,Gujarat Titans won by 55 runs,Abhinav Manohar,MI,field,GT,MI,Miller, Meredith,6,0,Full,off side
18.5," Meredith to Miller, SIX, dropped and the ball lands over the rope. Rohit is frustrated. Short and bowled into the surface, Miller does not get the middle as he goes for pull and the ball skies towards long-on, Behrendorff gets there but is not sure where the rope is, he takes the catch beyond the rope and wanted to flick it to his mate, but instead ended up spilling it over the rope ",1st Inns,35t,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Noor Ahmad, Mohit Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Nehal Wadhera, Kumar Kartikeya, Arjun Tendulkar, Riley Meredith, Piyush Chawla, Jason Behrendorff","Gujarat Titans subs: Joshua Little, Dasun Shanaka, Shivam Mavi, Ravisrinivasan Sai Kishore, Srikar Bharat","Mumbai Indians subs: Ramandeep Singh, Tilak Varma, Shams Mulani, Vishnu Vinod, Sandeep Warrier",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 25,2023",Mumbai Indians have won the toss and have opted to field,Gujarat Titans won by 55 runs,Abhinav Manohar,MI,field,GT,MI,Miller, Meredith,6,0,Short,undefined
18.4," Meredith to Miller, no run, 136.2ks good length ball around off, Miller attempts the late steer and does not connect ",1st Inns,35t,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Noor Ahmad, Mohit Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Nehal Wadhera, Kumar Kartikeya, Arjun Tendulkar, Riley Meredith, Piyush Chawla, Jason Behrendorff","Gujarat Titans subs: Joshua Little, Dasun Shanaka, Shivam Mavi, Ravisrinivasan Sai Kishore, Srikar Bharat","Mumbai Indians subs: Ramandeep Singh, Tilak Varma, Shams Mulani, Vishnu Vinod, Sandeep Warrier",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 25,2023",Mumbai Indians have won the toss and have opted to field,Gujarat Titans won by 55 runs,Abhinav Manohar,MI,field,GT,MI,Miller, Meredith,0,0,Good,undefined
18.3," Meredith to Rahul Tewatia, 1 run, low full toss outside off, Tewatia toe-ends the drive to long-off ",1st Inns,35t,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Noor Ahmad, Mohit Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Nehal Wadhera, Kumar Kartikeya, Arjun Tendulkar, Riley Meredith, Piyush Chawla, Jason Behrendorff","Gujarat Titans subs: Joshua Little, Dasun Shanaka, Shivam Mavi, Ravisrinivasan Sai Kishore, Srikar Bharat","Mumbai Indians subs: Ramandeep Singh, Tilak Varma, Shams Mulani, Vishnu Vinod, Sandeep Warrier",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 25,2023",Mumbai Indians have won the toss and have opted to field,Gujarat Titans won by 55 runs,Abhinav Manohar,MI,field,GT,MI,Rahul Tewatia, Meredith,1,0,Full,off side
18.2," Meredith to Rahul Tewatia, SIX, Tewatia, you monster. First ball and he's sent it over the rope. Slower ball outside off, Tewatia walks across, sits down and slog sweeps it over deep mid-wicket. That was the shorter side and Tewatia wasted no time to exploit it ",1st Inns,35t,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Noor Ahmad, Mohit Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Nehal Wadhera, Kumar Kartikeya, Arjun Tendulkar, Riley Meredith, Piyush Chawla, Jason Behrendorff","Gujarat Titans subs: Joshua Little, Dasun Shanaka, Shivam Mavi, Ravisrinivasan Sai Kishore, Srikar Bharat","Mumbai Indians subs: Ramandeep Singh, Tilak Varma, Shams Mulani, Vishnu Vinod, Sandeep Warrier",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 25,2023",Mumbai Indians have won the toss and have opted to field,Gujarat Titans won by 55 runs,Abhinav Manohar,MI,field,GT,MI,Rahul Tewatia, Meredith,6,0,Short,off side
18.1," Meredith to Abhinav Manohar, out Caught by Behrendorff!! Manohar is gutted, he bends down and stands there. Miller comes across and pats him on the head. This was there to be put away but he chose the wrong shot. Full toss around leg-stump, Manohar had given himself room and tried to loft it over long-off instead of heaving it into the leg-side, does not get the elevation or distance, Behrendorff takes a good running catch to his left. A quick little cameo comes to an end. Abhinav Manohar c Behrendorff b Meredith 42(21) [4s-3 6s-3] ",1st Inns,35t,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Noor Ahmad, Mohit Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Nehal Wadhera, Kumar Kartikeya, Arjun Tendulkar, Riley Meredith, Piyush Chawla, Jason Behrendorff","Gujarat Titans subs: Joshua Little, Dasun Shanaka, Shivam Mavi, Ravisrinivasan Sai Kishore, Srikar Bharat","Mumbai Indians subs: Ramandeep Singh, Tilak Varma, Shams Mulani, Vishnu Vinod, Sandeep Warrier",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 25,2023",Mumbai Indians have won the toss and have opted to field,Gujarat Titans won by 55 runs,Abhinav Manohar,MI,field,GT,MI,Abhinav Manohar, Meredith,out,out,Full,undefined
17.6," Green to Miller, SIX, Miller joins the fun, 22 runs from the over. He backs away and Green tries to follow him, but the length is right in the slot and Miller just pumps it straight down the ground. ",1st Inns,35t,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Noor Ahmad, Mohit Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Nehal Wadhera, Kumar Kartikeya, Arjun Tendulkar, Riley Meredith, Piyush Chawla, Jason Behrendorff","Gujarat Titans subs: Joshua Little, Dasun Shanaka, Shivam Mavi, Ravisrinivasan Sai Kishore, Srikar Bharat","Mumbai Indians subs: Ramandeep Singh, Tilak Varma, Shams Mulani, Vishnu Vinod, Sandeep Warrier",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 25,2023",Mumbai Indians have won the toss and have opted to field,Gujarat Titans won by 55 runs,Abhinav Manohar,MI,field,GT,MI,Miller, Green,6,0,Slot,undefined
17.5," Green to Miller, 2 runs, yorker around the toes, Miller digs it to deep mid-wicket and calls for two immediately, Manohar makes it in easily ",1st Inns,35t,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Noor Ahmad, Mohit Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Nehal Wadhera, Kumar Kartikeya, Arjun Tendulkar, Riley Meredith, Piyush Chawla, Jason Behrendorff","Gujarat Titans subs: Joshua Little, Dasun Shanaka, Shivam Mavi, Ravisrinivasan Sai Kishore, Srikar Bharat","Mumbai Indians subs: Ramandeep Singh, Tilak Varma, Shams Mulani, Vishnu Vinod, Sandeep Warrier",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 25,2023",Mumbai Indians have won the toss and have opted to field,Gujarat Titans won by 55 runs,Abhinav Manohar,MI,field,GT,MI,Miller, Green,2,0,yorker,undefined
17.4," Green to Abhinav Manohar, 1 run, full and outside off, Manohar slices it on the bounce to deep backward point ",1st Inns,35t,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Noor Ahmad, Mohit Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Nehal Wadhera, Kumar Kartikeya, Arjun Tendulkar, Riley Meredith, Piyush Chawla, Jason Behrendorff","Gujarat Titans subs: Joshua Little, Dasun Shanaka, Shivam Mavi, Ravisrinivasan Sai Kishore, Srikar Bharat","Mumbai Indians subs: Ramandeep Singh, Tilak Varma, Shams Mulani, Vishnu Vinod, Sandeep Warrier",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 25,2023",Mumbai Indians have won the toss and have opted to field,Gujarat Titans won by 55 runs,Abhinav Manohar,MI,field,GT,MI,Abhinav Manohar, Green,1,0,Full,off side
17.3," Green to Abhinav Manohar, SIX, wow! Stand and deliver stuff. He's smashed this on the up. Back of a length delivery, Manohar maintains a firm base and smokes it flat over long-off. That was a great shot ",1st Inns,35t,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Noor Ahmad, Mohit Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Nehal Wadhera, Kumar Kartikeya, Arjun Tendulkar, Riley Meredith, Piyush Chawla, Jason Behrendorff","Gujarat Titans subs: Joshua Little, Dasun Shanaka, Shivam Mavi, Ravisrinivasan Sai Kishore, Srikar Bharat","Mumbai Indians subs: Ramandeep Singh, Tilak Varma, Shams Mulani, Vishnu Vinod, Sandeep Warrier",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 25,2023",Mumbai Indians have won the toss and have opted to field,Gujarat Titans won by 55 runs,Abhinav Manohar,MI,field,GT,MI,Abhinav Manohar, Green,6,0,Back of Length,undefined
17.2," Green to Abhinav Manohar, SIX, monster hit! Short of length delivery and Manohar was waiting for that, he was so quickly into position that the rest was the easy bit, he nails the pull over deep mid-wicket and sends it 86 meters long ",1st Inns,35t,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Noor Ahmad, Mohit Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Nehal Wadhera, Kumar Kartikeya, Arjun Tendulkar, Riley Meredith, Piyush Chawla, Jason Behrendorff","Gujarat Titans subs: Joshua Little, Dasun Shanaka, Shivam Mavi, Ravisrinivasan Sai Kishore, Srikar Bharat","Mumbai Indians subs: Ramandeep Singh, Tilak Varma, Shams Mulani, Vishnu Vinod, Sandeep Warrier",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 25,2023",Mumbai Indians have won the toss and have opted to field,Gujarat Titans won by 55 runs,Abhinav Manohar,MI,field,GT,MI,Abhinav Manohar, Green,6,0,Short,undefined
17.1," Green to Miller, 1 run, in the air and safe. Miller shimmies down and is met by a short ball, he goes through with the pull but the ball gets big on him, the top-edge balloons up and lands near backward square region. Arjun runs across from short fine but cannot get there in time to take the catch ",1st Inns,35t,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Noor Ahmad, Mohit Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Nehal Wadhera, Kumar Kartikeya, Arjun Tendulkar, Riley Meredith, Piyush Chawla, Jason Behrendorff","Gujarat Titans subs: Joshua Little, Dasun Shanaka, Shivam Mavi, Ravisrinivasan Sai Kishore, Srikar Bharat","Mumbai Indians subs: Ramandeep Singh, Tilak Varma, Shams Mulani, Vishnu Vinod, Sandeep Warrier",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 25,2023",Mumbai Indians have won the toss and have opted to field,Gujarat Titans won by 55 runs,Abhinav Manohar,MI,field,GT,MI,Miller, Green,1,0,Short,undefined
16.6," Meredith to Miller, 1 run, low full toss around off, Miller jams it towards backward point and retains strike ",1st Inns,35t,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Noor Ahmad, Mohit Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Nehal Wadhera, Kumar Kartikeya, Arjun Tendulkar, Riley Meredith, Piyush Chawla, Jason Behrendorff","Gujarat Titans subs: Joshua Little, Dasun Shanaka, Shivam Mavi, Ravisrinivasan Sai Kishore, Srikar Bharat","Mumbai Indians subs: Ramandeep Singh, Tilak Varma, Shams Mulani, Vishnu Vinod, Sandeep Warrier",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 25,2023",Mumbai Indians have won the toss and have opted to field,Gujarat Titans won by 55 runs,Abhinav Manohar,MI,field,GT,MI,Miller, Meredith,1,0,Full,undefined
16.5," Meredith to Miller, FOUR, Miller picks the slower ball and belts the cut square on the off-side, he split deep backward point and deep extra cover ",1st Inns,35t,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Noor Ahmad, Mohit Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Nehal Wadhera, Kumar Kartikeya, Arjun Tendulkar, Riley Meredith, Piyush Chawla, Jason Behrendorff","Gujarat Titans subs: Joshua Little, Dasun Shanaka, Shivam Mavi, Ravisrinivasan Sai Kishore, Srikar Bharat","Mumbai Indians subs: Ramandeep Singh, Tilak Varma, Shams Mulani, Vishnu Vinod, Sandeep Warrier",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 25,2023",Mumbai Indians have won the toss and have opted to field,Gujarat Titans won by 55 runs,Abhinav Manohar,MI,field,GT,MI,Miller, Meredith,4,0,undefined,undefined
16.4," Meredith to Abhinav Manohar, 1 run, 112.6ks off-pace delivery, Manohar knocks it to long-on ",1st Inns,35t,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Noor Ahmad, Mohit Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Nehal Wadhera, Kumar Kartikeya, Arjun Tendulkar, Riley Meredith, Piyush Chawla, Jason Behrendorff","Gujarat Titans subs: Joshua Little, Dasun Shanaka, Shivam Mavi, Ravisrinivasan Sai Kishore, Srikar Bharat","Mumbai Indians subs: Ramandeep Singh, Tilak Varma, Shams Mulani, Vishnu Vinod, Sandeep Warrier",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 25,2023",Mumbai Indians have won the toss and have opted to field,Gujarat Titans won by 55 runs,Abhinav Manohar,MI,field,GT,MI,Abhinav Manohar, Meredith,1,0,undefined,undefined
16.3," Meredith to Abhinav Manohar, FOUR, poor from Chawla. Yorker around off, Manohar squeezes it to short third and Chawla makes a mess, he takes his eyes off and allows the ball to escape past him. Rohit is not a happy captain ",1st Inns,35t,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Vijay Shankar, David Miller, Abhinav Manohar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Noor Ahmad, Mohit Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Nehal Wadhera, Kumar Kartikeya, Arjun Tendulkar, Riley Meredith, Piyush Chawla, Jason Behrendorff","Gujarat Titans subs: Joshua Little, Dasun Shanaka, Shivam Mavi, Ravisrinivasan Sai Kishore, Srikar Bharat","Mumbai Indians subs: Ramandeep Singh, Tilak Varma, Shams Mulani, Vishnu Vinod, Sandeep Warrier",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 25,2023",Mumbai Indians have won the toss and have opted to field,Gujarat Titans won by 55 runs,Abhinav Manohar,MI,field,GT,MI,Abhinav Manohar, Meredith,4,0,yorker,undefined
