ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,ball_speed,out_type
19.6," Behrendorff to Harpreet Brar, out Harpreet Brar Run Out!! 1 run completed! Full ball well outside off, hit away towards wide long-on. The batters call for the second but the throw comes in accurate to Ishan Kishan who takes the bails off to beat the dive of Harpreet Brar. Harpreet Brar run out (Tilak Varma/Ishan Kishan) 5(2) [4s-1] ",1st Inns,31st,Mumbai Indians,Punjab Kings,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Tilak Varma, Arjun Tendulkar, Hrithik Shokeen, Jofra Archer, Piyush Chawla, Jason Behrendorff","Punjab Kings (Playing XI): Atharva Taide, Prabhsimran Singh, Matthew Short, Liam Livingstone, Sam Curran(c), Jitesh Sharma(w), Harpreet Singh Bhatia, Shahrukh Khan, Harpreet Brar, Rahul Chahar, Arshdeep Singh","Mumbai Indians Subs: Ramandeep Singh , Kumar Kartikeya, Shams Mulani, Vishnu Vinod, Nehal Wadhera","Punjab Kings Subs: Nathan Ellis, Mohit Rathee, Sikandar Raza, Rishi Dhawan, Gurnoor Brar",IPL,2023,"Wankhede Stadium,Mumbai","Apr 22,2023",Mumbai Indians have won the toss and have opted to field,Punjab Kings won by 13 runs,Sam Curran,MI,field,PBKS,MI,Harpreet Brar, Behrendorff,out,out,Full,off side,long-on,,,"run out ,(Tilak Varma/Ishan Kishan)"
19.5," Behrendorff to Harpreet Brar, FOUR, full ball well outside off, Harpreet Brar reaches out to it and hammers it past extra cover. David moves to his right, and dives but fails to keep the ball in play. Was a good effort from him ",1st Inns,31st,Mumbai Indians,Punjab Kings,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Tilak Varma, Arjun Tendulkar, Hrithik Shokeen, Jofra Archer, Piyush Chawla, Jason Behrendorff","Punjab Kings (Playing XI): Atharva Taide, Prabhsimran Singh, Matthew Short, Liam Livingstone, Sam Curran(c), Jitesh Sharma(w), Harpreet Singh Bhatia, Shahrukh Khan, Harpreet Brar, Rahul Chahar, Arshdeep Singh","Mumbai Indians Subs: Ramandeep Singh , Kumar Kartikeya, Shams Mulani, Vishnu Vinod, Nehal Wadhera","Punjab Kings Subs: Nathan Ellis, Mohit Rathee, Sikandar Raza, Rishi Dhawan, Gurnoor Brar",IPL,2023,"Wankhede Stadium,Mumbai","Apr 22,2023",Mumbai Indians have won the toss and have opted to field,Punjab Kings won by 13 runs,Sam Curran,MI,field,PBKS,MI,Harpreet Brar, Behrendorff,4,0,Full,off side,extra cover,,,
19.4," Behrendorff to Jitesh Sharma, out Bowled!! Jitesh Sharma makes a bit of room, and steps out to open up the off-side but it is fullish, fast, and accurate. Goes past the swinging blade of Jitesh Sharma and rattles the stumps. End of a terrific cameo. Jitesh Sharma b Behrendorff 25(7) [6s-4] ",1st Inns,31st,Mumbai Indians,Punjab Kings,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Tilak Varma, Arjun Tendulkar, Hrithik Shokeen, Jofra Archer, Piyush Chawla, Jason Behrendorff","Punjab Kings (Playing XI): Atharva Taide, Prabhsimran Singh, Matthew Short, Liam Livingstone, Sam Curran(c), Jitesh Sharma(w), Harpreet Singh Bhatia, Shahrukh Khan, Harpreet Brar, Rahul Chahar, Arshdeep Singh","Mumbai Indians Subs: Ramandeep Singh , Kumar Kartikeya, Shams Mulani, Vishnu Vinod, Nehal Wadhera","Punjab Kings Subs: Nathan Ellis, Mohit Rathee, Sikandar Raza, Rishi Dhawan, Gurnoor Brar",IPL,2023,"Wankhede Stadium,Mumbai","Apr 22,2023",Mumbai Indians have won the toss and have opted to field,Punjab Kings won by 13 runs,Sam Curran,MI,field,PBKS,MI,Jitesh Sharma, Behrendorff,out,out,Full,undefined,off-side,,,bowled
19.3," Behrendorff to Jitesh Sharma, SIX, that's mammoth! Short ball on leg, Jitesh Sharma nails the pull over deep backward square leg another six ",1st Inns,31st,Mumbai Indians,Punjab Kings,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Tilak Varma, Arjun Tendulkar, Hrithik Shokeen, Jofra Archer, Piyush Chawla, Jason Behrendorff","Punjab Kings (Playing XI): Atharva Taide, Prabhsimran Singh, Matthew Short, Liam Livingstone, Sam Curran(c), Jitesh Sharma(w), Harpreet Singh Bhatia, Shahrukh Khan, Harpreet Brar, Rahul Chahar, Arshdeep Singh","Mumbai Indians Subs: Ramandeep Singh , Kumar Kartikeya, Shams Mulani, Vishnu Vinod, Nehal Wadhera","Punjab Kings Subs: Nathan Ellis, Mohit Rathee, Sikandar Raza, Rishi Dhawan, Gurnoor Brar",IPL,2023,"Wankhede Stadium,Mumbai","Apr 22,2023",Mumbai Indians have won the toss and have opted to field,Punjab Kings won by 13 runs,Sam Curran,MI,field,PBKS,MI,Jitesh Sharma, Behrendorff,6,0,Short,leg side,deep backward square,pull shot,,
19.2," Behrendorff to Jitesh Sharma, no run, Behrendorff comes from round the wicket and bowls a short ball down leg. Jitesh Sharma looks to hook it away but misses. Jitesh Sharma wants the review but the umpire indicates that there are no reviews left ",1st Inns,31st,Mumbai Indians,Punjab Kings,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Tilak Varma, Arjun Tendulkar, Hrithik Shokeen, Jofra Archer, Piyush Chawla, Jason Behrendorff","Punjab Kings (Playing XI): Atharva Taide, Prabhsimran Singh, Matthew Short, Liam Livingstone, Sam Curran(c), Jitesh Sharma(w), Harpreet Singh Bhatia, Shahrukh Khan, Harpreet Brar, Rahul Chahar, Arshdeep Singh","Mumbai Indians Subs: Ramandeep Singh , Kumar Kartikeya, Shams Mulani, Vishnu Vinod, Nehal Wadhera","Punjab Kings Subs: Nathan Ellis, Mohit Rathee, Sikandar Raza, Rishi Dhawan, Gurnoor Brar",IPL,2023,"Wankhede Stadium,Mumbai","Apr 22,2023",Mumbai Indians have won the toss and have opted to field,Punjab Kings won by 13 runs,Sam Curran,MI,field,PBKS,MI,Jitesh Sharma, Behrendorff,0,0,Short,undefined,,beaten,,
19.1," Behrendorff to Jitesh Sharma, SIX, Jitesh Sharma is making quite an impact! Poor ball as it is in the slot, Jitesh Sharma tonks it down the ground for a 104m six, that was massive ",1st Inns,31st,Mumbai Indians,Punjab Kings,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Tilak Varma, Arjun Tendulkar, Hrithik Shokeen, Jofra Archer, Piyush Chawla, Jason Behrendorff","Punjab Kings (Playing XI): Atharva Taide, Prabhsimran Singh, Matthew Short, Liam Livingstone, Sam Curran(c), Jitesh Sharma(w), Harpreet Singh Bhatia, Shahrukh Khan, Harpreet Brar, Rahul Chahar, Arshdeep Singh","Mumbai Indians Subs: Ramandeep Singh , Kumar Kartikeya, Shams Mulani, Vishnu Vinod, Nehal Wadhera","Punjab Kings Subs: Nathan Ellis, Mohit Rathee, Sikandar Raza, Rishi Dhawan, Gurnoor Brar",IPL,2023,"Wankhede Stadium,Mumbai","Apr 22,2023",Mumbai Indians have won the toss and have opted to field,Punjab Kings won by 13 runs,Sam Curran,MI,field,PBKS,MI,Jitesh Sharma, Behrendorff,6,0,Slot,undefined,,,,
18.6," Jofra Archer to Sam Curran, out Caught&Bowled!! Jofra Archer has his revenge but Sam Curran has done quite some damage! Sam Curran once again backs away and Archer follows him with a hard length ball. The batter is cramped for room as the ball hits the splice and lobs to Archer who accepts the dolly. Sam Curran c and b Jofra Archer 55(29) [4s-5 6s-4] ",1st Inns,31st,Mumbai Indians,Punjab Kings,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Tilak Varma, Arjun Tendulkar, Hrithik Shokeen, Jofra Archer, Piyush Chawla, Jason Behrendorff","Punjab Kings (Playing XI): Atharva Taide, Prabhsimran Singh, Matthew Short, Liam Livingstone, Sam Curran(c), Jitesh Sharma(w), Harpreet Singh Bhatia, Shahrukh Khan, Harpreet Brar, Rahul Chahar, Arshdeep Singh","Mumbai Indians Subs: Ramandeep Singh , Kumar Kartikeya, Shams Mulani, Vishnu Vinod, Nehal Wadhera","Punjab Kings Subs: Nathan Ellis, Mohit Rathee, Sikandar Raza, Rishi Dhawan, Gurnoor Brar",IPL,2023,"Wankhede Stadium,Mumbai","Apr 22,2023",Mumbai Indians have won the toss and have opted to field,Punjab Kings won by 13 runs,Sam Curran,MI,field,PBKS,MI,Sam Curran, Jofra Archer,out,out,Good,undefined,,ramp shot,,"Catch out , Jofra Archer"
18.5," Jofra Archer to Sam Curran, FOUR, a very full ball on off, Sam Curran once again backs away and places it expertly past the dive of backward point. It is raining boundaries at the Wankhede ",1st Inns,31st,Mumbai Indians,Punjab Kings,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Tilak Varma, Arjun Tendulkar, Hrithik Shokeen, Jofra Archer, Piyush Chawla, Jason Behrendorff","Punjab Kings (Playing XI): Atharva Taide, Prabhsimran Singh, Matthew Short, Liam Livingstone, Sam Curran(c), Jitesh Sharma(w), Harpreet Singh Bhatia, Shahrukh Khan, Harpreet Brar, Rahul Chahar, Arshdeep Singh","Mumbai Indians Subs: Ramandeep Singh , Kumar Kartikeya, Shams Mulani, Vishnu Vinod, Nehal Wadhera","Punjab Kings Subs: Nathan Ellis, Mohit Rathee, Sikandar Raza, Rishi Dhawan, Gurnoor Brar",IPL,2023,"Wankhede Stadium,Mumbai","Apr 22,2023",Mumbai Indians have won the toss and have opted to field,Punjab Kings won by 13 runs,Sam Curran,MI,field,PBKS,MI,Sam Curran, Jofra Archer,4,0,Full,off side,backward point,,,
18.4," Jofra Archer to Sam Curran, no run, Jofra Archer rightly anticipates that Sam Curran would make room and follows him with a hard length ball. He looks to open up the off-side but is beaten ",1st Inns,31st,Mumbai Indians,Punjab Kings,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Tilak Varma, Arjun Tendulkar, Hrithik Shokeen, Jofra Archer, Piyush Chawla, Jason Behrendorff","Punjab Kings (Playing XI): Atharva Taide, Prabhsimran Singh, Matthew Short, Liam Livingstone, Sam Curran(c), Jitesh Sharma(w), Harpreet Singh Bhatia, Shahrukh Khan, Harpreet Brar, Rahul Chahar, Arshdeep Singh","Mumbai Indians Subs: Ramandeep Singh , Kumar Kartikeya, Shams Mulani, Vishnu Vinod, Nehal Wadhera","Punjab Kings Subs: Nathan Ellis, Mohit Rathee, Sikandar Raza, Rishi Dhawan, Gurnoor Brar",IPL,2023,"Wankhede Stadium,Mumbai","Apr 22,2023",Mumbai Indians have won the toss and have opted to field,Punjab Kings won by 13 runs,Sam Curran,MI,field,PBKS,MI,Sam Curran, Jofra Archer,0,0,Good,undefined,off-side,beaten,,
18.3," Jofra Archer to Sam Curran, FOUR, Jofra Archer in search of another yorker bowls a full toss. Sam Curran makes room and carves it past backward point to find the fence. That brings up his fifty as well, has been a captain's knock from him ",1st Inns,31st,Mumbai Indians,Punjab Kings,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tim David, Tilak Varma, Arjun Tendulkar, Hrithik Shokeen, Jofra Archer, Piyush Chawla, Jason Behrendorff","Punjab Kings (Playing XI): Atharva Taide, Prabhsimran Singh, Matthew Short, Liam Livingstone, Sam Curran(c), Jitesh Sharma(w), Harpreet Singh Bhatia, Shahrukh Khan, Harpreet Brar, Rahul Chahar, Arshdeep Singh","Mumbai Indians Subs: Ramandeep Singh , Kumar Kartikeya, Shams Mulani, Vishnu Vinod, Nehal Wadhera","Punjab Kings Subs: Nathan Ellis, Mohit Rathee, Sikandar Raza, Rishi Dhawan, Gurnoor Brar",IPL,2023,"Wankhede Stadium,Mumbai","Apr 22,2023",Mumbai Indians have won the toss and have opted to field,Punjab Kings won by 13 runs,Sam Curran,MI,field,PBKS,MI,Sam Curran, Jofra Archer,4,0,yorker,undefined,backward point,,,
