ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,Toss_winner,toss_chosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length
19.6," T Natarajan to Green, out Tim David Run Out!! 1 run completed. David perishes for the team's cause. Low full toss around leg-stump, Green flicks it to deep mid-wicket and the pair decide to go for the second Abhishek gather cleanly and sends a one bounce throw to Natarajan who takes care of the rest. David was well short of the crease. Tim David run out (Abhishek Sharma/T Natarajan) 16(11) [4s-2] ",1st Inns,25t,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Mayank Agarwal, Harry Brook, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abhishek Sharma, Washington Sundar, Marco Jansen, Bhuvneshwar Kumar, Mayank Markande, T Natarajan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Tilak Varma, Suryakumar Yadav, Tim David, Cameron Green, Arjun Tendulkar, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jason Behrendorff","Sunrisers Hyderabad Subs: Abdul Samad, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Umran Malik","Mumbai Indians Subs: Riley Meredith, Ramandeep Singh, Kumar Kartikeya, Shams Mulani, Vishnu Vinod",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","Apr 18,2023",Sunrisers Hyderabad have won the toss and have opted to field,Mumbai Indians won by 14 runs,Cameron Green,SRH,field,MI,SRH,Green, T Natarajan,out,out,Full
19.5," T Natarajan to Tim David, 1 run, yorker at the stumps, David toe-ends the flick to deep mid-wicket ",1st Inns,25t,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Mayank Agarwal, Harry Brook, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abhishek Sharma, Washington Sundar, Marco Jansen, Bhuvneshwar Kumar, Mayank Markande, T Natarajan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Tilak Varma, Suryakumar Yadav, Tim David, Cameron Green, Arjun Tendulkar, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jason Behrendorff","Sunrisers Hyderabad Subs: Abdul Samad, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Umran Malik","Mumbai Indians Subs: Riley Meredith, Ramandeep Singh, Kumar Kartikeya, Shams Mulani, Vishnu Vinod",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","Apr 18,2023",Sunrisers Hyderabad have won the toss and have opted to field,Mumbai Indians won by 14 runs,Cameron Green,SRH,field,MI,SRH,Tim David, T Natarajan,1,0,yorker
19.4," T Natarajan to Tim David, FOUR, full toss outside off, David kneels down and throws everything behind the slice, gets it over backward point and sweeper has no chance of stopping that ",1st Inns,25t,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Mayank Agarwal, Harry Brook, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abhishek Sharma, Washington Sundar, Marco Jansen, Bhuvneshwar Kumar, Mayank Markande, T Natarajan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Tilak Varma, Suryakumar Yadav, Tim David, Cameron Green, Arjun Tendulkar, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jason Behrendorff","Sunrisers Hyderabad Subs: Abdul Samad, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Umran Malik","Mumbai Indians Subs: Riley Meredith, Ramandeep Singh, Kumar Kartikeya, Shams Mulani, Vishnu Vinod",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","Apr 18,2023",Sunrisers Hyderabad have won the toss and have opted to field,Mumbai Indians won by 14 runs,Cameron Green,SRH,field,MI,SRH,Tim David, T Natarajan,4,0,Full
19.3," T Natarajan to Green, 3 runs, full toss angled across, Green does not get it off middle as he looks to loft but manages to clear extra cover, easy three. There's a check (MI review) whether it was above the waist but once again Green's height denies him an extra, ball-tracking shows it to be dipping ",1st Inns,25t,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Mayank Agarwal, Harry Brook, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abhishek Sharma, Washington Sundar, Marco Jansen, Bhuvneshwar Kumar, Mayank Markande, T Natarajan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Tilak Varma, Suryakumar Yadav, Tim David, Cameron Green, Arjun Tendulkar, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jason Behrendorff","Sunrisers Hyderabad Subs: Abdul Samad, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Umran Malik","Mumbai Indians Subs: Riley Meredith, Ramandeep Singh, Kumar Kartikeya, Shams Mulani, Vishnu Vinod",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","Apr 18,2023",Sunrisers Hyderabad have won the toss and have opted to field,Mumbai Indians won by 14 runs,Cameron Green,SRH,field,MI,SRH,Green, T Natarajan,3,0,Full
19.2," T Natarajan to Tim David, 1 run, short and cramping the batter, David mistimes the pull through mid-wicket ",1st Inns,25t,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Mayank Agarwal, Harry Brook, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abhishek Sharma, Washington Sundar, Marco Jansen, Bhuvneshwar Kumar, Mayank Markande, T Natarajan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Tilak Varma, Suryakumar Yadav, Tim David, Cameron Green, Arjun Tendulkar, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jason Behrendorff","Sunrisers Hyderabad Subs: Abdul Samad, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Umran Malik","Mumbai Indians Subs: Riley Meredith, Ramandeep Singh, Kumar Kartikeya, Shams Mulani, Vishnu Vinod",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","Apr 18,2023",Sunrisers Hyderabad have won the toss and have opted to field,Mumbai Indians won by 14 runs,Cameron Green,SRH,field,MI,SRH,Tim David, T Natarajan,1,0,Short
19.1," T Natarajan to Tim David, FOUR, lovely shot! Not too much wrong with the delivery. Low full toss aimed for the toes, David crouches low and manages to flick it backward of square leg. Natarajan is in disbelief ",1st Inns,25t,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Mayank Agarwal, Harry Brook, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abhishek Sharma, Washington Sundar, Marco Jansen, Bhuvneshwar Kumar, Mayank Markande, T Natarajan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Tilak Varma, Suryakumar Yadav, Tim David, Cameron Green, Arjun Tendulkar, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jason Behrendorff","Sunrisers Hyderabad Subs: Abdul Samad, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Umran Malik","Mumbai Indians Subs: Riley Meredith, Ramandeep Singh, Kumar Kartikeya, Shams Mulani, Vishnu Vinod",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","Apr 18,2023",Sunrisers Hyderabad have won the toss and have opted to field,Mumbai Indians won by 14 runs,Cameron Green,SRH,field,MI,SRH,Tim David, T Natarajan,4,0,Full
18.6," Bhuvneshwar to Green, no run, terrific over, just 6 runs. Slower bouncer and Green was ducking initially, but then tries the ramp but the ball lobs over him. And with his height it is difficult for umpires to even call these as wide ",1st Inns,25t,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Mayank Agarwal, Harry Brook, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abhishek Sharma, Washington Sundar, Marco Jansen, Bhuvneshwar Kumar, Mayank Markande, T Natarajan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Tilak Varma, Suryakumar Yadav, Tim David, Cameron Green, Arjun Tendulkar, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jason Behrendorff","Sunrisers Hyderabad Subs: Abdul Samad, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Umran Malik","Mumbai Indians Subs: Riley Meredith, Ramandeep Singh, Kumar Kartikeya, Shams Mulani, Vishnu Vinod",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","Apr 18,2023",Sunrisers Hyderabad have won the toss and have opted to field,Mumbai Indians won by 14 runs,Cameron Green,SRH,field,MI,SRH,Green, Bhuvneshwar,0,0,undefined
18.5," Bhuvneshwar to Tim David, 1 run, low full toss around the toes, David can only drive it down to long-on ",1st Inns,25t,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Mayank Agarwal, Harry Brook, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abhishek Sharma, Washington Sundar, Marco Jansen, Bhuvneshwar Kumar, Mayank Markande, T Natarajan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Tilak Varma, Suryakumar Yadav, Tim David, Cameron Green, Arjun Tendulkar, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jason Behrendorff","Sunrisers Hyderabad Subs: Abdul Samad, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Umran Malik","Mumbai Indians Subs: Riley Meredith, Ramandeep Singh, Kumar Kartikeya, Shams Mulani, Vishnu Vinod",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","Apr 18,2023",Sunrisers Hyderabad have won the toss and have opted to field,Mumbai Indians won by 14 runs,Cameron Green,SRH,field,MI,SRH,Tim David, Bhuvneshwar,1,0,Full
18.4," Bhuvneshwar to Green, 1 run, charges down and bashes the slower ball straight to long-off ",1st Inns,25t,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Mayank Agarwal, Harry Brook, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abhishek Sharma, Washington Sundar, Marco Jansen, Bhuvneshwar Kumar, Mayank Markande, T Natarajan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Tilak Varma, Suryakumar Yadav, Tim David, Cameron Green, Arjun Tendulkar, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jason Behrendorff","Sunrisers Hyderabad Subs: Abdul Samad, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Umran Malik","Mumbai Indians Subs: Riley Meredith, Ramandeep Singh, Kumar Kartikeya, Shams Mulani, Vishnu Vinod",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","Apr 18,2023",Sunrisers Hyderabad have won the toss and have opted to field,Mumbai Indians won by 14 runs,Cameron Green,SRH,field,MI,SRH,Green, Bhuvneshwar,1,0,undefined
18.3," Bhuvneshwar to Tim David, 1 run, short of length and the ball does not come on, David is through the pull early and toe-ends it to extra cover ",1st Inns,25t,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Mayank Agarwal, Harry Brook, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abhishek Sharma, Washington Sundar, Marco Jansen, Bhuvneshwar Kumar, Mayank Markande, T Natarajan","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Tilak Varma, Suryakumar Yadav, Tim David, Cameron Green, Arjun Tendulkar, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jason Behrendorff","Sunrisers Hyderabad Subs: Abdul Samad, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Umran Malik","Mumbai Indians Subs: Riley Meredith, Ramandeep Singh, Kumar Kartikeya, Shams Mulani, Vishnu Vinod",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","Apr 18,2023",Sunrisers Hyderabad have won the toss and have opted to field,Mumbai Indians won by 14 runs,Cameron Green,SRH,field,MI,SRH,Tim David, Bhuvneshwar,1,0,Short
