ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,Toss_winner,toss_chosen
19.6," Khejroliya to Dhoni, 2 runs, yorker length on off, Dhoni slams it towards long-on and the 34-year-old Rahane and 41-year-old Dhoni are fast enough to come back for the second run... ",CSK Inns,33r,Kolkata Knight Riders,Chennai Super Kings,"Kolkata Knight Riders (Playing XI): N Jagadeesan(w), Jason Roy, Nitish Rana(c), Andre Russell, Rinku Singh, Sunil Narine, David Wiese, Kulwant Khejroliya, Suyash Sharma, Umesh Yadav, Varun Chakaravarthy","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana","Kolkata Knight Riders subs: Mandeep Singh, Anukul Roy, Vaibhav Arora, Litton Das, Venkatesh Iyer","Chennai Super Kings subs: Akash Singh, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Eden Gardens,Kolkata","Apr 23,2023",Kolkata Knight Riders have won the toss and have opted to field,Chennai Super Kings won by 49 runs,Ajinkya Rahane,KKR,field
19.5," Khejroliya to Dhoni, no run, Dhoni misses the free hit!! This was full and wide outside off, the CSK captain took a wild swipe but made no connection ",CSK Inns,33r,Kolkata Knight Riders,Chennai Super Kings,"Kolkata Knight Riders (Playing XI): N Jagadeesan(w), Jason Roy, Nitish Rana(c), Andre Russell, Rinku Singh, Sunil Narine, David Wiese, Kulwant Khejroliya, Suyash Sharma, Umesh Yadav, Varun Chakaravarthy","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana","Kolkata Knight Riders subs: Mandeep Singh, Anukul Roy, Vaibhav Arora, Litton Das, Venkatesh Iyer","Chennai Super Kings subs: Akash Singh, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Eden Gardens,Kolkata","Apr 23,2023",Kolkata Knight Riders have won the toss and have opted to field,Chennai Super Kings won by 49 runs,Ajinkya Rahane,KKR,field
19.5," Khejroliya to Dhoni, no ball, beamer outside off, not given no ball initially but called upon review from MSD ",CSK Inns,33r,Kolkata Knight Riders,Chennai Super Kings,"Kolkata Knight Riders (Playing XI): N Jagadeesan(w), Jason Roy, Nitish Rana(c), Andre Russell, Rinku Singh, Sunil Narine, David Wiese, Kulwant Khejroliya, Suyash Sharma, Umesh Yadav, Varun Chakaravarthy","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana","Kolkata Knight Riders subs: Mandeep Singh, Anukul Roy, Vaibhav Arora, Litton Das, Venkatesh Iyer","Chennai Super Kings subs: Akash Singh, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Eden Gardens,Kolkata","Apr 23,2023",Kolkata Knight Riders have won the toss and have opted to field,Chennai Super Kings won by 49 runs,Ajinkya Rahane,KKR,field
19.4," Khejroliya to Jadeja, out Caught by Rinku Singh!! Jadeja has been caught at deep backward square leg but was this full toss above-waist? Ball is dipping and it's below the waist. Fair delivery and Jaddu has to depart. A high full toss on middle and leg, Jadeja swings hard but gets it off the top part of the bat. A straightforward catch for Rinku. Jadeja c Rinku Singh b Khejroliya 18(8) [6s-2] ",CSK Inns,33r,Kolkata Knight Riders,Chennai Super Kings,"Kolkata Knight Riders (Playing XI): N Jagadeesan(w), Jason Roy, Nitish Rana(c), Andre Russell, Rinku Singh, Sunil Narine, David Wiese, Kulwant Khejroliya, Suyash Sharma, Umesh Yadav, Varun Chakaravarthy","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana","Kolkata Knight Riders subs: Mandeep Singh, Anukul Roy, Vaibhav Arora, Litton Das, Venkatesh Iyer","Chennai Super Kings subs: Akash Singh, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Eden Gardens,Kolkata","Apr 23,2023",Kolkata Knight Riders have won the toss and have opted to field,Chennai Super Kings won by 49 runs,Ajinkya Rahane,KKR,field
19.3,"Khejroliya to Jadeja, SIX, just short on the yorker from the bowler, ends as a slot ball which Jadeja dispatches over long-on",CSK Inns,33r,Kolkata Knight Riders,Chennai Super Kings,"Kolkata Knight Riders (Playing XI): N Jagadeesan(w), Jason Roy, Nitish Rana(c), Andre Russell, Rinku Singh, Sunil Narine, David Wiese, Kulwant Khejroliya, Suyash Sharma, Umesh Yadav, Varun Chakaravarthy","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana","Kolkata Knight Riders subs: Mandeep Singh, Anukul Roy, Vaibhav Arora, Litton Das, Venkatesh Iyer","Chennai Super Kings subs: Akash Singh, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Eden Gardens,Kolkata","Apr 23,2023",Kolkata Knight Riders have won the toss and have opted to field,Chennai Super Kings won by 49 runs,Ajinkya Rahane,KKR,field
19.2,"Khejroliya to Jadeja, 2 runs, Khejroliya nails the yorker, dug out towards long-on",CSK Inns,33r,Kolkata Knight Riders,Chennai Super Kings,"Kolkata Knight Riders (Playing XI): N Jagadeesan(w), Jason Roy, Nitish Rana(c), Andre Russell, Rinku Singh, Sunil Narine, David Wiese, Kulwant Khejroliya, Suyash Sharma, Umesh Yadav, Varun Chakaravarthy","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana","Kolkata Knight Riders subs: Mandeep Singh, Anukul Roy, Vaibhav Arora, Litton Das, Venkatesh Iyer","Chennai Super Kings subs: Akash Singh, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Eden Gardens,Kolkata","Apr 23,2023",Kolkata Knight Riders have won the toss and have opted to field,Chennai Super Kings won by 49 runs,Ajinkya Rahane,KKR,field
19.1,"Khejroliya to Jadeja, SIX, low full toss, Jadeja swings through the line and deposits this over wide long-on for six!!",CSK Inns,33r,Kolkata Knight Riders,Chennai Super Kings,"Kolkata Knight Riders (Playing XI): N Jagadeesan(w), Jason Roy, Nitish Rana(c), Andre Russell, Rinku Singh, Sunil Narine, David Wiese, Kulwant Khejroliya, Suyash Sharma, Umesh Yadav, Varun Chakaravarthy","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana","Kolkata Knight Riders subs: Mandeep Singh, Anukul Roy, Vaibhav Arora, Litton Das, Venkatesh Iyer","Chennai Super Kings subs: Akash Singh, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Eden Gardens,Kolkata","Apr 23,2023",Kolkata Knight Riders have won the toss and have opted to field,Chennai Super Kings won by 49 runs,Ajinkya Rahane,KKR,field
18.6," Chakaravarthy to Rahane, FOUR, four to end the over! Fired across the right-hander from a shorter length, Rahane waits on the back foot and slaps the cut through the covers. Bullets away to the fence. 19 runs off the over! ",CSK Inns,33r,Kolkata Knight Riders,Chennai Super Kings,"Kolkata Knight Riders (Playing XI): N Jagadeesan(w), Jason Roy, Nitish Rana(c), Andre Russell, Rinku Singh, Sunil Narine, David Wiese, Kulwant Khejroliya, Suyash Sharma, Umesh Yadav, Varun Chakaravarthy","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana","Kolkata Knight Riders subs: Mandeep Singh, Anukul Roy, Vaibhav Arora, Litton Das, Venkatesh Iyer","Chennai Super Kings subs: Akash Singh, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Eden Gardens,Kolkata","Apr 23,2023",Kolkata Knight Riders have won the toss and have opted to field,Chennai Super Kings won by 49 runs,Ajinkya Rahane,KKR,field
18.5," Chakaravarthy to Rahane, SIX, 96kph, even bigger! 96kph, overpitched by Chakaravarthy and Rahane slightly moves leg-side. Gets underneath the ball and lofts it handsomely over long-on. Wow! ",CSK Inns,33r,Kolkata Knight Riders,Chennai Super Kings,"Kolkata Knight Riders (Playing XI): N Jagadeesan(w), Jason Roy, Nitish Rana(c), Andre Russell, Rinku Singh, Sunil Narine, David Wiese, Kulwant Khejroliya, Suyash Sharma, Umesh Yadav, Varun Chakaravarthy","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana","Kolkata Knight Riders subs: Mandeep Singh, Anukul Roy, Vaibhav Arora, Litton Das, Venkatesh Iyer","Chennai Super Kings subs: Akash Singh, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Eden Gardens,Kolkata","Apr 23,2023",Kolkata Knight Riders have won the toss and have opted to field,Chennai Super Kings won by 49 runs,Ajinkya Rahane,KKR,field
18.4," Chakaravarthy to Rahane, SIX, carrom ball, Rahane skips down the track and swings through the line. Hammered straight of long-on ",CSK Inns,33r,Kolkata Knight Riders,Chennai Super Kings,"Kolkata Knight Riders (Playing XI): N Jagadeesan(w), Jason Roy, Nitish Rana(c), Andre Russell, Rinku Singh, Sunil Narine, David Wiese, Kulwant Khejroliya, Suyash Sharma, Umesh Yadav, Varun Chakaravarthy","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana","Kolkata Knight Riders subs: Mandeep Singh, Anukul Roy, Vaibhav Arora, Litton Das, Venkatesh Iyer","Chennai Super Kings subs: Akash Singh, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar",IPL,2023,"Eden Gardens,Kolkata","Apr 23,2023",Kolkata Knight Riders have won the toss and have opted to field,Chennai Super Kings won by 49 runs,Ajinkya Rahane,KKR,field
