ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,Toss_winner,toss_chosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination
19.6," Umesh Yadav to Klaasen, 1 run, short delivery, Klaasen toe-ends the pull, just one run ",1st Inns,19t,Kolkata Knight Riders,Sunrisers Hyderabad,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), N Jagadeesan, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, Shardul Thakur, Umesh Yadav, Suyash Sharma, Lockie Ferguson, Varun Chakaravarthy","Sunrisers Hyderabad (Playing XI): Harry Brook, Mayank Agarwal, Rahul Tripathi, Aiden Markram(c), Abhishek Sharma, Heinrich Klaasen(w), Marco Jansen, Bhuvneshwar Kumar, Mayank Markande, Umran Malik, T Natarajan","Kolkata Knight Riders Subs: Mandeep Singh, Anukul Roy, Venkatesh Iyer, David Wiese, Kulwant Khejroliya","Sunrisers Hyderabad Subs: Abdul Samad, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Washington Sundar",IPL,2023,"Eden Gardens,Kolkata","Apr 14,2023",Kolkata Knight Riders have won the toss and have opted to field,Sunrisers Hyderabad won by 23 runs,Harry Brook,KKR,field,SRH,KKR,Klaasen, Umesh Yadav,1,0,Short,undefined,
19.6," Umesh Yadav to Klaasen, wide, short and wide ",1st Inns,19t,Kolkata Knight Riders,Sunrisers Hyderabad,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), N Jagadeesan, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, Shardul Thakur, Umesh Yadav, Suyash Sharma, Lockie Ferguson, Varun Chakaravarthy","Sunrisers Hyderabad (Playing XI): Harry Brook, Mayank Agarwal, Rahul Tripathi, Aiden Markram(c), Abhishek Sharma, Heinrich Klaasen(w), Marco Jansen, Bhuvneshwar Kumar, Mayank Markande, Umran Malik, T Natarajan","Kolkata Knight Riders Subs: Mandeep Singh, Anukul Roy, Venkatesh Iyer, David Wiese, Kulwant Khejroliya","Sunrisers Hyderabad Subs: Abdul Samad, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Washington Sundar",IPL,2023,"Eden Gardens,Kolkata","Apr 14,2023",Kolkata Knight Riders have won the toss and have opted to field,Sunrisers Hyderabad won by 23 runs,Harry Brook,KKR,field,SRH,KKR,Klaasen, Umesh Yadav,wide,1,Short,wide,
19.5," Umesh Yadav to Klaasen, SIX, full toss, Klaasen hits down the ground, wasn't middled but he manages to hit over the rope ",1st Inns,19t,Kolkata Knight Riders,Sunrisers Hyderabad,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), N Jagadeesan, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, Shardul Thakur, Umesh Yadav, Suyash Sharma, Lockie Ferguson, Varun Chakaravarthy","Sunrisers Hyderabad (Playing XI): Harry Brook, Mayank Agarwal, Rahul Tripathi, Aiden Markram(c), Abhishek Sharma, Heinrich Klaasen(w), Marco Jansen, Bhuvneshwar Kumar, Mayank Markande, Umran Malik, T Natarajan","Kolkata Knight Riders Subs: Mandeep Singh, Anukul Roy, Venkatesh Iyer, David Wiese, Kulwant Khejroliya","Sunrisers Hyderabad Subs: Abdul Samad, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Washington Sundar",IPL,2023,"Eden Gardens,Kolkata","Apr 14,2023",Kolkata Knight Riders have won the toss and have opted to field,Sunrisers Hyderabad won by 23 runs,Harry Brook,KKR,field,SRH,KKR,Klaasen, Umesh Yadav,6,0,Full,undefined,
19.4," Umesh Yadav to Klaasen, no run, slower delivery outside off stump, Klaasen swings and misses ",1st Inns,19t,Kolkata Knight Riders,Sunrisers Hyderabad,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), N Jagadeesan, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, Shardul Thakur, Umesh Yadav, Suyash Sharma, Lockie Ferguson, Varun Chakaravarthy","Sunrisers Hyderabad (Playing XI): Harry Brook, Mayank Agarwal, Rahul Tripathi, Aiden Markram(c), Abhishek Sharma, Heinrich Klaasen(w), Marco Jansen, Bhuvneshwar Kumar, Mayank Markande, Umran Malik, T Natarajan","Kolkata Knight Riders Subs: Mandeep Singh, Anukul Roy, Venkatesh Iyer, David Wiese, Kulwant Khejroliya","Sunrisers Hyderabad Subs: Abdul Samad, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Washington Sundar",IPL,2023,"Eden Gardens,Kolkata","Apr 14,2023",Kolkata Knight Riders have won the toss and have opted to field,Sunrisers Hyderabad won by 23 runs,Harry Brook,KKR,field,SRH,KKR,Klaasen, Umesh Yadav,0,0,undefined,off side,
19.3,"Umesh Yadav to Harry Brook, 1 run, slapped to long-on and that is a Harry Brook hundred. Tests, ODIs, T20Is, IPL. Put him anywhere he will score! What a talent. He gets the first hundred of the season for us. Slower delivery, hit down the ground, call for two but there was no second. SRH dugout absolutely happy. Even the Eden Gardens crowd applauds. Takes the helmet off, soaks up the applause",1st Inns,19t,Kolkata Knight Riders,Sunrisers Hyderabad,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), N Jagadeesan, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, Shardul Thakur, Umesh Yadav, Suyash Sharma, Lockie Ferguson, Varun Chakaravarthy","Sunrisers Hyderabad (Playing XI): Harry Brook, Mayank Agarwal, Rahul Tripathi, Aiden Markram(c), Abhishek Sharma, Heinrich Klaasen(w), Marco Jansen, Bhuvneshwar Kumar, Mayank Markande, Umran Malik, T Natarajan","Kolkata Knight Riders Subs: Mandeep Singh, Anukul Roy, Venkatesh Iyer, David Wiese, Kulwant Khejroliya","Sunrisers Hyderabad Subs: Abdul Samad, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Washington Sundar",IPL,2023,"Eden Gardens,Kolkata","Apr 14,2023",Kolkata Knight Riders have won the toss and have opted to field,Sunrisers Hyderabad won by 23 runs,Harry Brook,KKR,field,SRH,KKR,Harry Brook,Umesh Yadav,1,0,undefined,undefined,long-on
19.2," Umesh Yadav to Harry Brook, 2 runs, hit wide of long-on, call for two and Klaasen races back. Brook struggles to get back as he is tired. 99 ",1st Inns,19t,Kolkata Knight Riders,Sunrisers Hyderabad,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), N Jagadeesan, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, Shardul Thakur, Umesh Yadav, Suyash Sharma, Lockie Ferguson, Varun Chakaravarthy","Sunrisers Hyderabad (Playing XI): Harry Brook, Mayank Agarwal, Rahul Tripathi, Aiden Markram(c), Abhishek Sharma, Heinrich Klaasen(w), Marco Jansen, Bhuvneshwar Kumar, Mayank Markande, Umran Malik, T Natarajan","Kolkata Knight Riders Subs: Mandeep Singh, Anukul Roy, Venkatesh Iyer, David Wiese, Kulwant Khejroliya","Sunrisers Hyderabad Subs: Abdul Samad, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Washington Sundar",IPL,2023,"Eden Gardens,Kolkata","Apr 14,2023",Kolkata Knight Riders have won the toss and have opted to field,Sunrisers Hyderabad won by 23 runs,Harry Brook,KKR,field,SRH,KKR,Harry Brook, Umesh Yadav,2,0,undefined,wide,long-on
19.1," Umesh Yadav to Harry Brook, 2 runs, in the airrr, oh mishit and it lands in front of deep mid-wicket. Looks like today is Harry Brook's day. Nothing is going to stop him. What a shame it would have been had he not got that deserved hundred. Pace off from Umesh Yadav, toe-ended high and he escapes ",1st Inns,19t,Kolkata Knight Riders,Sunrisers Hyderabad,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), N Jagadeesan, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, Shardul Thakur, Umesh Yadav, Suyash Sharma, Lockie Ferguson, Varun Chakaravarthy","Sunrisers Hyderabad (Playing XI): Harry Brook, Mayank Agarwal, Rahul Tripathi, Aiden Markram(c), Abhishek Sharma, Heinrich Klaasen(w), Marco Jansen, Bhuvneshwar Kumar, Mayank Markande, Umran Malik, T Natarajan","Kolkata Knight Riders Subs: Mandeep Singh, Anukul Roy, Venkatesh Iyer, David Wiese, Kulwant Khejroliya","Sunrisers Hyderabad Subs: Abdul Samad, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Washington Sundar",IPL,2023,"Eden Gardens,Kolkata","Apr 14,2023",Kolkata Knight Riders have won the toss and have opted to field,Sunrisers Hyderabad won by 23 runs,Harry Brook,KKR,field,SRH,KKR,Harry Brook, Umesh Yadav,2,0,undefined,undefined,mid-wicket
18.6," Thakur to Klaasen, FOUR, low full toss, Klaasen flicks, tease for deep deep square leg, he runs and stretches his hand, loses the race ",1st Inns,19t,Kolkata Knight Riders,Sunrisers Hyderabad,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), N Jagadeesan, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, Shardul Thakur, Umesh Yadav, Suyash Sharma, Lockie Ferguson, Varun Chakaravarthy","Sunrisers Hyderabad (Playing XI): Harry Brook, Mayank Agarwal, Rahul Tripathi, Aiden Markram(c), Abhishek Sharma, Heinrich Klaasen(w), Marco Jansen, Bhuvneshwar Kumar, Mayank Markande, Umran Malik, T Natarajan","Kolkata Knight Riders Subs: Mandeep Singh, Anukul Roy, Venkatesh Iyer, David Wiese, Kulwant Khejroliya","Sunrisers Hyderabad Subs: Abdul Samad, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Washington Sundar",IPL,2023,"Eden Gardens,Kolkata","Apr 14,2023",Kolkata Knight Riders have won the toss and have opted to field,Sunrisers Hyderabad won by 23 runs,Harry Brook,KKR,field,SRH,KKR,Klaasen, Thakur,4,0,Full,undefined,deep square
18.5," Thakur to Klaasen, FOUR, top edge and over the keeper. Short of a length delivery, Klaasen slogs, gets a thick edge and gets four more for SRH. Can't do much about this as a bowler ",1st Inns,19t,Kolkata Knight Riders,Sunrisers Hyderabad,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), N Jagadeesan, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, Shardul Thakur, Umesh Yadav, Suyash Sharma, Lockie Ferguson, Varun Chakaravarthy","Sunrisers Hyderabad (Playing XI): Harry Brook, Mayank Agarwal, Rahul Tripathi, Aiden Markram(c), Abhishek Sharma, Heinrich Klaasen(w), Marco Jansen, Bhuvneshwar Kumar, Mayank Markande, Umran Malik, T Natarajan","Kolkata Knight Riders Subs: Mandeep Singh, Anukul Roy, Venkatesh Iyer, David Wiese, Kulwant Khejroliya","Sunrisers Hyderabad Subs: Abdul Samad, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Washington Sundar",IPL,2023,"Eden Gardens,Kolkata","Apr 14,2023",Kolkata Knight Riders have won the toss and have opted to field,Sunrisers Hyderabad won by 23 runs,Harry Brook,KKR,field,SRH,KKR,Klaasen, Thakur,4,0,Short,undefined,keeper
18.4," Thakur to Harry Brook, 1 run, advances and looks to drive, toe-ends it to deep cover ",1st Inns,19t,Kolkata Knight Riders,Sunrisers Hyderabad,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), N Jagadeesan, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, Shardul Thakur, Umesh Yadav, Suyash Sharma, Lockie Ferguson, Varun Chakaravarthy","Sunrisers Hyderabad (Playing XI): Harry Brook, Mayank Agarwal, Rahul Tripathi, Aiden Markram(c), Abhishek Sharma, Heinrich Klaasen(w), Marco Jansen, Bhuvneshwar Kumar, Mayank Markande, Umran Malik, T Natarajan","Kolkata Knight Riders Subs: Mandeep Singh, Anukul Roy, Venkatesh Iyer, David Wiese, Kulwant Khejroliya","Sunrisers Hyderabad Subs: Abdul Samad, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Washington Sundar",IPL,2023,"Eden Gardens,Kolkata","Apr 14,2023",Kolkata Knight Riders have won the toss and have opted to field,Sunrisers Hyderabad won by 23 runs,Harry Brook,KKR,field,SRH,KKR,Harry Brook, Thakur,1,0,undefined,undefined,deep cover
